"","title","doi"
"280","Association of urinary metal elements with sarcopenia and glucose metabolism abnormalities: Insights from NHANES data using machine learning approaches.","10.1016/j.ecoenv.2025.118469"
"281","Peri-Implantitis and Soft Tissue Dehiscence in a Turkish Population: Risk Indicators, Diagnostic Parameters and Biomarkers Discovery.","10.1111/jre.13422"
"282","Oncological outcomes of pathological extranodal extension (pENE) in oral squamous cell carcinoma (OSCC): A proposal to refine the current staging.","10.1016/j.oraloncology.2025.107281"
"283","Cardiometabolic-Kidney Indices and Machine Learning Model for Predicting All-Cause Mortality in Patients with Cardiovascular-Kidney-Metabolic Syndrome: A Longitudinal Cohort Study.","10.1159/000549578"
"284","Deep Learning-Enhanced Opportunistic Osteoporosis Screening in 100 kV Low-Voltage Chest CT: A Novel Way Toward Bone Mineral Density Measurement and Radiation Dose Reduction.","10.1016/j.acra.2025.07.060"
"285","Computed tomography-based absolute delta radiomics nomogram for predicting perineural invasion in hypopharyngeal squamous cell carcinoma.","10.1016/j.ejrad.2024.111912"
"286","Predicting Hepatic Decompensation in Patients With Metabolic Dysfunction Associated Steatotic Liver Disease-Related Cirrhosis: The ABID-LSM Model.","10.1111/apt.70215"
"287","Performance of electronic medical record tool in predicting 6-month mortality in hospitalized patients with cancer.","10.1002/jhm.70012"
"288","An informed machine learning based environmental risk score for hypertension in European adults.","10.1016/j.artmed.2025.103139"
"289","Mortality Prediction in Hospitalized COPD Patients Based on FEV1/FVC Severity Staging.","10.3390/jcm14217766"
"290","The Effect of a Kasai Procedure on Liver Transplantation in Children with Biliary Atresia: A Cohort Study.","10.3390/jcm14103328"
"291","Prediction of Work-relatedness of Shoulder Musculoskeletal Disorders as by Using Machine Learning.","10.1016/j.shaw.2025.01.003"
"292","The value of contrast-enhanced ultrasound in synovial pathotypes of rheumatoid arthritis: an exploratory study.","10.1007/s00330-025-11921-6"
"293","Augmented intelligence for multimodal virtual biopsy in breast cancer using generative artificial intelligence.","10.1016/j.jbi.2025.104971"
"294","Ultrasound Localization Microscopy for the Assessment of Microvascular Abnormalities in Transplant Renal Artery Stenosis.","10.1016/j.ultrasmedbio.2025.07.032"
"295","Ultrasound-based fat fraction for detection of hepatic steatosis and quantification of liver fat content using liver biopsy as the reference standard.","10.1007/s00330-025-12117-8"
"296","Systemic inflammatory indexes as predictors of 18-month mortality among cirrhotic patients receiving transjugular intrahepatic portosystemic shunt.","10.1080/07853890.2025.2575530"
"297","A machine-learning informed circulating microbial DNA signature for early diagnosis of esophageal adenocarcinoma.","10.1080/19490976.2025.2604334"
"298","The Simplified Edinburgh Criteria in Clinical Practice: A CT-Neuropathology Accuracy Study for Diagnosis of Cerebral Amyloid Angiopathy.","10.1212/WNL.0000000000214349"
"299","Mapping Intersubject Variability in Functional Connectivity in Gray and White Matter to Predict Suicide Risk Among Patients with Major Depressive Disorder.","10.1016/j.acra.2025.07.047"
"300","Developing an interpretable machine learning model for diagnosing gout using clinical and ultrasound features.","10.1016/j.ejrad.2025.111959"
"301","Risk Factors Associated With Osteochondral Fractures After Lateral Patellar Dislocation Based on Individual Factors.","10.1177/23259671251344923"
"302","External Validation of an Upgraded AI Model for Screening Ileocolic Intussusception Using Pediatric Abdominal Radiographs: Multicenter Retrospective Study.","10.2196/72097"
"303","Development and validation of the predictive scoring system for 90-day mortality in critical ill patients with exertional heatstroke.","10.1080/0886022X.2025.2525462"
"304","Integrated Assessment of Obesity Indices and Novel Inflammatory Biomarkers in Predicting the Severity of Obstructive Sleep Apnea.","10.3390/jcm15010273"
"305","An Exploratory Analysis of Continuous Glucose Monitoring Metrics in Relation to Prediabetes in Youths with Obesity.","10.1177/15209156251407959"
"306","Prediction of cardiovascular events by skin auto-fluorescence: the DIABAGE follow-up study.","10.1016/j.diabet.2025.101682"
"307","Heart allograft rejection: molecular diagnosis using intra-graft targeted gene expression profiling.","10.1093/eurheartj/ehaf949"
"308","Epigenome-wide association study identifies a specific panel of DNA methylation signatures for antenatal and postpartum depressive symptoms.","10.1016/j.jad.2025.04.083"
"309","Development of a machine learning predictive model for central venous catheter-associated thrombosis in patients undergoing abdominal surgery.","10.1111/nicc.13233"
"310","The value of CSF diagnostic and prognostic biomarkers in NMOSD and MOGAD in real-life use.","10.1016/j.msard.2025.106302"
"311","Number of Examined Lymph Nodes in the Highest Quartile Enhances Staging and Prognosis for Patients with Esophageal Cancer Receiving Neoadjuvant Therapy.","10.1245/s10434-025-18237-1"
"312","Susceptibility Changes on Preoperative Acetazolamide-Loaded 7T MR Quantitative Susceptibility Mapping Predict Post-Carotid Endarterectomy Cerebral Hyperperfusion.","10.3174/ajnr.A8692"
"313","Derivation and Validation of Risk Score Including Nutritional Status Among Patients With Chronic Limb-threatening Ischemia: Insight From I-PAD NAGANO Registry.","10.1177/15266028251314691"
"314","Validation of proposed imaging criteria for estimating vessels encapsulating tumor clusters in hepatocellular carcinoma at CT and gadoxetic acid-enhanced MRI.","10.1016/j.ejrad.2025.111936"
"315","Utility of cytomegalovirus (CMV) qualitative polymerase chain reaction from gastrointestinal biopsies in diagnosis of CMV gastrointestinal disease: A 10-year retrospective study.","10.1016/j.jcv.2025.105879"
"316","False-positive malaria rapid diagnostic tests are prevalent among children under 5 years of age in Uganda.","10.1093/infdis/jiaf604"
"317","Enhancement of Inpatient Mortality Prognostication With Machine Learning in a Prospective Global Cohort of Patients With Cirrhosis With External Validation.","10.1053/j.gastro.2025.07.015"
"318","Exploring vaccine safety and adverse events in major autoimmune diseases.","10.1016/j.autrev.2025.103857"
"319","Development and validation of a polysomnography-based nomogram for predicting amnestic mild cognitive impairment in middle-aged and elderly people.","10.1016/j.sleep.2025.106564"
"320","Research on the Precise Differentiation of Pathological Subtypes of Non-Small Cell Lung Cancer Based on 18F-FDG PET/CT Radiomics Features.","10.3390/cancers17203311"
"321","Eye Selection Criteria's Influence in the Value of Pituitary Macroadenoma Management Biomarkers: Preliminary Findings.","10.3390/jcm14134542"
"322","Integrated nomogram for predicting intracranial progression-free survival with EGFR-TKI combined with cranial radiotherapy: a multicenter study.","10.1007/s00330-025-12105-y"
"323","Human miRNA-disease Association Prediction Via Residual GraphSAGE With Nonlinear Adaptive Feature Fusion and Triplet Contrastive Learning.","10.1016/j.jmb.2025.169360"
"324","A Clinical Validation of a Diagnostic Test for Esophageal Adenocarcinoma Based on a Novel Serum Glycoprotein Biomarker Panel: PromarkerEso.","10.3390/proteomes13020023"
"325","Identification of A-to-I RNA editing profiles and their clinical relevance in pancreatic neuroendocrine neoplasms.","10.1016/j.pan.2025.09.006"
"326","IVIM-DWI-Based Radiomics for Lesion Phenotyping and Clinical Status Prediction in Relapsing-Remitting Multiple Sclerosis.","10.3390/jcm14196753"
"327","Machine Learning-Driven Identification of Exosome-Related Genes in Head and Neck Squamous Cell Carcinoma for Prognostic Evaluation and Drug Response Prediction.","10.3390/biomedicines13040780"
"328","Deep learning NTCP model for late dysphagia after radiotherapy for head and neck cancer patients based on 3D dose, CT and segmentations.","10.1016/j.radonc.2025.111169"
"329","Multiscale Fusion Models With Genomic, Topological, and Pathomic Features to Predict Response to Radiation Therapy for Non-Small Cell Lung Cancer Patients.","10.1016/j.labinv.2025.104204"
"330","Quantitative analysis of thecal sac volume and morphology as a diagnostic tool in intracranial hypotension.","10.1111/head.15014"
"331","Applying spectral analysis to the arterial pulse to discriminate cardiovascular side effects following administration of Moderna's mRNA-1273 vaccine.","10.1016/j.ejphar.2025.178269"
"332","A novel diagnostic score for diagnosing arginine vasopressin deficiency (central diabetes insipidus) or primary polydipsia with basal laboratory and clinical parameters: results from two international multicentre prospective diagnostic studies.","10.1016/S2213-8587(25)00053-1"
"333","Time to replace the oral glucose tolerance test for cystic fibrosis related diabetes first-step screening? Establishing glycemic tools relevant to cystic fibrosis.","10.1080/07853890.2025.2514787"
"334","Deep-Learning Method for the Diagnosis and Classification of Orbital Blowout Fracture Based on Computed Tomography.","10.1016/j.joms.2025.04.010"
"335","Distinct postoperative quality of life trajectories after surgery for degenerative cervical myelopathy: a multicenter prospective cohort study.","10.1016/j.spinee.2025.10.023"
"336","Construction of Intraoperative Blood Glucose Abnormality Risk Prediction Model and Nursing Strategies for Nondiabetic Elderly Patients.","10.1016/j.jopan.2025.07.004"
"337","Beyond nodules: body composition as a biomarker for future lung cancer.","10.1007/s00330-025-11735-6"
"338","Diagnostic Accuracy of Smart Supra Perimetry in Comparison With Standard Automated Perimetry in the Detection of Early Glaucoma.","10.1097/IJG.0000000000002596"
"339","Enhancing Early Keratoconus Detection With Multimodal Machine Learning: Integrating Tomography, Biomechanics, and Clinical Risk Factors.","10.1016/j.ajo.2025.08.035"
"340","A New Risk Prediction Tool for Bleeding and Adverse Cardiovascular Events in Patients with Pre-Existing Coronary Stents Undergoing Gastrointestinal Cancer Surgery.","10.2147/CIA.S516475"
"341","External validation of the Fetal Medicine Foundation model for preterm pre-eclampsia prediction at 11-14 weeks in an Australian population.","10.1111/aogs.70002"
"342","Clinical characteristics and prognostic analysis of patients with hydrocephalus after hypertensive cerebral haemorrhage: a retrospective case-control study.","10.1007/s10143-025-03220-x"
"343","Machine learning models of depression in middle-aged and older adults with cardiovascular metabolic diseases.","10.1016/j.jad.2025.119494"
"344","Cumulative frailty impact on unplanned hospitalization in older patients with cancer and excellent Eastern Cooperative Oncology Group performance.","10.1007/s00520-025-09580-w"
"345","Diagnostic and Prognostic Value of Systemic Inflammatory Markers and Serum Vitamin D in CRS.","10.1002/lary.70286"
"346","Prospective cohort study integrating plasma proteomics and machine learning for early risk prediction of prostate cancer.","10.1097/JS9.0000000000002805"
"347","The Development of an Ultrasound-Based Scoring System for the Prediction of Interstitial Pregnancy.","10.3390/jcm14124238"
"348","Do Birthweight-For-Gestational Age Centiles Predict Serious Neonatal Morbidity and Neonatal Mortality?","10.1111/ppe.70065"
"349","Au@Pt DNA Nanomachine Coupled with Photonic Crystal Microchip Enables High-Fidelity and Portable miRNA Detection.","10.1021/acs.analchem.5c02942"
"350","Oral and fecal microbiota as accurate non-invasive tools for detection of pancreatic cancer in the Chinese population.","10.1016/j.canlet.2025.217456"
"351","The National Early Warning Score (NEWS) Predicts the 28-Day Mortality in Patients With Severe Fever With Thrombocytopenia Syndrome: A Cross-Sectional Study.","10.1111/jocn.17713"
"352","Integrative Analysis of Fucosylated Tetra Glycoforms in Hepatocellular Carcinoma: A NanoLC-PRM-MS/MS and Machine Learning Approach.","10.1021/acs.jproteome.5c00626"
"353","Peak frequency analysis and functional substrate mapping to predict critical isthmus of atypical atrial tachycardia: Findings from a novel automated annotation algorithm to detect near-field signals.","10.1016/j.hrthm.2025.01.009"
"354","A renal biopsy-anchored multi-marker signature involving AOPEP SNP-driven splicing, miR-27b-3p and glycated albumin for stratifying renal damage in type 2 diabetes.","10.1016/j.diabres.2025.112460"
"355","Diagnostic model for COPD patients with nocardia infection: a study based on clinical features and risk factors.","10.1177/17534666251359139"
"356","Enhanced Risk Stratification in Infective Endocarditis Surgery: A Comprehensive External Validation of All Available Mortality Prediction Scores.","10.2147/CLEP.S566997"
"357","New insights on the use of mini nutritional assessment: Impact of alternative calf circumference cutoffs.","10.1016/j.clnu.2025.03.015"
"358","Preoperative systemic inflammatory biomarkers can improve recurrence prediction of non-muscle invasive bladder cancer after endoscopic resection - a prospective observational study.","10.5114/wo.2025.151064"
"359","TSH as a novel biomarker for recurrence of hypertriglyceridemia pancreatitis: a clinical predictive tool linking lipid dysregulation to inflammation.","10.1016/j.pan.2025.07.417"
"360","Validation of the 9th Tumor, Node, and Metastasis Staging System for Patients with Surgically Resected Non-Small Cell Lung Cancer.","10.1016/j.ejca.2025.115436"
"361","Your Patella Dislocated: Will It Happen Again? Key Magnetic Resonance Imaging Differences Between Patients With Multiple Patellar Dislocations and Patients With a One-Time Patellar Dislocation.","10.1177/23259671251356632"
"362","Dynamic prediction of reoffending in individuals given community sentences: Development and validation of a novel risk monitoring assessment tool (oxMore).","10.1037/lhb0000641"
"363","Salivary levels of amyloid beta reflect brain amyloid beta burden in cognitively-normal older adults.","10.1016/j.tjpad.2025.100216"
"364","The relationship between plasma sphingosine-1-phosphate, plasma apolipoprotein M, obesity, and the risk of incident type 2 diabetes: a prospective cohort study.","10.1038/s41366-025-01890-7"
"365","Development and internal validation of a diagnostic prediction model for life-threatening events in callers with shortness of breath: a cross-sectional study in out-of-hours primary care.","10.3399/BJGP.2024.0538"
"366","Altered perfusion in the locus coeruleus of patients with chronic migraine: a pilot 3D-PCASL study.","10.1007/s11682-025-01020-x"
"367","Leveraging Machine Learning and Real-World Data to Predict Chronic Obstructive Pulmonary Disease Exacerbations.","10.2147/COPD.S536395"
"368","Prediction of Early Recurrence After Bronchial Arterial Chemoembolization in Non-small Cell Lung Cancer Patients Using Dual-energy CT: An Interpretable Model Based on SHAP Methodology.","10.1016/j.acra.2025.07.039"
"369","Development and external validation of a machine learning model to predict the initial dose of vancomycin for targeting an area under the concentration-time curve of 400-600 mg∙h/L.","10.1016/j.ijmedinf.2025.105817"
"370","The value of MRI radiomics in distinguishing different types of spinal infections.","10.1016/j.cmpb.2025.108719"
"371","Machine learning prediction of perineural invasion in intrahepatic cholangiocarcinoma.","10.1016/j.ejso.2025.110203"
"372","Risk factors for Early (Three-Month) Postoperative Mortality in Metastatic Spine Tumor Surgery: A JASA Multicenter Prospective Study.","10.1097/BRS.0000000000005359"
"373","New approach to specific Alzheimer's disease diagnosis based on plasma biomarkers in a cognitive disorder cohort.","10.1111/eci.70034"
"374","Predicting survival outcomes in renal cell carcinoma spinal metastases: a multicenter evaluation of existing prognostic systems.","10.1016/j.spinee.2025.05.025"
"375","Cluster analysis of hepatocellular carcinoma prognosis using preoperative alpha-fetoprotein and des-gamma-carboxy prothrombin levels: a multi-institutional study.","10.1016/j.gassur.2025.101980"
"376","Comprehensive Non-invasive Versus Invasive Approach to Evaluate Cardiac Allograft Vasculopathy in Heart Transplantation: The CCTA-HTx Study.","10.1161/CIRCIMAGING.124.017197"
"377","Diagnostic validity of Handgrip strength for ICU-acquired weakness in Mexican population.","10.1016/j.jbmt.2025.09.025"
"378","Severity Indices of Diquat Poisoning for Triage and Prognosis in Acute Diquat Poisoning: A Multicenter Prospective Cohort Study.","10.1016/j.annemergmed.2025.02.022"
"379","Machine Learning-Based CT Radiomics Model to Predict the Risk of Hip Fragility Fracture.","10.1016/j.acra.2025.01.023"
"380","Best Machine Learning Model for Predicting Axial Symptoms After Unilateral Laminoplasty: Based on C2 Spinous Process Muscle Radiomics Features and Sagittal Parameters.","10.1177/21925682251366947"
"381","Validation of new predictors of mortality and BODE index variants in patients with COPD at moderate altitude.","10.1183/23120541.00333-2024"
"382","A 48-hour Symptom Threshold Predicts Perforated Appendicitis: Development of a Clinical Risk Model.","10.1002/wjs.70062"
"383","Deep learning-based post-hoc noise reduction improves quarter-radiation-dose coronary CT angiography.","10.1016/j.ejrad.2025.112232"
"384","Development and validation of a nomogram for cerebral hemorrhage in patients with carotid stenosis undergoing stenting: a multicenter retrospective study.","10.1136/jnis-2024-022022"
"385","Association between serum GFAP, BDNF and NfL levels and clinical symptoms in restless legs syndrome: a case-control study.","10.1016/j.sleep.2025.106694"
"386","Cutoff value for Pediatric Weakness Scale for diagnosis of pediatric weakness.","10.1016/j.joim.2025.11.002"
"387","Longitudinal twin growth discordance patterns and adverse perinatal outcomes.","10.1016/j.ajog.2024.12.029"
"388","Construction of a nomogram model for predicting residual or recurrent cervical intraepithelial neoplasia after the loop electrosurgical excision procedure.","10.1093/ajcp/aqaf125"
"389","Clinical Features and Physiological Signals Fusion Network for Mechanical Circulatory Support Need Prediction in Pediatric Cardiac Intensive Care Unit.","10.1109/JBHI.2024.3510217"
"390","Diagnostic Accuracy of Ultrasound in Carpal Tunnel Syndrome: Analysis of Established and Novel Parameters.","10.1093/bjr/tqaf292"
"391","Cognitive measures predict falls in Parkinson's disease: Insights from the CYCLE-II cohort.","10.1016/j.parkreldis.2025.107328"
"392","Spatiotemporal dynamics of computed tomography perfusion (CTP) parameters following aneurysmal subarachnoid hemorrhage (SAH).","10.1177/0271678X251361254"
"393","Multi-Centre External Validation of a Nomogram for 10-Year Periodontal Tooth Loss Prediction.","10.1111/jcpe.14143"
"394","Individual radiosensitivity testing in 2025: Current advances and future directions for personalized radiotherapy.","10.1016/j.critrevonc.2025.104948"
"395","Developing an accessible dementia assessment tool: Leveraging a residual network, the trail making test, and demographic data.","10.1177/13872877251359889"
"396","A quantitative SPECT/CT metric for diagnosing transthyretin cardiac amyloidosis: multicenter study on biopsy-confirmed cases.","10.1007/s00259-025-07294-z"
"397","Lymph Node Invasion Prediction in Prostate Cancer: A Comparative Machine-Learning Study.","10.1245/s10434-025-18761-0"
"398","Acute stroke risk prediction model based on dual-energy CTA-derived carotid plaque, perivascular adipose tissue characteristics, and serum lipid parameters: a dual-center study.","10.1007/s00234-025-03723-w"
"399","Development and validation of a risk-prediction model for adverse drug reactions in real-world cancer patients treated with anlotinib.","10.1177/20420986251328687"
"400","Thrombus Size Matters: A Risk Assessment Model for Predicting Pulmonary Embolism in Isolated Distal Deep Vein Thrombosis.","10.1016/j.acra.2025.04.057"
"401","Response inhibition deficits in unmedicated youth with ADHD: An ERP/sLORETA study.","10.1016/j.jad.2025.119880"
"402","Prognostic scores in patients with severe tricuspid regurgitation: An external validation study.","10.1111/eci.14379"
"403","Generation of explainable QSAR models for predicting chemical-induced urinary tract toxicity.","10.1016/j.fct.2025.115922"
"404","Development and Internal Evaluation of AI-Assisted Cervical Muscle-Based Scores (FUNC-RISK) in Head and Neck Cancer: A Pilot Study.","10.3390/cancers17243968"
"405","Visceral Adiposity Index Is Associated With Cardiometabolic Multimorbidity and Improves Risk Prediction: The English Longitudinal Study of Ageing.","10.1016/j.mayocp.2025.09.021"
"406","Benchtop Vis-NIR spectroscopy meets machine learning for multi-task analysis in Hongmeiren citrus: Geographical origin identification and antioxidant component quantification.","10.1016/j.foodchem.2025.145007"
"407","Contrast-enhanced subtraction CT accurately and reproducibly assesses fibrous cap status associated with symptomatic carotid stenosis.","10.1136/jnis-2025-023892"
"408","Effects of short-term climatic conditions on the risk of bovine respiratory disease in preweaned calves on California dairies.","10.1016/j.prevetmed.2025.106658"
"409","The impact of diabetes on Sepsis-induced cardiomyopathy.","10.1016/j.diabres.2025.112001"
"410","Salivary microbiome and serum metabolomics add to clinical biomarkers to predict 6-month hospitalizations in a multicenter cirrhosis outpatient cohort.","10.1097/HEP.0000000000001462"
"411","Synthetic MRI as a T2WI alternative in bp-MRI: comparable image quality and improved PI-RADS performance.","10.1016/j.ejrad.2025.112414"
"412","Bidimensional shear wave spleen elastography for diagnosis and grading of esophageal varices in children with portal hypertension.","10.1007/s00247-025-06351-x"
"413","Web-based machine learning application for ambulation prognosis in the rehabilitation phase of spinal cord injury: a retrospective multicenter cohort study.","10.1038/s41393-025-01157-y"
"414","Developing federated time-to-event scores using heterogeneous real-world survival data.","10.1016/j.compbiomed.2025.111084"
"415","Microsatellite-Stable Gastric Cancer Can be Classified into 2 Molecular Subtypes with Different Immunotherapy Response and Prognosis Based on Gene Sequencing and Computational Pathology.","10.1016/j.labinv.2025.104101"
"416","Prediction of Umami Peptides Based on a Large Language Model of Proteins.","10.1021/acs.jcim.4c02394"
"417","ASSESSMENT OF EARLY INDICATORS FOR SEPSIS DEVELOPMENT IN MULTIPLE TRAUMA PATIENTS-THE SEPSIS AS TRAUMA OUTCOME PREDICTION (STOP) SCORE.","10.1097/SHK.0000000000002626"
"418","Nomogram vs. Depth of invasion for predicting occult lymph node metastasis in cT1-2N0 buccal squamous cell carcinoma.","10.1016/j.oraloncology.2025.107206"
"419","Photoacoustic oxygenation imaging to identify ischemia/hypoxia injury and necrosis of intestine after acute intussusception: A comparative study with CDFI/CEUS.","10.1016/j.pacs.2025.100706"
"420","Predictive value of early postoperative copeptin after cardiac surgery: A two-centre prospective cohort study.","10.1097/EJA.0000000000002251"
"421","IsoPSA density improves risk stratification and biopsy decision-making for clinically significant prostate cancer.","10.1016/j.urolonc.2025.09.001"
"422","Prognostic value of red cell distribution width-to-albumin ratio in septic patients with malignancies: A retrospective cohort study based on the MIMIC-IV database.","10.1177/00368504251370990"
"423","Developing Predictive Models for Periodontitis Progression Using Artificial Intelligence: A Longitudinal Cohort Study.","10.1111/jcpe.14194"
"424","Mechanical power density, spontaneous breathing indexes, and weaning readiness following prolonged mechanical ventilation.","10.1016/j.rmed.2025.107943"
"425","Development and validation of an AI-driven radiomics model using non-enhanced CT for automated severity grading in chronic pancreatitis.","10.1007/s00330-025-11776-x"
"426","Unveiling sex difference in factors associated with suicide attempt among Chinese adolescents with depression: a machine learning-based study.","10.1080/09638237.2025.2478374"
"427","A New Instrument for Assessing Cognitive Decline and Dementia: Results on the Classification Accuracy of the MODEMM in a Romanian Clinical and Community Sample.","10.1177/10731911251389197"
"428","The associations of insomnia symptoms and clinical features as well as blood metabolic parameters in adolescents with major depressive disorders.","10.1007/s00406-025-02113-w"
"429","CLOX and neurotox: Utility of the clock drawing task in monitoring for immune effector cell-associated neurotoxicity syndrome following chimeric antigen receptor T-cell therapy.","10.1111/bjh.70044"
"430","Applicability of cCR assessment criteria in pMMR rectal cancer patients treated with neoadjuvant chemoradiotherapy combined with immunotherapy.","10.1097/JS9.0000000000002795"
"431","AttMVGraph: Attention-Based Multimodal Fusion and Variational Graph Learning for SM-miRNA Association Prediction.","10.1021/acs.jcim.5c02322"
"432","Insights From Inputs: Enhancing Revision Total Joint Arthroplasty Resource Allocation With Machine Learning Prediction.","10.1016/j.arth.2025.04.072"
"433","Diagnostic accuracy of screening questionnaires for obstructive sleep apnea in psychiatric patients.","10.1016/j.jpsychires.2025.04.026"
"434","Mixed-effects additive Bayesian networks for the assessment of ruptured intracranial aneurysms: Insights from multicenter data.","10.1016/j.compbiomed.2025.111380"
"435","Multimodal Data-Driven Explainable Prognostic Model for Major Adverse Cardiovascular Events Prediction in Patients With Unstable Angina and Heart Failure With Preserved Ejection Fraction: Multicenter, Cross-Regional Cohort Study.","10.2196/78402"
"436","Diffusion along Perivascular Spaces as a Marker for Glymphatic System Impairment in Huntington's Disease.","10.1002/mds.30194"
"437","AutoFRS: an externally validated, annotation-free approach to computational preoperative complication risk stratification in pancreatic surgery - an experimental study.","10.1097/JS9.0000000000002327"
"438","Prediction of NIHSS Scores and Acute Ischemic Stroke Severity Using a Cross-attention Vision Transformer Model with Multimodal MRI.","10.1016/j.acra.2025.05.031"
"439","Ventilation and Perfusion Defects on Phase-Resolved Functional Lung (PREFUL) MRI Predict Silicosis Progression: A Prospective Pilot Study.","10.1002/jmri.70183"
"440","Superior diagnostic performance of high frame rate Contrast-Enhanced ultrasound (HiFR-CEUS) for small focal liver lesions (≤3 cm): A multicenter study.","10.1016/j.ejrad.2025.112527"
"441","UBTF facilitates acute myeloid leukemia development and immune escape via PD-L1 regulation.","10.1016/j.intimp.2025.114433"
"442","Dental Composite Performance Prediction Using Artificial Intelligence.","10.1177/00220345241311888"
"443","Automated detection and recognition of oocyte toxicity by fusion of latent and observable features.","10.1016/j.jhazmat.2025.138411"
"444","Home-based urinary sodium monitoring via point-of-care testing for personalized diuretic titration in heart failure management: The EASY-STOP study.","10.1002/ejhf.3693"
"445","Integrating CT radiomics and clinical data with machine learning to predict fibrosis progression in coalworker pneumoconiosis.","10.3389/fmed.2025.1599739"
"446","Validation of the MASC-20 and Development of a Short Form to Assess Suicide Risk in Cancer Patients.","10.1016/j.jpainsymman.2025.06.001"
"447","Functional connectivity anomalies in medication-naive children with ADHD: Diagnostic potential, symptoms interpretation, and a mediation model.","10.1016/j.clinph.2025.04.011"
"448","Defining the Minimal Clinically Important Improvement, Substantial Clinical Benefit, and Patient Acceptable Symptom State for the iHOT-12, HOOS, and HOOSglobal in the Nonoperative Management of Nonarthritic Hip-Related Pain.","10.1177/03635465251325466"
"449","Prediction of Cardiovascular Events Using Fully Automated Global Longitudinal and Circumferential Strain in Patients Undergoing Stress CMR.","10.1161/CIRCIMAGING.125.018350"
"450","Heterogeneity in prognosis for early-stage hepatocellular carcinoma after hepatectomy: A multicenter analysis of 4,623 patients across five major staging systems.","10.1016/j.ejso.2025.110383"
"451","FEV1 and DLCO predicting general complications but not prolonged air leaks in pulmonary segmentectomy.","10.1177/17534666251341777"
"452","Ultrasound cardiac output monitoring compared to the renal angina index for early prediction of pediatric acute kidney injury.","10.1007/s00467-025-07055-y"
"453","Artificial intelligence-based multimodal framework for non-invasive detection of digital eye strain using thermal imaging and behavioral metrics.","10.1016/j.jtherbio.2025.104280"
"454","The Role of Machine Learning to Detect Occult Neck Lymph Node Metastases in Early-Stage (T1-T2/N0) Oral Cavity Carcinomas.","10.1002/hed.28189"
"455","High-fidelity telomerase activity assay based on light-triggered nucleic acid separation system for the diagnosis of bladder cancer.","10.1016/j.bios.2025.117355"
"456","Using Machine Learning to Predict the Prognosis of Cervical Cancer Patients with Lymph Node Metastasis: An Analysis Based on the SEER Database.","10.1007/s43032-025-01856-0"
"457","Infarct-Related Myocardial Resistance Before Reperfusion in Patients With Acute Myocardial Infarction to Predict Microvascular Injury and Clinical Outcomes.","10.1002/ccd.70338"
"458","Cerebrospinal Fluid Proenkephalin Predicts Striatal Atrophy Decades before Clinical Motor Diagnosis in Huntington's Disease.","10.1002/mds.70062"
"459","Anti-Acetylcholine Receptor Antibodies in Tear for the Diagnosis of Ocular Myasthenia Gravis.","10.1016/j.ajo.2025.05.013"
"460","Dementia and MCI Detection Based on Comprehensive Facial Expression Analysis From Videos During Conversation.","10.1109/JBHI.2025.3526553"
"461","Predictive Laboratory Markers for Gastrointestinal Complications in Children with Henoch-Schönlein Purpura.","10.2147/JMDH.S499808"
"462","Influencing Factors and Nomogram Model Construction of Cancer-related Fatigue in Primary Liver Cancer Patients Post-TACE Treatment.","10.1016/j.acra.2025.07.043"
"463","Predictive models to determine best strategy for metaphylaxis application in cattle at arrival to a feedyard.","10.1016/j.prevetmed.2025.106572"
"464","Does RSClin provide additional information over classic clinico-pathologic scores (PREDICT 2.1, INFLUENCE 2.0, CTS5)?","10.1016/j.breast.2025.104528"
"465","Identification of a gene signature and prediction of overall survival of patients with stage IV colorectal cancer using a novel machine learning approach.","10.1016/j.ejso.2025.109718"
"466","Machine learning improves post-transplantation HCC recurrence prediction.","10.1097/LVT.0000000000000685"
"467","Integration of Single-Cell Analysis and Bulk RNA Sequencing Data Using Multi-Level Attention Graph Neural Network for Precise Prognostic Stratification in Thyroid Cancer.","10.3390/cancers17142411"
"468","Clinical-radiomics nomogram construction from magnetic resonance imaging to diagnose osteoporosis: a preliminary study.","10.1007/s00586-025-08978-8"
"469","Predicting acute kidney injury in trauma using an extreme gradient boosting model.","10.1093/ckj/sfaf002"
"470","Magnetic Resonance Imaging (MRI)-Adapted Prostate Cancer Risk Tool Incorporating Cribriform and Intraductal Carcinoma.","10.1016/j.modpat.2025.100852"
"471","Personalized prediction of psoriasis relapse post-biologic discontinuation: a machine learning-driven population cohort study.","10.1080/09546634.2025.2480743"
"472","Machine learning models for enhanced diagnosis and risk assessment of prostate cancer with 68Ga-PSMA-617 PET/CT.","10.1016/j.ejrad.2025.112063"
"473","Advancing Non-Invasive Diagnosis of Oral Epithelial Dysplasia: Comparative Insights from In Vivo Optical Coherence Tomography and Histopathology.","10.3390/jcm14041118"
"474","Towards automating risk stratification of intraductal papillary mucinous Neoplasms: Artificial intelligence advances beyond human expertise with confocal laser endomicroscopy.","10.1016/j.pan.2025.05.011"
"475","Machine-Learning Models With Multiple Imputation With Sequential Nearest Neighbors Imputation for Predicting the Prognosis of Idiopathic Sudden Sensorineural Hearing Loss Patients.","10.1097/AUD.0000000000001711"
"476","Validity and Utility of a Risk Prediction Model for Wound Infection After Lower Third Molar Surgery.","10.1111/odi.15243"
