key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-435289169,Predicting central lymph node metastasis in papillary thyroid microcarcinoma: a breakthrough with interpretable machine learning.,,1,1,Frontiers in endocrinology,,,,,,,,,,"To develop and validate an interpretable machine learning (ML) model for the preoperative prediction of central lymph node metastasis (CLNM) in papillary thyroid microcarcinoma (PTMC). From December 2016 to December 2023, we retrospectively analyzed 710 PTMC patients who underwent thyroidectomies. Feature selection was conducted using the least absolute shrinkage and selection operator (LASSO) regression method, alongside the Support Vector Machine-Recursive Feature Elimination (SVM-RFE) algorithm in conjunction with multivariate logistic regression. Eight ML algorithms, namely Decision Tree, Random Forest (RF), K-nearest neighbors, Support vector machine, Extreme Gradient Boosting, Naive Bayes, Logistic regression, and Light Gradient Boosting machine, were developed for the prediction of CLNM. The performance of these models was evaluated using area under the receiver operating characteristic curve (AUC), decision curve analysis (DCA), sensitivity, specificity, accuracy, positive predictive value (PPV), negative predictive value (NPV), and F1 scores. Additionally, the Shapley Additive Explanation (SHAP) algorithm was utilized to clarify the results of the optimal ML model. The results indicated that 32.95% of the patients (234/710) presented with CLNM. Tumor diameter, multifocality, lymph nodes identified via ultrasound (US-LN), and extrathyroidal extension (ETE) were identified as independent predictors of CLNM. The RF model achieved the highest performance in the validation set with an AUC of 0.893(95%CI: 0.846-0.940), accuracy of 0.832, sensitivity of 0.764, specificity of 0.866, PPV of 0.743, NPV of 0.879, and F1-score of 0.753. Furthermore, the DCA demonstrated that the RF model exhibited a superior clinical net benefit. Our model predicted the risk of CLNM in PTMC patients with high accuracy preoperatively.","",10.3389/fendo.2025.1537386,"",,
rayyan-435289170,Unveiling regions associated with acute and late breast side-effects from breast radiotherapy using voxel-wise image-based data mining analysis.,,1,1,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,,,,,,,,,,"Side-effects after breast cancer treatment, including radiotherapy (RT), can drastically affect a patient's quality of life. This study aims to identify anatomical regions where RT dose is related to breast side-effects using the voxel-wise image-based data mining (IBDM) technique. Data of 922 patients included in the REQUITE study and who underwent RT after breast-conserving surgery were analysed. All patients were treated supine. We analysed breast pain, oedema, atrophy, induration, and nipple retraction, scored before and after RT by clinicians and patients. We investigated the toxicity burden using the area under the curve for toxicity over time (ToxT-AUC) and applied IBDM by normalising all dose distributions to three reference anatomies. To do so, we established a spatial normalisation pipeline, ensuring that the ipsilateral breast was aligned (flipping all left-side treatments laterally). Dose distributions were converted to equivalent dose in 2 Gy-fraction (EQD2, α/β = 1.7 Gy and 3 Gy) to account for different RT fractionations. To determine the relevance of each identified region, we used multivariable ordinal regression, including patient-specific factors and clinical variables. Significant regions associated with each breast side-effect were found in different breast quadrants. The regions showed higher mean EQD2 than the complete breast contour, particularly for grade 2+ (p < 0.01). Dosimetric parameters extracted from the region were significant in multivariable analysis. We found regions within the breast where the local dose associates with breast side-effects after breast RT. This result opens a new hypothesis which could help reduce side-effects after breast radiotherapy.","",10.1016/j.radonc.2025.111230,"",,
rayyan-435289171,Salivary microbiome and serum metabolomics add to clinical biomarkers to predict 6-month hospitalizations in a multicenter cirrhosis outpatient cohort.,,1,1,"Hepatology (Baltimore, Md.)",,,,,,,,,,"Prognosticating outcomes such as hospitalizations in outpatients with cirrhosis is challenging, especially with changing etiologies and demographics. This study aims to determine the impact of multi-omic strategies on outcome prediction. NACSELD3 enrolls outpatients with cirrhosis with controlled/eradicated etiologies from 10 centers and follows them systematically. At baseline, clinical/demographic and cirrhosis details were recorded and saliva and serum samples were collected for microbiome and metabolome analysis, respectively. Multi-omic bioinformatic studies to determine the interaction of microbiota and metabolites with the clinical prediction of 6-month hospitalizations were performed. Five hundred sixty-five patients (60.2 y, 68% men, 35% alcohol, 33% metabolic dysfunction-associated steatohepatitis, 21%, eradicated HCV with MELD 3.0 12) were enrolled. One hundred sixty-three (29%) required 6-month hospitalizations; most (75%) were liver-related. Those hospitalized had worse cirrhosis severity and comorbidity indices but similar demographics and oral health variables. Salivary microbiome alpha-diversity was lower (1.96±0.48 vs. 2.09±0.45, p =0.018) with greater pathobionts ( Streptococcus , Treponema, Enterococcaceae) and lower commensal genhospitalized/noera ( Veillonella, Prevotella, Haemophilus , Lachnospiraceae spp) at baseline. Serum metabolomics showed significant separation at baseline between hospitalized/non-hospitalized patients using supervised analyses with microbial-origin (phenyllactate, secondary bile acids, indoles), choline moieties, and polyamine/GABA (3-ureidopropionate/spermidine) metabolites being most prominent. Area under the curve using random forest for clinical, microbial, and metabolomic variables was higher than that of these individually. Latent factor analysis showed clinical variables (MELD 3.0, hemoglobin, and albumin) with the greatest impact, followed by salivary microbiota and then serum microbiome for hospitalization prediction. In a multicenter North American outpatient cirrhosis cohort with controlled etiologies, serum metabolomics and salivary microbiome add to clinical variables to prognosticate 6-month hospitalization.","",10.1097/HEP.0000000000001462,"",,
rayyan-435289172,Factors influencing the selection of an SGLT2i vs. a GLP-1RA as cardioprotective agent in patients with type 2 diabetes.,,1,1,Frontiers in cardiovascular medicine,,,,,,,,,,"Sodium glucose co-transporter-2 inhibitors (SGLT2is) and glucagon-like peptide-1 receptor agonists (GLP-1RAs) have demonstrated cardioprotective effects in people with type 2 diabetes and atherosclerotic cardiovascular disease (ASCVD). In this patient group, there is treatment equipoise, from the standpoint of cardiovascular effect between these medication classes; however, factors associated with prescribing are poorly characterized. We performed a retrospective real-world analysis by creating an electronic health record registry of people with type 2 diabetes and ASCVD (without additional indications for a specific cardioprotective class) who received a prescription for either an SGLT2i or GLP-1RA. We analyzed patient-, provider-, and clinical encounter-related predictors of being prescribed an SGLT2i or GLP-1RA using univariable and multivariable logistic regression analysis. A total of 573 eligible patients received either SGLT2i (N = 274) or GLP-1RA (N = 299) between January 2019 and October 2024. Care in cardiology (OR = 4.78; 95% CI, 2.53-9.04) strongly predicted SGLT2i prescription. Care in endocrinology (OR = 0.40; 95% CI, 0.23-0.68), higher BMI (OR = 0.92; 95% CI, 0.88-0.95, per BMI unit), and a higher recent estimated glomerular filtration (OR = 0.98; 95% CI, 0.96-0.99, per eGFR unit) predicted GLP-1RA prescription. The area under the receiver operating characteristic curve of the model was 0.78. Prescriber's specialty strongly determined the selection of cardioprotective agents. Treatment guidelines should provide more specific guidance regarding patient selection and consider the holistic benefits of each drug class beyond their cardiovascular protective effects.","",10.3389/fcvm.2025.1606198,"",,
rayyan-435289173,Synthetic MRI as a T2WI alternative in bp-MRI: comparable image quality and improved PI-RADS performance.,,1,1,European journal of radiology,,,,,,,,,,"Prostate cancer significantly impacts men's health, highlighting the necessity for precise diagnosis. This study evaluates combining Magnetic Resonance Image Compilation (MAGiC) parameters with Prostate Imaging Reporting and Data System (PI-RADS) scores to enhance diagnostic accuracy among radiologists with varied experience. In this retrospective study, 174 patients with suspected prostate cancer were recruited from February 2023 to May 2024. Synthetic MRI-derived T1, T2, and proton density (PD) maps were generated, and synthetic T2-weighted imaging (T2WI) was reconstructed. Two radiologists of varying experience independently assessed lesions using PI-RADS based on both synthetic and conventional T2WI. Image quality was evaluated using the prostate imaging quality (PI-QUAL) scoring v2 system, and diagnostic performance was analyzed using receiver operating characteristic (ROC) curve analysis. Synthetic T2WI exhibited comparable image quality to conventional T2WI (P = 0.065). After excluding low-quality images, 99 lesions were analyzed. In the peripheral zone, higher T1 values were significantly linked to non-cancerous lesions (R1: OR = 0.989, P = 0.009; R2: OR = 0.990, P = 0.004). The integration of T1 values with PI-RADS scores improved diagnostic performance, achieving area under the curve (AUC) values of 0.960 for R1 and 0.944 for R2. The integration of MAGiC parameters, particularly T1 values, with PI-RADS scores significantly enhances diagnostic accuracy for clinically significant prostate cancer, especially benefitting less experienced radiologists. Additionally, synthetic T2WI demonstrates comparable image quality to conventional T2WI, supporting the clinical implementation of MAGiC parameters in prostate MRI assessments.","",10.1016/j.ejrad.2025.112414,"",,
rayyan-435289174,Association between lipopolysaccharide-binding protein levels and disease severity in pediatric narcolepsy: A cross-sectional study.,,1,1,Sleep medicine,,,,,,,,,,"Narcolepsy type 1 (NT1) is a chronic neurological disorder characterized by excessive daytime sleepiness and cataplexy, with increasing evidence suggesting an immune-mediated etiology. Lipopolysaccharide-binding protein (LBP), a key marker of gut-derived immune activation, may play a role in NT1-related systemic inflammation, yet its relationship with disease risk and severity in pediatric NT1 remains unclear. In this cross-sectional study, 96 treatment-naïve pediatric NT1 patients and 90 age- and sex-matched healthy controls were recruited. Serum levels of LBP, C-reactive protein (CRP), interleukin-6 (IL-6), tumor necrosis factor-α (TNF-α), and lipopolysaccharide (LPS) were measured. Neuropsychiatric assessments included the Epworth Sleepiness Scale (ESS), Pittsburgh Sleep Quality Index (PSQI), Hamilton Anxiety Scale (HAMA-14), and Hamilton Depression Scale (HAMD-24). Logistic and linear regression analyses were used to evaluate associations between LBP and clinical characteristics. Receiver operating characteristic (ROC) curve analysis was conducted to assess the diagnostic performance of LBP. Pediatric NT1 patients exhibited significantly higher serum levels of LBP, CRP, IL-6, TNF-α, and LPS compared to healthy controls (all p < 0.001). Multivariate logistic regression revealed that LBP (OR = 1.663, 95 % CI: 1.522-1.813, p = 0.016) and IL-6 (OR = 1.912, 95 % CI: 1.702-2.074, p = 0.010) were independent predictors of NT1. LBP levels were negatively associated with hypocretin-1 concentrations and anxiety scores. ROC analysis showed excellent predictive performance of LBP for NT1 (AUC = 0.938, 95 % CI: 0.86-0.99). Elevated serum LBP is significantly associated with increased disease risk and greater symptom burden in pediatric NT1. LBP may serve as a promising inflammatory biomarker reflecting neuroimmune dysregulation and disease severity. Further longitudinal and mechanistic studies are warranted to explore its clinical utility and underlying pathophysiological role.","",10.1016/j.sleep.2025.106877,"",,
rayyan-435289175,Bidimensional shear wave spleen elastography for diagnosis and grading of esophageal varices in children with portal hypertension.,,1,1,Pediatric radiology,,,,,,,,,,"Portal hypertension in children can result from a wide range of liver diseases, both cirrhotic and non-cirrhotic. Non-invasive diagnosis of esophageal varices, a potentially life-threatening complication, is of utmost importance in these patients. To assess the agreement between spleen stiffness by bidimensional shear wave elastography (2D SWE) and endoscopic findings (presence and grading of esophageal varices) in pediatric patients with portal hypertension. Single-center retrospective observational study between February 2021 and August 2024. Data from pediatric patients (< 18 years old) who underwent esophagogastroduodenoscopy within a month of a grayscale ultrasound including spleen elastography were collected. Patients were divided into three groups: varices-free, low-risk varices, and high-risk varices (enlarged tortuous varices with red color sign, or large size varices). The area under the receiver operating characteristic curve (AUROC), positive predictive value (PPV), and negative predictive value (NPV) were estimated. We included 163 patients (86 males, 77 females; median age: 9 years (interquartile range (IQR) 6-13 years)). The sample included 80 varices-free (49%), 38 low-risk varices (23%), and 45 high-risk varices (28%) cases. The median spleen elastography was 20 kPa (2.58 m/s), 34 kPa (3.36 m/s), and 40 kPa (3.65 m/s) in the varices-free, low-risk, and high-risk varices groups, respectively. When a cut-off value of 28.5 kPa (3.08 m/s) was used to detect varices of any grade, the sensitivity was 93% (95% confidence interval: 85-97), the specificity was 94% (86-98), PPV 94% (86-98), and NPV 93% (85-97). An AUROC of 0.93 (0.90-0.98) was obtained. When comparing the high versus low-risk varices groups, using a cut-off point of 35.35 kPa (3.43 m/s), we obtained an AUROC of 0.66, with a sensitivity of 71%, specificity of 61%, PPV 68%, and NPV of 64%. Spleen stiffness by bidimensional shear wave elastography showed excellent diagnostic performance for detecting esophageal varices in children with portal hypertension and a moderate performance for distinguishing patients with low-risk varices from those with high-risk varices.","",10.1007/s00247-025-06351-x,"",,
rayyan-435289176,Detection of Mild COVID-19 in Frail Older Adults Using Simple Inflammatory Indices: A Comparative Cohort Analysis.,,1,1,"Life (Basel, Switzerland)",,,,,,,,,,"Systemic inflammatory indices such as the neutrophil-to-lymphocyte ratio (NLR) and platelet-to-lymphocyte ratio (PLR) are associated with severe COVID-19, but their role in mild disease among frail older adults remains unclear. Early Israeli admission policies enabled hematologic profiling of asymptomatic and mild cases. Retrospective cohort of adults ≥65 years admitted to a geriatric center (March 2020-March 2021). Patients with Mild/asymptomatic COVID-19 cases were compared with patients hospitalized for other infections (pneumonia, urinary tract infection, cellulitis). Admission indices such as NLR, derived neutrophil-to-lymphocyte ratio (dNLR), PLR, hemoglobin-to-lymphocyte ratio (HLR), red cell distribution width (RDW), and C-reactive protein (CRP) were analyzed using receiver operating characteristic (ROC) curves. Sensitivity analyses compared COVID-19 with bacterial pneumonia and assessed one-week changes. Among 450 patients (177 COVID-19 and 273 non-COVID; median age 85-86), COVID-19 cases showed lower white blood cell counts (WBC), neutrophils, and CRP but more marked lymphopenia. The most discriminative indices were dNLR, PLR, HLR, and RDW, which differed most (all p < 0.001), while NLR and systemic immune-inflammation index (SII) showed limited discrimination. The best AUC was 0.69. dNLR, PLR, and HLR remained elevated after one week. In frail older adults with early or mild COVID-19, modest but consistent hematologic patterns, including lymphopenia with elevated dNLR, PLR, and HLR, and lower RDW, were distinguished COVID-19 from other infections, although single-marker accuracy was limited. These routine indices may assist early differentiation when virologic testing is delayed or unavailable.","",10.3390/life15121821,"",,
rayyan-435289177,Radiographic classification of mandibular osteoradionecrosis: A blinded prospective multi-disciplinary interobserver diagnostic performance study.,,1,1,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,,,,,,,,,,"Osteoradionecrosis (ORN) of the jaw is a severe complication affecting up to 15% of head and neck cancer patients treated with radiotherapy. The ClinRad system, endorsed by ASCO/ISOO/MASCC, incorporates radiographic features for ORN severity classification, but variability in imaging use and specialty expertise may impact diagnostic accuracy. This study benchmarks physician performance in diagnosing and staging ORN across specialties and imaging modalities. A retrospective diagnostic validation study was conducted at MD Anderson Cancer Center, involving 20 physicians from oral oncology, radiation oncology, surgery, and neuroradiology. Participants reviewed 85 de-identified imaging sets (CT and orthopantogram (OPG)) from 30 patients with confirmed ORN, diagnosing and staging cases using the ClinRad system. ROC analysis assessed diagnostic accuracy, while intra- and inter-observer agreement was measured using Cohen's and Fleiss kappa statistics. Paired CT-OPG imaging significantly improved diagnostic performance across specialties (p < 0.001), with AUC values ranging from 0.79 (residents) to 0.98 (surgeons). However, inter- and intra-rater agreement remained low, with median Fleiss kappa values of 0.22, 0.13, and 0.05 for ClinRad stages 0/1, 2, and 3, respectively. No specialty demonstrated significantly superior diagnostic accuracy (p > 0.05). This study establishes a benchmark for radiographic ORN detection, revealing diagnostic variability across specialties. Findings emphasize the need for standardized imaging protocols, interdisciplinary training, and multimodal imaging to improve diagnostic accuracy.","",10.1016/j.radonc.2025.110917,"",,
rayyan-435289178,Assessment of instrumental activities of daily living in patients with cognitive impairment based on their ability to use household appliances.,,1,1,Journal of Alzheimer's disease : JAD,,,,,,,,,,"BackgroundDetecting life disability is crucial in diagnosing dementia; however, early detection has proven challenging with previous assessment scales. This study focused on an individual's ability to use household appliances as a means of detecting life disability.ObjectiveThe objectives of this study are threefold: (1) to compare the ability to use household appliances between the non-dementia and dementia groups, (2) to determine whether the level of life disability based on the ability to use appliances is at the level of diagnosed dementia or non-dementia, and (3) to explore the impact of age and gender on the ability to use appliances.MethodsWe selected 13 essential household appliances for elderly individuals and proposed an instrumental activities of daily living (IADL) assessment tool to evaluate their usage. Our sample consisted of 98 patients with cognitive impairment, divided into a non-dementia group (N = 34) and a dementia group (N = 64). Most participants in the dementia group had Alzheimer's disease or related conditions. Through multiple logistic regression, the model equation aimed to determine whether a subject's functional disability indicated a potential dementia diagnosis.ResultsThe optimal model equation identified the microwave oven and air conditioner as key factors, achieving an area under the curve (AUC) of 0.78. Additionally, analysis by age and gender enhanced the discriminative power of the results.ConclusionsOur proposed scoring system can efficiently determine the degree of life disability by assessing appliance usage, demonstrating comparable discriminatory ability to existing scales.","",10.1177/13872877251320668,"",,
rayyan-435289179,Ensemble model projection of climate-driven habitat redistribution for the endangered Brachymystax tsinlingensis.,,1,1,Journal of environmental management,,,,,,,,,,"Climate change poses an escalating threat to global biodiversity, with freshwater salmonids exhibiting heightened vulnerability to temperature-driven distribution shifts. As one of the southernmost-distributed endangered salmonid species in the Northern Hemisphere, the Qinling lenok (Brachymystax tsinlingensis) serves as a critical indicator of climate impacts on stream-dwelling fishes. Despite its ecological significance, research on its spatial distribution remains limited. This study employed ensemble species distribution models (ESDMs) integrating four algorithms: artificial neural network (ANN), generalized additive model (GAM), gradient boosting machine (GBM), and maximum entropy model (MaxEnt), to predict habitat suitability under current and future climate scenarios. Using occurrence records and seven bioclimatic variables, the ESDMs showed robust predictive performance (AUC = 0.928; TSS = 0.988). Current suitable habitats (3799 km2) are concentrated in the tributaries of Weihe River Basin and the Hanjiang River Basin of the Qinling Mountains. Under CMIP6 projections for 2041-2060, all global climate models indicated a consistent contraction of suitable habitat: 41-60 % in MPI-ESM1-2-HR; over 60 % in EC-Earth3-Veg and 47-54 % in MRI-ESM2-0, accompanied by range shifts toward upper tributaries and minor centroid displacement near the junction of Baoji and Tianshui City. Variable importance analyses revealed that BIO5 (21 %), BIO4 (17 %), BIO7 (15 %), BIO18 (11 %) and BIO3 (10 %) were the key influential factors. Response curves indicated that Qinling lenok is sensitive to rapid temperature fluctuations. These findings underscore the Qinling Mountains' continued importance for this endangered species, necessitating conservation prioritization of high-altitude stream habitats and adaptive restocking strategies. This study provides critical insights for climate-resilient biodiversity management in mountainous regions.","",10.1016/j.jenvman.2025.127636,"",,
rayyan-435289180,Uric acid and HDL-C-derived inflammatory ratios as biomarkers in schizophrenia and major depressive disorder: a retrospective study.,,1,1,Frontiers in psychiatry,,,,,,,,,,"Ratios derived from uric acid (UA) and high-density lipoprotein cholesterol (HDL-C) represent novel composite indicators integrating metabolic and inflammatory information. These ratios include the uric acid-to-lymphocyte ratio (ULR), uric acid-to-HDL-C ratio (UHR), uric acid-to-creatinine ratio (UCR), uric acid-to-albumin ratio (UAR), neutrophil-to-HDL-C ratio (NHR), lymphocyte-to-HDL-C ratio (LHR), monocyte-to-HDL-C ratio (MHR), and platelet-to-HDL-C ratio (PHR). This retrospective study aimed to evaluate and compare the predictive ability of these indicators in distinguishing patients with schizophrenia (SCZ) or major depressive disorder (MDD) from healthy controls (HCs) to identify potential biomarkers. Blood parameter data were collected from 442 patients with SCZ, 326 with MDD, and 222 healthy controls. A retrospective analysis was conducted to examine intergroup differences in the UA- and HDL-C-derived ratios. The predictive efficacy of these parameters was assessed using receiver operating characteristic (ROC) curve analysis. Significant intergroup differences in biomarker levels were observed. The UHR, UAR, NHR, and MHR were identified as predictive factors for distinguishing the SCZ group from the HC group, while the UAR and MHR distinguished the MDD group from the HC group. A composite model of the UHR, UAR, NHR, and MHR in the SCZ group yielded an area under the curve (AUC) of 0.877 (p<0.001). Similarly, a composite model of the UAR, UCR, UHR, and MHR in the MDD group produced an AUC of 0.818 (p<0.001). This study indicated that the ratio derived from UA and HDL-C more comprehensively reflects the inflammatory and metabolic status, and its expression differences can significantly distinguish SCZ and MDD.","",10.3389/fpsyt.2025.1698455,"",,
rayyan-435289181,Web-based machine learning application for ambulation prognosis in the rehabilitation phase of spinal cord injury: a retrospective multicenter cohort study.,,1,1,Spinal cord,,,,,,,,,,"A retrospective cohort study. To develop a machine learning (ML) model to predict ambulation prognosis one year post-injury in rehabilitation-phase spinal cord injury (SCI) individuals classified as American Spinal Injury Association Impairment Scale (AIS) grades B and C, and to implement it as a web application. A multicenter database in the United States. Data were collected from the National Spinal Cord Injury Database (NSCID) for the years 2011 to 2021. Traumatic SCI cases with complete neurological data at rehabilitation admission were included, based on the International Standards for Neurological Classification of Spinal Cord Injury (ISNCSCI). Model predictors included age at injury, acute length of stay, neurological level of injury, motor scores, and sensory scores. ML models were developed using nested 5-fold cross-validation and four algorithms: logistic regression, random forest, support vector machine, and extreme gradient boosting (XGB). Performance was assessed and compared using area under the curve (AUC), Brier score, and calibration slope, with a focus on AIS grades B and C. A web application was developed using the R package shiny and deployed via shinyapps.io. 2034 cases were included in the analysis. XGB demonstrated the best performance in terms of AUC (0.855), Brier score (0.153), and calibration slope (0.900) and was selected as the final model. This model was implemented as a web application. The developed model showed good performance for AIS grades B and C and was made practical via web application implementation.","",10.1038/s41393-025-01157-y,"",,
rayyan-435289182,Developing federated time-to-event scores using heterogeneous real-world survival data.,,1,1,Computers in biology and medicine,,,,,,,,,,"Survival analysis serves as a fundamental component in numerous healthcare applications, where the determination of the time to specific events (such as the onset of a certain disease or death) for patients is crucial for clinical decision-making. Scoring systems are widely used for swift and efficient risk prediction. However, existing methods for constructing survival scores presume that data originates from a single source, posing privacy challenges in collaborations with multiple data owners. We propose a novel framework for building federated scoring systems for multi-site survival outcomes, ensuring both privacy and communication efficiency. We applied our approach to sites with heterogeneous survival data originating from emergency departments in Singapore and the United States. Additionally, we independently developed local scores at each site. In testing datasets from each participant site, our proposed federated scoring system consistently outperformed all local models, evidenced by higher integrated area under the receiver operating characteristic curve (iAUC) values, with a maximum improvement of 11.6 %. Additionally, the federated score's time-dependent AUC(t) values showed advantages over local scores, exhibiting narrower confidence intervals (CIs) across most time points. The model developed through our proposed method showed good local performance and is promising for future healthcare research. Sites participating in our proposed federated scoring model training can develop survival models with enhanced prediction accuracy and efficiency. This study demonstrates the effectiveness of our privacy-preserving federated survival score generation framework and its applicability to real-world heterogeneous survival data.","",10.1016/j.compbiomed.2025.111084,"",,
rayyan-435289183,Microsatellite-Stable Gastric Cancer Can be Classified into 2 Molecular Subtypes with Different Immunotherapy Response and Prognosis Based on Gene Sequencing and Computational Pathology.,,1,1,Laboratory investigation; a journal of technical methods and pathology,,,,,,,,,,"Most patients with gastric cancer (GC) exhibit microsatellite stability, yet comprehensive subtyping for prognostic prediction and clinical treatment decisions for microsatellite-stable GC is lacking. In this work, RNA-sequencing gene expression data and clinical information of patients with microsatellite-stable GC were obtained from The Cancer Genome Atlas (TCGA) and the Gene Expression Omnibus (GEO) databases. We employed several machine learning methods to develop and validate a signature based on immune-related genes (IRGs) for subtyping patients with microsatellite-stable GC. Moreover, 2 deep learning models based on the Vision Transformer (ViT) architecture were developed to predict GC tumor tiles and identify microsatellite-stable GC subtypes from digital pathology slides. Microsatellite status was evaluated by immunohistochemistry, and prognostic data as well as hematoxylin and eosin whole-slide images were collected from 105 patients with microsatellite-stable GC to serve as an independent validation cohort. A signature comprising 5 IRGs was established and validated, stratifying patients with microsatellite-stable GC into high-risk (microsatellite-stable-HR) and low-risk (microsatellite-stable-LR) groups. This signature demonstrated consistent performance, with areas under the receiver operating characteristic curve (AUC) of 0.65, 0.70, and 0.70 at 1, 3, and 5 years in the TCGA cohort, and 0.70, 0.60, and 0.62 in the GEO cohort, respectively. The microsatellite-stable-HR subtype exhibited higher levels of tumor immune dysfunction and exclusion, suggesting a greater potential for immune escape compared with the microsatellite-stable-LR subtype. Moreover, the microsatellite-stable-HR/LR subtypes showed differential sensitivities to various therapeutic drugs. Leveraging morphologic differences, the tumor recognition segmentation model achieved an impressive AUC of 0.97, whereas the microsatellite-stable-HR/LR identification model effectively classified microsatellite-stable-HR/LR subtypes with an AUC of 0.94. Both models demonstrated promising results in classifying patients with microsatellite-stable GC in the external validation cohort, highlighting the strong ability to accurately differentiate between microsatellite-stable GC subtypes. The IRG-related microsatellite-stable-HR/LR subtypes had the potential to enhance outcome prediction accuracy and guide treatment strategies. This research may optimize precision treatment and improve the prognosis for patients with microsatellite-stable GC.","",10.1016/j.labinv.2025.104101,"",,
rayyan-435289184,Prediction of Umami Peptides Based on a Large Language Model of Proteins.,,1,1,Journal of chemical information and modeling,,,,,,,,,,"Umami peptides possess unique characteristics, making their study highly significant. To better understand umami peptides, this research systematically investigates them using protein language models. First, we collected IC50 and Kd data to construct a protein-peptide affinity model and combined it with protein-peptide docking techniques to explore the affinity relationships between umami peptides, non-umami peptides, and taste receptors. The results indicate that umami peptides exhibit stronger affinity to umami receptors compared to non-umami peptides but show no significant difference in affinity to bitter receptors. Subsequently, we systematically gathered 972 umami peptides and 608 non-umami peptides, developing the largest data set of umami peptides to date. Using protein language models combined with molecular docking and affinity prediction results, we constructed the most accurate umami peptide prediction model, achieving an accuracy of 82% and an area under the curve (AUC) of 0.87. Finally, we developed a user-friendly website for umami peptide analysis, UmamiMeta, accessible at https://hwwlab.com/Webserver/umamimeta, providing a convenient tool for the research and application of umami peptides.","",10.1021/acs.jcim.4c02394,"",,
rayyan-435289186,ASSESSMENT OF EARLY INDICATORS FOR SEPSIS DEVELOPMENT IN MULTIPLE TRAUMA PATIENTS-THE SEPSIS AS TRAUMA OUTCOME PREDICTION (STOP) SCORE.,,1,1,"Shock (Augusta, Ga.)",,,,,,,,,,"Background: Infections are common complications in critical care, particularly in patients with severe multiple trauma, who are at elevated risk due to trauma-induced immunological changes. The heterogeneity of trauma patients complicates their initial assessment, yet timely recognition of patients at risk is crucial for guiding therapy and preventive measures. This study evaluated risk factors for sepsis and pneumonia in multiple trauma patients, incorporating a novel parameter: cell-derived extracellular particles (EPs) in plasma. Methods: Severely injured multiple trauma patients aged 18-80 years with an Injury Severity Score (ISS) ≥16 were included. Patient- and injury-related parameters were assessed at the injury site, admission and during clinical course. EP counts in plasma were measured at admission using intravesicular staining. Key variables from the first 24 h were analyzed to develop an early risk assessment score. Results: Among 124 patients, 16 developed pneumonia, and 29 developed sepsis. Pneumonia was associated with significantly lower Glasgow Coma Scale scores, higher intubation rates at the injury site and elevated Sequential Organ Failure Assessment scores at admission. Sepsis correlated with higher ISS, increased 24-h transfusion rates, lower leukocyte counts on day 1, and decreased levels of small EPs in plasma at admission. These variables formed the weighted Sepsis as Trauma Outcome Prediction (STOP) score. A STOP score >3 had a positive predictive value of 59.4% within 24 h upon admission to the emergency department for subsequent sepsis development. Conclusion: The risk of pneumonia in severely injured trauma patients was linked to impaired consciousness and preexisting organ-dysfunctions at admission. High-risk sepsis patients could be identified on day 1 following trauma using the STOP score, which incorporates ISS, 24-h transfusion rates, leukocyte counts at day 1, and small EP rates at admission. This novel scoring system could facilitate targeted therapeutic and preventive strategies for distinguishing high-risk populations.","",10.1097/SHK.0000000000002626,"",,
rayyan-435289187,Nomogram vs. Depth of invasion for predicting occult lymph node metastasis in cT1-2N0 buccal squamous cell carcinoma.,,1,1,Oral oncology,,,,,,,,,,"To develop a nomogram prediction model for occult lymph node metastasis (LNM) in patients with cT1-2N0 buccal squamous cell carcinoma (BSCC), then to compare its predictive efficacy against depth of invasion (DOI). Clinical data were retrieved for patients undergoing primary tumor resection and neck dissection from June 2020 to August 2024. Based on the risk factors screened by Lasso regression, we established four candidate models: logistic regression, random forest, support vector machine, and XGboost. The optimal model was determined by comparing the values of areas under the receiver-operating characteristic curve (AUC), then the nomogram was ultimately plotted accordingly to visualize the results. Two hundred and fifty patients were enrolled. The screened variables include Ki-67, tumor differentiation grade, surgical margin status, perineural invasion, DOI, and smoking. With similar good performance from both the training and test cohorts (AUC, 0.726 vs. 0.782) and good calibration, the logistic regression model performed the best overall, and was thus selected for creating a nomogram. The nomogram was superior to DOI cut-off values of 3 mm and 4 mm in predicting occult LNM, with a higher AUC (0.741 vs. 0.543 and 0.595) and more net benefits. Compared with DOI < 4 mm, at a 9.51 % risk of LNM, the nomogram identified an equivalent number of cases (n = 64) for not undergoing elective neck dissection (END), while successfully reducing 2 false-negative cases (2 vs. 4) with insufficient treatment. The nomogram described here prevails over DOI in predicting occult LNM in early-stage BSCC, and provide effective guidance for END.","",10.1016/j.oraloncology.2025.107206,"",,
