"","title","doi"
"381","First clinical investigation to predict lymphovascular and/or perineural invasion in gastric cancer using 18F-FAPI-42 PET/CT parameters.","10.1007/s00259-025-07325-9"
"382","A plasma proteomics-based candidate biomarker panel predictive of amyotrophic lateral sclerosis.","10.1038/s41591-025-03890-6"
"383","GrimAge and GrimAge2 Age Acceleration effectively predict mortality risk: a retrospective cohort study.","10.1080/15592294.2025.2530618"
"384","Screening for obstructive sleep apnea in the resource-limited setting of the COVID-19 pandemic (SPARE study).","10.1016/j.sleep.2025.106559"
"385","ADNEX-AI: automated extraction of ultrasound predictors for interpretable ovarian cancer risk stratification.","10.1038/s41698-025-01215-x"
"386","Prediction of adverse pathology in prostate cancer using a multimodal deep learning approach based on [18F]PSMA-1007 PET/CT and multiparametric MRI.","10.1007/s00259-025-07134-0"
"387","Small-for-Gestational-Age Birth Weight Risk Stratification Using First-Trimester Fetal Cardiac Parameters.","10.1097/AOG.0000000000006040"
"388","A novel non-invasive mRNA-lncRNA biomarker panel for accurate prediction of cervical squamous cell carcinoma and adenocarcinoma.","10.3802/jgo.2025.36.e81"
"389","A two-stage machine learning-based risk assessment model for intravenous thrombolysis in acute ischemic stroke (AIS): A multi-center modeling study of pooled datasets.","10.1016/j.ijmedinf.2025.106018"
"390","A new predictive factor for postoperative neurological deficits in patients with severe post-tuberculous kyphosis: the deformity angular distance ratio.","10.1007/s00586-025-08883-0"
"391","Synergic value of 3D CT-derived body composition and triglyceride glucose body mass for survival prognostic modeling in unresectable pancreatic cancer.","10.3389/fnut.2025.1499188"
"392","Right ventricular-pulmonary artery coupling assessed by two-dimensional strain predicts in-hospital complications in Takotsubo syndrome.","10.1016/j.ijcard.2025.133044"
"393","Association of urinary metal elements with sarcopenia and glucose metabolism abnormalities: Insights from NHANES data using machine learning approaches.","10.1016/j.ecoenv.2025.118469"
"394","Peri-Implantitis and Soft Tissue Dehiscence in a Turkish Population: Risk Indicators, Diagnostic Parameters and Biomarkers Discovery.","10.1111/jre.13422"
"395","Oncological outcomes of pathological extranodal extension (pENE) in oral squamous cell carcinoma (OSCC): A proposal to refine the current staging.","10.1016/j.oraloncology.2025.107281"
"396","Clinical utility of the GAD-7 for detecting generalized anxiety in Quechua indigenous people.","10.3389/fpsyt.2025.1565895"
"397","Cardiometabolic-Kidney Indices and Machine Learning Model for Predicting All-Cause Mortality in Patients with Cardiovascular-Kidney-Metabolic Syndrome: A Longitudinal Cohort Study.","10.1159/000549578"
"398","Deep Learning-Enhanced Opportunistic Osteoporosis Screening in 100 kV Low-Voltage Chest CT: A Novel Way Toward Bone Mineral Density Measurement and Radiation Dose Reduction.","10.1016/j.acra.2025.07.060"
"399","Computed tomography-based absolute delta radiomics nomogram for predicting perineural invasion in hypopharyngeal squamous cell carcinoma.","10.1016/j.ejrad.2024.111912"
"400","Predicting Hepatic Decompensation in Patients With Metabolic Dysfunction Associated Steatotic Liver Disease-Related Cirrhosis: The ABID-LSM Model.","10.1111/apt.70215"
"401","Performance of electronic medical record tool in predicting 6-month mortality in hospitalized patients with cancer.","10.1002/jhm.70012"
"402","An informed machine learning based environmental risk score for hypertension in European adults.","10.1016/j.artmed.2025.103139"
"403","Influencing factors analysis of clinical effect of heart failure patients treated with ivabradine and metoprolol succinate and construction and validation of nomogram prediction model.","10.3389/fcvm.2025.1571468"
"404","Mortality Prediction in Hospitalized COPD Patients Based on FEV1/FVC Severity Staging.","10.3390/jcm14217766"
"405","The Effect of a Kasai Procedure on Liver Transplantation in Children with Biliary Atresia: A Cohort Study.","10.3390/jcm14103328"
"406","DNA methylation patterns and predictive models for metabolic disease risk in offspring of gestational diabetes mellitus.","10.1186/s13098-025-01707-7"
"407","Developing and validating a nomogram for predicting endoscopic hemostasis failure in cirrhotic patients with esophageal variceal bleeding.","10.3389/fmed.2025.1670759"
"408","Clinical features analysis for complications in infants with late-onset Group B streptococcal sepsis: a retrospective case-control study.","10.3389/fmed.2025.1657655"
"409","Prognostic model for lung adenocarcinoma based on experimental drug-resistant cell lines and clinical patients.","10.3389/fmolb.2025.1654426"
"410","Prediction of Work-relatedness of Shoulder Musculoskeletal Disorders as by Using Machine Learning.","10.1016/j.shaw.2025.01.003"
"411","The value of contrast-enhanced ultrasound in synovial pathotypes of rheumatoid arthritis: an exploratory study.","10.1007/s00330-025-11921-6"
"412","Augmented intelligence for multimodal virtual biopsy in breast cancer using generative artificial intelligence.","10.1016/j.jbi.2025.104971"
"413","Circulating bile acids and HOMA-IR: cross-sectional results from the RoCAV population-based study.","10.3389/fendo.2025.1656942"
"414","Ultrasound Localization Microscopy for the Assessment of Microvascular Abnormalities in Transplant Renal Artery Stenosis.","10.1016/j.ultrasmedbio.2025.07.032"
"415","Ultrasound-based fat fraction for detection of hepatic steatosis and quantification of liver fat content using liver biopsy as the reference standard.","10.1007/s00330-025-12117-8"
"416","Systemic inflammatory indexes as predictors of 18-month mortality among cirrhotic patients receiving transjugular intrahepatic portosystemic shunt.","10.1080/07853890.2025.2575530"
"417","Intratumoral and peritumoral CT radiomics in predicting anaplastic lymphoma kinase mutations and survival in patients with lung adenocarcinoma: a multicenter study.","10.1186/s40644-025-00856-2"
"418","A machine-learning informed circulating microbial DNA signature for early diagnosis of esophageal adenocarcinoma.","10.1080/19490976.2025.2604334"
"419","The Simplified Edinburgh Criteria in Clinical Practice: A CT-Neuropathology Accuracy Study for Diagnosis of Cerebral Amyloid Angiopathy.","10.1212/WNL.0000000000214349"
"420","Mapping Intersubject Variability in Functional Connectivity in Gray and White Matter to Predict Suicide Risk Among Patients with Major Depressive Disorder.","10.1016/j.acra.2025.07.047"
"421","Developing an interpretable machine learning model for diagnosing gout using clinical and ultrasound features.","10.1016/j.ejrad.2025.111959"
"422","Risk Factors Associated With Osteochondral Fractures After Lateral Patellar Dislocation Based on Individual Factors.","10.1177/23259671251344923"
"423","External Validation of an Upgraded AI Model for Screening Ileocolic Intussusception Using Pediatric Abdominal Radiographs: Multicenter Retrospective Study.","10.2196/72097"
"424","Development and validation of the predictive scoring system for 90-day mortality in critical ill patients with exertional heatstroke.","10.1080/0886022X.2025.2525462"
"425","A Composite Endpoint of Liver Surgery (CELS): Development and Validation of a Clinically Relevant Endpoint Requiring a Smaller Sample Size.","10.1245/s10434-025-16965-y"
"426","Integrated Assessment of Obesity Indices and Novel Inflammatory Biomarkers in Predicting the Severity of Obstructive Sleep Apnea.","10.3390/jcm15010273"
"427","An Exploratory Analysis of Continuous Glucose Monitoring Metrics in Relation to Prediabetes in Youths with Obesity.","10.1177/15209156251407959"
"428","A robust stacked neural network approach for early and accurate breast cancer diagnosis.","10.3389/fmed.2025.1644857"
"429","Prediction of cardiovascular events by skin auto-fluorescence: the DIABAGE follow-up study.","10.1016/j.diabet.2025.101682"
"430","Heart allograft rejection: molecular diagnosis using intra-graft targeted gene expression profiling.","10.1093/eurheartj/ehaf949"
"431","Epigenome-wide association study identifies a specific panel of DNA methylation signatures for antenatal and postpartum depressive symptoms.","10.1016/j.jad.2025.04.083"
"432","Development of a machine learning predictive model for central venous catheter-associated thrombosis in patients undergoing abdominal surgery.","10.1111/nicc.13233"
"433","The value of CSF diagnostic and prognostic biomarkers in NMOSD and MOGAD in real-life use.","10.1016/j.msard.2025.106302"
"434","Number of Examined Lymph Nodes in the Highest Quartile Enhances Staging and Prognosis for Patients with Esophageal Cancer Receiving Neoadjuvant Therapy.","10.1245/s10434-025-18237-1"
"435","Susceptibility Changes on Preoperative Acetazolamide-Loaded 7T MR Quantitative Susceptibility Mapping Predict Post-Carotid Endarterectomy Cerebral Hyperperfusion.","10.3174/ajnr.A8692"
"436","Derivation and Validation of Risk Score Including Nutritional Status Among Patients With Chronic Limb-threatening Ischemia: Insight From I-PAD NAGANO Registry.","10.1177/15266028251314691"
"437","Validation of proposed imaging criteria for estimating vessels encapsulating tumor clusters in hepatocellular carcinoma at CT and gadoxetic acid-enhanced MRI.","10.1016/j.ejrad.2025.111936"
"438","Utility of cytomegalovirus (CMV) qualitative polymerase chain reaction from gastrointestinal biopsies in diagnosis of CMV gastrointestinal disease: A 10-year retrospective study.","10.1016/j.jcv.2025.105879"
"439","False-positive malaria rapid diagnostic tests are prevalent among children under 5 years of age in Uganda.","10.1093/infdis/jiaf604"
"440","The hemoglobin, albumin, lymphocyte, and platelet score as a useful predictor for mortality in older patients with hip fracture.","10.3389/fmed.2025.1450818"
"441","Risk factors for multidrug resistance in pulmonary tuberculosis patients with diabetes mellitus.","10.3389/fmed.2025.1516207"
"442","Enhancement of Inpatient Mortality Prognostication With Machine Learning in a Prospective Global Cohort of Patients With Cirrhosis With External Validation.","10.1053/j.gastro.2025.07.015"
"443","Predictive model for preterm premature rupture of membranes following fetal endoscopy laser coagulation in twin-to-twin transfusion syndrome surgery.","10.1007/s00404-025-08192-3"
"444","Exploring vaccine safety and adverse events in major autoimmune diseases.","10.1016/j.autrev.2025.103857"
"445","Development and validation of a polysomnography-based nomogram for predicting amnestic mild cognitive impairment in middle-aged and elderly people.","10.1016/j.sleep.2025.106564"
"446","Research on the Precise Differentiation of Pathological Subtypes of Non-Small Cell Lung Cancer Based on 18F-FDG PET/CT Radiomics Features.","10.3390/cancers17203311"
"447","Development and pan-cancer validation of an epigenetics-based random survival forest model for prognosis prediction and drug response in OS.","10.3389/fphar.2025.1529525"
"448","Eye Selection Criteria's Influence in the Value of Pituitary Macroadenoma Management Biomarkers: Preliminary Findings.","10.3390/jcm14134542"
"449","Integrated nomogram for predicting intracranial progression-free survival with EGFR-TKI combined with cranial radiotherapy: a multicenter study.","10.1007/s00330-025-12105-y"
"450","Human miRNA-disease Association Prediction Via Residual GraphSAGE With Nonlinear Adaptive Feature Fusion and Triplet Contrastive Learning.","10.1016/j.jmb.2025.169360"
"451","A Clinical Validation of a Diagnostic Test for Esophageal Adenocarcinoma Based on a Novel Serum Glycoprotein Biomarker Panel: PromarkerEso.","10.3390/proteomes13020023"
"452","Risk prediction for symptomatic ischemic cerebrovascular disease based on ultrasound indicators of carotid plaque neovascularization.","10.3389/fcvm.2025.1648352"
"453","Identification of early prediction biomarkers of severity in patients with severe fever with thrombocytopenia syndrome based on plasma proteomics.","10.3389/fmicb.2025.1514388"
"454","Identification of A-to-I RNA editing profiles and their clinical relevance in pancreatic neuroendocrine neoplasms.","10.1016/j.pan.2025.09.006"
"455","IVIM-DWI-Based Radiomics for Lesion Phenotyping and Clinical Status Prediction in Relapsing-Remitting Multiple Sclerosis.","10.3390/jcm14196753"
"456","Machine Learning-Driven Identification of Exosome-Related Genes in Head and Neck Squamous Cell Carcinoma for Prognostic Evaluation and Drug Response Prediction.","10.3390/biomedicines13040780"
"457","Using 18F-FDG PET/CT-derived body composition features to predict lymphovascular invasion in non-small cell lung cancer.","10.1007/s00259-025-07435-4"
"458","Deep learning NTCP model for late dysphagia after radiotherapy for head and neck cancer patients based on 3D dose, CT and segmentations.","10.1016/j.radonc.2025.111169"
"459","Multiscale Fusion Models With Genomic, Topological, and Pathomic Features to Predict Response to Radiation Therapy for Non-Small Cell Lung Cancer Patients.","10.1016/j.labinv.2025.104204"
"460","Quantitative analysis of thecal sac volume and morphology as a diagnostic tool in intracranial hypotension.","10.1111/head.15014"
"461","Risk prediction for recurrent pregnancy loss based on routine inspections in the first trimester of pregnancy, a retrospective study in China.","10.3389/fmed.2025.1476722"
"462","Applying spectral analysis to the arterial pulse to discriminate cardiovascular side effects following administration of Moderna's mRNA-1273 vaccine.","10.1016/j.ejphar.2025.178269"
"463","The impact of updated imaging software on the performance of machine learning models for breast cancer diagnosis: a multi-center, retrospective study.","10.1007/s00404-024-07901-8"
"464","A novel diagnostic score for diagnosing arginine vasopressin deficiency (central diabetes insipidus) or primary polydipsia with basal laboratory and clinical parameters: results from two international multicentre prospective diagnostic studies.","10.1016/S2213-8587(25)00053-1"
"465","A Multi-omics Framework Based on Machine Learning as a Predictor of Cognitive Impairment Progression in Early Parkinson's Disease.","10.1007/s40120-025-00716-y"
"466","Time to replace the oral glucose tolerance test for cystic fibrosis related diabetes first-step screening? Establishing glycemic tools relevant to cystic fibrosis.","10.1080/07853890.2025.2514787"
"467","The value of CA19-9 and MRI features in the preoperative differential diagnosis of pancreatic ductal adenocarcinoma in periampullary carcinoma.","10.1007/s00261-025-04830-1"
"468","Deep-Learning Method for the Diagnosis and Classification of Orbital Blowout Fracture Based on Computed Tomography.","10.1016/j.joms.2025.04.010"
"469","Construction of a predictive model for in-hospital mortality in patients with acute myocardial infarction complicated with cardiogenic shock.","10.3389/fcvm.2025.1614183"
"470","Distinct postoperative quality of life trajectories after surgery for degenerative cervical myelopathy: a multicenter prospective cohort study.","10.1016/j.spinee.2025.10.023"
"471","Construction of Intraoperative Blood Glucose Abnormality Risk Prediction Model and Nursing Strategies for Nondiabetic Elderly Patients.","10.1016/j.jopan.2025.07.004"
"472","Urinary 3-methylhistidine as a potential biomarker for sepsis-associated acute kidney injury: multidimensional metabolomics analysis in mice and human.","10.1186/s13613-025-01550-z"
"473","Beyond nodules: body composition as a biomarker for future lung cancer.","10.1007/s00330-025-11735-6"
"474","Diagnostic Accuracy of Smart Supra Perimetry in Comparison With Standard Automated Perimetry in the Detection of Early Glaucoma.","10.1097/IJG.0000000000002596"
"475","Enhancing Early Keratoconus Detection With Multimodal Machine Learning: Integrating Tomography, Biomechanics, and Clinical Risk Factors.","10.1016/j.ajo.2025.08.035"
"476","A New Risk Prediction Tool for Bleeding and Adverse Cardiovascular Events in Patients with Pre-Existing Coronary Stents Undergoing Gastrointestinal Cancer Surgery.","10.2147/CIA.S516475"
"477","An individualized risk prediction tool for ectopic pregnancy within the first 10 weeks of gestation based on machine learning algorithms.","10.3389/fmed.2025.1726606"
"478","Predictive value of echocardiographic parameter of diastolic dysfunction (Ea/Aa) combined with electrocardiographic P-wave dispersion for the detection of early recurrence of atrial fibrillation after radiofrequency catheter ablation.","10.3389/fcvm.2025.1585919"
"479","Validation of a novel EC and PPD-based decision tree model for tuberculosis screening in Tibetan adolescent students.","10.3389/fmed.2025.1671278"
"480","External validation of the Fetal Medicine Foundation model for preterm pre-eclampsia prediction at 11-14 weeks in an Australian population.","10.1111/aogs.70002"
"481","Clinical characteristics and prognostic analysis of patients with hydrocephalus after hypertensive cerebral haemorrhage: a retrospective case-control study.","10.1007/s10143-025-03220-x"
"482","Machine learning models of depression in middle-aged and older adults with cardiovascular metabolic diseases.","10.1016/j.jad.2025.119494"
"483","Development and validation of a nomogram to predict the risk of post-stroke complex regional pain syndrome.","10.3389/fnagi.2025.1577256"
"484","Cumulative frailty impact on unplanned hospitalization in older patients with cancer and excellent Eastern Cooperative Oncology Group performance.","10.1007/s00520-025-09580-w"
"485","Diagnostic and Prognostic Value of Systemic Inflammatory Markers and Serum Vitamin D in CRS.","10.1002/lary.70286"
"486","Prospective cohort study integrating plasma proteomics and machine learning for early risk prediction of prostate cancer.","10.1097/JS9.0000000000002805"
"487","The Development of an Ultrasound-Based Scoring System for the Prediction of Interstitial Pregnancy.","10.3390/jcm14124238"
"488","Do Birthweight-For-Gestational Age Centiles Predict Serious Neonatal Morbidity and Neonatal Mortality?","10.1111/ppe.70065"
"489","Au@Pt DNA Nanomachine Coupled with Photonic Crystal Microchip Enables High-Fidelity and Portable miRNA Detection.","10.1021/acs.analchem.5c02942"
"490","Oral and fecal microbiota as accurate non-invasive tools for detection of pancreatic cancer in the Chinese population.","10.1016/j.canlet.2025.217456"
"491","The National Early Warning Score (NEWS) Predicts the 28-Day Mortality in Patients With Severe Fever With Thrombocytopenia Syndrome: A Cross-Sectional Study.","10.1111/jocn.17713"
"492","Integrative Analysis of Fucosylated Tetra Glycoforms in Hepatocellular Carcinoma: A NanoLC-PRM-MS/MS and Machine Learning Approach.","10.1021/acs.jproteome.5c00626"
"493","Peak frequency analysis and functional substrate mapping to predict critical isthmus of atypical atrial tachycardia: Findings from a novel automated annotation algorithm to detect near-field signals.","10.1016/j.hrthm.2025.01.009"
"494","Comprehensive deep learning-assisted multi-condition analysis of knee MRI studies improves resident radiologist performance.","10.1007/s00330-025-12052-8"
"495","A renal biopsy-anchored multi-marker signature involving AOPEP SNP-driven splicing, miR-27b-3p and glycated albumin for stratifying renal damage in type 2 diabetes.","10.1016/j.diabres.2025.112460"
"496","Diagnostic model for COPD patients with nocardia infection: a study based on clinical features and risk factors.","10.1177/17534666251359139"
"497","Enhanced Risk Stratification in Infective Endocarditis Surgery: A Comprehensive External Validation of All Available Mortality Prediction Scores.","10.2147/CLEP.S566997"
"498","New insights on the use of mini nutritional assessment: Impact of alternative calf circumference cutoffs.","10.1016/j.clnu.2025.03.015"
"499","Preoperative systemic inflammatory biomarkers can improve recurrence prediction of non-muscle invasive bladder cancer after endoscopic resection - a prospective observational study.","10.5114/wo.2025.151064"
"500","TSH as a novel biomarker for recurrence of hypertriglyceridemia pancreatitis: a clinical predictive tool linking lipid dysregulation to inflammation.","10.1016/j.pan.2025.07.417"
"501","Validation of the 9th Tumor, Node, and Metastasis Staging System for Patients with Surgically Resected Non-Small Cell Lung Cancer.","10.1016/j.ejca.2025.115436"
"502","Artificial intelligence for the detection of airway nodules in chest CT scans.","10.1007/s00330-025-11468-6"
"503","Development and validation of a predictive model for COPD: a multicenter study.","10.3389/fmed.2025.1615642"
"504","Immune cell profiling supports early prediction of sepsis-associated acute kidney disease using a decision tree algorithm.","10.1186/s40364-025-00870-3"
"505","Thin-slice T2-weighted images and deep-learning-based super-resolution reconstruction: improved preoperative assessment of vascular invasion for pancreatic ductal adenocarcinoma.","10.1186/s13244-025-02022-5"
"506","Your Patella Dislocated: Will It Happen Again? Key Magnetic Resonance Imaging Differences Between Patients With Multiple Patellar Dislocations and Patients With a One-Time Patellar Dislocation.","10.1177/23259671251356632"
"507","Dynamic prediction of reoffending in individuals given community sentences: Development and validation of a novel risk monitoring assessment tool (oxMore).","10.1037/lhb0000641"
"508","Salivary levels of amyloid beta reflect brain amyloid beta burden in cognitively-normal older adults.","10.1016/j.tjpad.2025.100216"
"509","The relationship between plasma sphingosine-1-phosphate, plasma apolipoprotein M, obesity, and the risk of incident type 2 diabetes: a prospective cohort study.","10.1038/s41366-025-01890-7"
"510","Development and internal validation of a diagnostic prediction model for life-threatening events in callers with shortness of breath: a cross-sectional study in out-of-hours primary care.","10.3399/BJGP.2024.0538"
"511","Altered perfusion in the locus coeruleus of patients with chronic migraine: a pilot 3D-PCASL study.","10.1007/s11682-025-01020-x"
"512","Leveraging Machine Learning and Real-World Data to Predict Chronic Obstructive Pulmonary Disease Exacerbations.","10.2147/COPD.S536395"
"513","Misleading Results in Posttraumatic Stress Disorder Predictive Models Using Electronic Health Record Data: Algorithm Validation Study.","10.2196/63352"
"514","Radiologic assessment of third molar development and cervical vertebral maturation to validate age of majority in a Mexican population.","10.1007/s00414-025-03450-0"
"515","Analysis of pathogen distribution and serum procalcitonin level alterations in patients with type 2 diabetes mellitus complicated by urinary tract infections.","10.3389/fendo.2025.1609966"
"516","Prediction of Early Recurrence After Bronchial Arterial Chemoembolization in Non-small Cell Lung Cancer Patients Using Dual-energy CT: An Interpretable Model Based on SHAP Methodology.","10.1016/j.acra.2025.07.039"
"517","Development and external validation of a machine learning model to predict the initial dose of vancomycin for targeting an area under the concentration-time curve of 400-600 mg∙h/L.","10.1016/j.ijmedinf.2025.105817"
"518","Diagnostic value of serum TGF-β1 and CysC in type 2 diabetic kidney disease: a cross-sectional study.","10.3389/fmed.2025.1529648"
"519","The value of MRI radiomics in distinguishing different types of spinal infections.","10.1016/j.cmpb.2025.108719"
"520","Machine learning prediction of perineural invasion in intrahepatic cholangiocarcinoma.","10.1016/j.ejso.2025.110203"
"521","Glucose to albumin ratio as a new predictor of postoperative pressure ulcers and hospital length of stay in geriatric hip fracture patients.","10.3389/fnut.2025.1639306"
"522","When can coronary computed tomography angiography in patients with calcified plaque be accurate?","10.3389/fcvm.2025.1570517"
"523","Risk factors for Early (Three-Month) Postoperative Mortality in Metastatic Spine Tumor Surgery: A JASA Multicenter Prospective Study.","10.1097/BRS.0000000000005359"
"524","Predicting work ability impairment in post COVID-19 patients: a machine learning model based on clinical parameters.","10.1007/s15010-024-02459-8"
"525","End-to-end prognostication in pancreatic cancer by multimodal deep learning: a retrospective, multicenter study.","10.1007/s00330-025-11694-y"
"526","Development of an interpretable machine learning model for predicting sarcopenia in patients undergoing maintenance hemodialysis.","10.3389/fmed.2025.1576081"
"527","New approach to specific Alzheimer's disease diagnosis based on plasma biomarkers in a cognitive disorder cohort.","10.1111/eci.70034"
"528","An interpretable machine learning model for predicting mortality risk in adult ICU patients with acute respiratory distress syndrome.","10.3389/fmed.2025.1580345"
"529","TB or not TB? Development and validation of a clinical decision support system to inform airborne isolation requirements in the evaluation of suspected tuberculosis.","10.1017/ice.2024.214"
"530","Predicting survival outcomes in renal cell carcinoma spinal metastases: a multicenter evaluation of existing prognostic systems.","10.1016/j.spinee.2025.05.025"
"531","Cluster analysis of hepatocellular carcinoma prognosis using preoperative alpha-fetoprotein and des-gamma-carboxy prothrombin levels: a multi-institutional study.","10.1016/j.gassur.2025.101980"
"532","Comprehensive Non-invasive Versus Invasive Approach to Evaluate Cardiac Allograft Vasculopathy in Heart Transplantation: The CCTA-HTx Study.","10.1161/CIRCIMAGING.124.017197"
"533","Reserve of global constructive work for early diagnosis of myocardial ischemia and risk stratification in chronic coronary syndrome.","10.3389/fcvm.2025.1598453"
"534","Diagnostic validity of Handgrip strength for ICU-acquired weakness in Mexican population.","10.1016/j.jbmt.2025.09.025"
"535","Development of a nomogram for predicting the intraperitoneal rupture of necrotic collection in patients with necrotizing pancreatitis.","10.3389/fmed.2025.1607829"
"536","Severity Indices of Diquat Poisoning for Triage and Prognosis in Acute Diquat Poisoning: A Multicenter Prospective Cohort Study.","10.1016/j.annemergmed.2025.02.022"
"537","DTGHAT: multi-molecule heterogeneous graph transformer based on multi-molecule graph for drug-target identification.","10.3389/fphar.2025.1596216"
"538","Machine Learning-Based CT Radiomics Model to Predict the Risk of Hip Fragility Fracture.","10.1016/j.acra.2025.01.023"
"539","Best Machine Learning Model for Predicting Axial Symptoms After Unilateral Laminoplasty: Based on C2 Spinous Process Muscle Radiomics Features and Sagittal Parameters.","10.1177/21925682251366947"
"540","Building a pre-surgical multiparametric-MRI-based morphologic, qualitative, semiquantitative, first and high-order radiomic predictive treatment response model for undifferentiated pleomorphic sarcoma to replace RECIST.","10.1186/s40644-025-00873-1"
"541","Validation of new predictors of mortality and BODE index variants in patients with COPD at moderate altitude.","10.1183/23120541.00333-2024"
"542","A 48-hour Symptom Threshold Predicts Perforated Appendicitis: Development of a Clinical Risk Model.","10.1002/wjs.70062"
"543","Deep learning-based post-hoc noise reduction improves quarter-radiation-dose coronary CT angiography.","10.1016/j.ejrad.2025.112232"
"544","Development and validation of a nomogram for cerebral hemorrhage in patients with carotid stenosis undergoing stenting: a multicenter retrospective study.","10.1136/jnis-2024-022022"
"545","Association between serum GFAP, BDNF and NfL levels and clinical symptoms in restless legs syndrome: a case-control study.","10.1016/j.sleep.2025.106694"
"546","Cutoff value for Pediatric Weakness Scale for diagnosis of pediatric weakness.","10.1016/j.joim.2025.11.002"
"547","Differentiating pancreatic from periampullary non-pancreatic cancer: a nomogram-based prediction model utilizing CT imaging.","10.1186/s40644-025-00917-6"
"548","Longitudinal twin growth discordance patterns and adverse perinatal outcomes.","10.1016/j.ajog.2024.12.029"
"549","Construction of a nomogram model for predicting residual or recurrent cervical intraepithelial neoplasia after the loop electrosurgical excision procedure.","10.1093/ajcp/aqaf125"
"550","Clinical Features and Physiological Signals Fusion Network for Mechanical Circulatory Support Need Prediction in Pediatric Cardiac Intensive Care Unit.","10.1109/JBHI.2024.3510217"
"551","Diagnostic Accuracy of Ultrasound in Carpal Tunnel Syndrome: Analysis of Established and Novel Parameters.","10.1093/bjr/tqaf292"
"552","Cognitive measures predict falls in Parkinson's disease: Insights from the CYCLE-II cohort.","10.1016/j.parkreldis.2025.107328"
"553","Circulating inflammation-related proteome improves cardiovascular risk prediction. Results from two large European cohort studies.","10.1007/s10654-025-01285-y"
"554","Application of a modified lung ultrasound score in assessing the severity of neonatal pneumonia: a multicenter prospective study.","10.3389/fmed.2025.1711107"
"555","Progesterone decline threshold in predicting early pregnancy loss: a retrospective study.","10.3389/fendo.2025.1611257"
"556","Machine learning-driven ultrasound radiomics for assessing axillary lymph node burden in breast cancer.","10.3389/fendo.2025.1548888"
"557","Spatiotemporal dynamics of computed tomography perfusion (CTP) parameters following aneurysmal subarachnoid hemorrhage (SAH).","10.1177/0271678X251361254"
"558","Multi-Centre External Validation of a Nomogram for 10-Year Periodontal Tooth Loss Prediction.","10.1111/jcpe.14143"
"559","Individual radiosensitivity testing in 2025: Current advances and future directions for personalized radiotherapy.","10.1016/j.critrevonc.2025.104948"
"560","Developing an accessible dementia assessment tool: Leveraging a residual network, the trail making test, and demographic data.","10.1177/13872877251359889"
"561","Prognostic nutritional index is useful for predicting the prognosis of patients with infective endocarditis undergoing surgery: a retrospective study.","10.3389/fnut.2025.1685875"
"562","Advanced radiomic prediction of osteoporosis in primary hyperparathyroidism: a machine learning-based analysis of CT images.","10.1007/s11547-025-02004-z"
"563","A quantitative SPECT/CT metric for diagnosing transthyretin cardiac amyloidosis: multicenter study on biopsy-confirmed cases.","10.1007/s00259-025-07294-z"
"564","Lymph Node Invasion Prediction in Prostate Cancer: A Comparative Machine-Learning Study.","10.1245/s10434-025-18761-0"
"565","Acute stroke risk prediction model based on dual-energy CTA-derived carotid plaque, perivascular adipose tissue characteristics, and serum lipid parameters: a dual-center study.","10.1007/s00234-025-03723-w"
"566","Development and validation of a risk-prediction model for adverse drug reactions in real-world cancer patients treated with anlotinib.","10.1177/20420986251328687"
"567","Construction and evaluation of leukemia suicide risk predictive model based on SEER database.","10.3389/fpsyt.2025.1506550"
"568","Thrombus Size Matters: A Risk Assessment Model for Predicting Pulmonary Embolism in Isolated Distal Deep Vein Thrombosis.","10.1016/j.acra.2025.04.057"
"569","Response inhibition deficits in unmedicated youth with ADHD: An ERP/sLORETA study.","10.1016/j.jad.2025.119880"
"570","Prognostic scores in patients with severe tricuspid regurgitation: An external validation study.","10.1111/eci.14379"
"571","Generation of explainable QSAR models for predicting chemical-induced urinary tract toxicity.","10.1016/j.fct.2025.115922"
"572","Development and Internal Evaluation of AI-Assisted Cervical Muscle-Based Scores (FUNC-RISK) in Head and Neck Cancer: A Pilot Study.","10.3390/cancers17243968"
"573","Visceral Adiposity Index Is Associated With Cardiometabolic Multimorbidity and Improves Risk Prediction: The English Longitudinal Study of Ageing.","10.1016/j.mayocp.2025.09.021"
"574","Benchtop Vis-NIR spectroscopy meets machine learning for multi-task analysis in Hongmeiren citrus: Geographical origin identification and antioxidant component quantification.","10.1016/j.foodchem.2025.145007"
"575","Exploring the prognostic value of combined assessment of bone marrow plasma cell morphology, Vitamin D, and interleukin-6 in multiple myeloma.","10.3389/fmed.2025.1593130"
"576","MRI ensemble model of plaque and perivascular adipose tissue as PET-equivalent for identifying carotid atherosclerotic inflammation.","10.1186/s13550-025-01293-9"
"577","Contrast-enhanced subtraction CT accurately and reproducibly assesses fibrous cap status associated with symptomatic carotid stenosis.","10.1136/jnis-2025-023892"
"578","Effects of short-term climatic conditions on the risk of bovine respiratory disease in preweaned calves on California dairies.","10.1016/j.prevetmed.2025.106658"
"579","Development and evaluation of robotic detection technology for assessing autism.","10.3389/fpsyt.2025.1636560"
"580","Development and validation of a nomogram for predicting bleeding risk in patients with pulmonary embolism.","10.3389/fmed.2025.1692156"
"581","The impact of diabetes on Sepsis-induced cardiomyopathy.","10.1016/j.diabres.2025.112001"
