"key","pmid","title","abstract","publicationDate","journal"
387,"39616823","Markers of Endothelial Injury in Extracorporeal Membrane Oxygenation: A New Risk Assessment Method.","Extracorporeal membrane oxygenation (ECMO) has become more widely used in recent years. However, ECMO remains a resource-intensive modality, and identifying patients most likely to benefit from it can be a complex task. Few methods exist to help risk stratify potential ECMO patients. Syndecan-1 (SDC-1) and soluble thrombomodulin (sTM) are markers of endothelial dysfunction and are used as a sign of disease severity in various forms of trauma. Our study aims to evaluate the association between precannulation levels of SDC-1 and sTM with mortality, current scoring systems, and their ability to predict mortality on ECMO. Patients initiated on venoarterial ECMO were retrospectively analyzed. Clinical data were collected, and precannulation Acute Physiology and Chronic Health Evaluation scores were calculated. Blood samples from precannulation collection were assayed for SDC-1 and sTM by enzyme linked immunosorbent assay. The primary outcome was mortality on ECMO. Thirty-four patients were included in the analysis. Most were male (76.5%), with a median age of 61.5 y and body mass index of 28.2. Overall mortality was 61.7%. sTM was significantly higher in patients who died on venoarterial ECMO compared to those who lived. Pre-SDC-1 level of ≥951 ng/mL is marginally predictive of a higher mortality risk (area under the receiver operating characteristic curve 0.70; P = 0.070). Pre-sTM levels of ≥5348 pg/mL predicted mortality (area under the receiver operating characteristic curve 0.89; P = 0.003). SDC-1 and sTM are associated with a higher mortality risk in patients on ECMO. These biomarkers may be a valuable addition to current scoring systems. Furthermore, more work should focus on characterizing the effects of cardiogenic shock on the endothelium.","2024","The Journal of surgical research"
388,"38867119","Performance of MRI for standardized lymph nodes assessment in breast cancer: are we ready for Node-RADS?","The Node-RADS score was recently introduced to offer a standardized assessment of lymph node invasion (LNI). We tested its diagnostic performance in accurately predicting LNI in breast cancer (BC) patients with magnetic resonance imaging. The study also explores the consistency of the score across three readers. A retrospective study was conducted on BC patients who underwent preoperative breast contrast-enhanced magnetic resonance imaging and lymph node dissection between January 2020 and January 2023. Sensitivity, specificity, positive predictive value (PPV), and negative predictive value were calculated for different Node-RADS cut-off values. Pathologic results were considered the gold standard. The overall diagnostic performance was evaluated using receiver operating characteristic curves and the area under the curve (AUC). A logistic regression analysis was performed. Cohen's Kappa analysis was used for inter-reader agreement. The final population includes 192 patients and a total of 1134 lymph nodes analyzed (372 metastatic and 762 benign). Increasing the Node-RADS cut-off values, specificity and PPV rose from 71.4% to 100% and 76.7% to 100%, respectively, for Reader 1, 69.4% to 100% and 74.6% to 100% for Reader 2, and from 64.3% to 100% and 72% to 100% for Reader 3. Node-RADS > 2 could be considered the best cut-off value due to its balanced performance. Node-RADS exhibited a similar AUC for the three readers (0.97, 0.93, and 0.93). An excellent inter-reader agreement was found (Kappa values between 0.71 and 0.83). The Node-RADS score demonstrated moderate-to-high overall accuracy in identifying LNI in patients with BC, suggesting that the scoring system can aid in the identification of suspicious lymph nodes and facilitate appropriate treatment decisions. Node-RADS > 2 can be considered the best cut-off for discriminating malignant nodes, suggesting that the scoring system can effectively help identify suspicious lymph nodes by staging the disease and providing a global standardized language for clear communication. Axillary lymphadenopathies in breast cancer are crucial for determining the disease stage. Node-RADS was introduced to provide a standardized evaluation of breast cancer lymph nodes. RADS > 2 can be considered the best cut-off for discriminating malignant nodes.","2024","European radiology"
389,"39369684","Prediction of pathological complete response to chemotherapy for breast cancer using deep neural network with uncertainty quantification.","The I-SPY 2 trial is a national-wide, multi-institutional clinical trial designed to evaluate multiple new therapeutic drugs for high-risk breast cancer. Previous studies suggest that pathological complete response (pCR) is a viable indicator of long-term outcomes of neoadjuvant chemotherapy for high-risk breast cancer. While pCR can be assessed during surgery after the chemotherapy, early prediction of pCR before the completion of the chemotherapy may facilitate personalized treatment management to achieve an improved outcome. Notably, the acquisition of dynamic contrast-enhanced magnetic resonance (DCEMR) images at multiple time points during the I-SPY 2 trial opens up the possibility of achieving early pCR prediction. In this study, we investigated the feasibility of the early prediction of pCR to neoadjuvant chemotherapy using multi-time point DCEMR images and clinical data acquired in the I-SPY2 trial. The prediction uncertainty was also quantified to allow physicians to make patient-specific decisions on treatment plans based on the level of associated uncertainty. The dataset used in our study included 624 patients with DCEMR images acquired at 3 time points before the completion of the chemotherapy: pretreatment (T0), after 3 cycles of treatment (T1), and after 12 cycles of treatment (T2). A convolutional long short-term memory (LSTM) network-based deep learning model, which integrated multi-time point deep image representations with clinical data, including tumor subtypes, was developed to predict pCR. The performance of the model was evaluated via the method of nested 5-fold cross validation. Moreover, we also quantified prediction uncertainty for each patient through test-time augmentation. To investigate the relationship between predictive performance and uncertainty, the area under the receiver operating characteristic curve (AUROC) was assessed on subgroups of patients stratified by the uncertainty score. By integrating clinical data and DCEMR images obtained at three-time points before treatment completion, the AUROC reached 0.833 with a sensitivity of 0.723 and specificity of 0.800. This performance was significantly superior (p < 0.01) to models using only images (AUROC = 0.706) or only clinical data (AUROC = 0.746). After stratifying the patients into eight subgroups based on the uncertainty score, we found that group #1, with the lowest uncertainty, had a superior AUROC of 0.873. The AUROC decreased to 0.637 for group #8, which had the highest uncertainty. The results indicate that our convolutional LSTM network-based deep learning model can be used to predict pCR earlier before the completion of chemotherapy. By combining clinical data and multi-time point deep image representations, our model outperforms models built solely on clinical or image data. Estimating prediction uncertainty may enable physicians to prioritize or disregard predictions based on their associated uncertainties. This approach could potentially enhance the personalization of breast cancer therapy.","2024","Medical physics"
390,"39510587","International Metabolic Prognostic Index Is Superior to Other Metabolic Tumor Volume-Based Prognostication Methods in a Real-Life Cohort of Diffuse Large B-Cell Lymphoma.","Baseline metabolic tumor volume (MTV) is a promising prognostic marker in diffuse large B-cell lymphoma (DLBCL). We assessed the prognostic value of 4 novel metabolic risk scores in a real-life DLBCL cohort and compared them with the revised International Prognostic Index (IPI). Methods: We included a consecutive series of untreated DLBCL, not otherwise specified cases that were diagnosed in our hospital from 2008 to 2021 with available baseline [18F]FDG PET/CT. Clinical data were collected retrospectively, including the individual components of the revised IPI. MTV and other radiomic features, including lesion dissemination and tumor volume surface ratio, were calculated. Four novel metabolic risk scores including the international metabolic prognostic index (IMPI), the MTV/World Health Organization performance status, the MTV/standardized maximum distance, and clinical PET models were used to calculate the risk of progression using predefined cutoffs. Survival outcomes considered were 3-y progression free survival (PFS), 3-y time to progression (TTP), and 3-y overall survival (OS). The Harrell C-index was used to assess the discriminative performance of the risk scores. A multivariable model was built. Results: We included 355 DLBCL, not otherwise specified cases with a median MTV of 219 cm3 (range, 0-5,656 cm3). The IMPI had the highest C-index for 3-y PFS, 3-y TTP, and 3-y OS among the 4 metabolic risk scores (0.674, 0.696, and 0.677, respectively). For the 3-y TTP, the IMPI outperformed the strongest clinical risk score, the IPI, although the difference in the Harrell C-indices was small (0.696 vs. 0.693). Regarding the 3-y PFS and 3-y OS, the IPI has the highest C-index of all risk scores (0.696 and 0.693). The IMPI, the MTV/World Health Organization performance status, and the IPI score can recognize a poor risk group with a 3-y OS below 50% (43%, 32%, and 39%, respectively). In multivariable analysis, the IMPI remains an independent prognostic factor (P = 0.0089; hazard ratio, 1.207; 95% CI, 1.048-1.389). MTV and standardized maximum distance have the strongest prognostic values when used as a continuous variable. The tumor volume surface ratio has no significant prognostic value in our analysis. Conclusion: The IMPI has the strongest prognostic performance compared with the other 3 novel metabolic risk scores. However, in our real-world dataset, the IMPI could not replace the IPI, and further prospective trials are needed to compare their performance.","2024","Journal of nuclear medicine : official publication, Society of Nuclear Medicine"
391,"39629929","Association of urinary eosinophilic protein X at age 3 years and subsequent persistence of wheezing and asthma diagnosis in adolescence.","Wheezing is common in early life, but most children stop wheezing by school age. However, the prediction of course of wheezing through childhood is difficult. To investigate whether urinary EPX (a marker of eosinophil activation) in children at age 3 years may be useful for the prediction of wheeze persistence and future asthma diagnosis. U-EPX was measured at age 3 years (radioimmunoassay) in 906 participants in the population-based birth cohort. Children attended follow-ups to age 16 years. We investigate the discriminative ability of u-EPX and other factors in predicting asthma diagnosis at age 16 using receiver operating characteristic [ROC] curves. Of 613 children with follow-up information at age 16, 511 had data on u-EPX at age 3 and asthma diagnosis at age 16 years; of those; 133 (21.7%) had asthma. Based on longitudinal data, children were assigned to wheeze clusters: No wheeze (NWZ), early transient (ETW), late-onset (LOW), intermittent (INT) and persistent wheeze (PEW). U-EPX levels differed significantly between different wheeze clusters (p = .003), with clusters characterised with persistent symptoms having higher u-EPX. In the whole cohort, the best performing classification model for asthma diagnosis at age 16 years included sex, u-EPX, sensitisation and wheeze (area under the curve (AUC) = 0.82, 95% CI: 0.76-0.88). u-EPX and allergic sensitisation alone had similar predictive power (AUC [95%CI]: 0.64 [0.58-0.71] and 0.65 [0.60-0.71]). The best performing classification model for asthma prediction among children with doctor-confirmed wheeze in the first 3 years included child's u-EPX and sensitisation at age 3 years, sex, gestational age and maternal atopy (AUC: 0.76, 95%CI: 0.67-0.85). Early-life u-EPX may be a useful non-invasive marker for asthma prediction in adolescence.","2024","Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology"
392,"39348274","Association between triglyceride glucose-body mass index and the staging of non-alcoholic steatohepatitis and fibrosis in patients with non-alcoholic fatty liver disease.","The objective of this study was to thoroughly investigate the clinical value of triglyceride glucose-body mass index (TyG-BMI) in patients diagnosed with non-alcoholic fatty liver disease (NAFLD). Specifically, we aimed to determine its association with non-alcoholic steatohepatitis (NASH) and the progression of liver fibrosis. The study included 393 patients diagnosed with NAFLD after liver biopsy. The patients were divided into two distinct cohorts: a training cohort (N = 320) and a validation cohort (N = 73). The training cohort was further divided into four groups based on TyG-BMI quartiles. The clinical characteristics of the patients in each group were compared in detail, and the association between TyG-BMI and NASH, NAFLD Activity Score (NAS) ≥ 4, at-risk NASH, significant fibrosis, advanced fibrosis, and cirrhosis was analyzed using multiple models. Additionally, we generated receiver operating characteristic (ROC) curves to evaluate the predictive ability of TyG-BMI for NASH and fibrosis staging in patients with NAFLD. Patients with higher TyG-BMI values had a significantly higher prevalence of NASH, NAS ≥ 4, at-risk NASH, significant fibrosis, advanced fibrosis, and cirrhosis (all p < .05). TyG-BMI was an independent predictor of these diseases in both unadjusted and adjusted models (all p < .05). ROC curve analysis further revealed the excellent performance of TyG-BMI in predicting NASH, NAS ≥ 4, at-risk NASH, significant fibrosis, advanced fibrosis, and cirrhosis. The validation cohort yielded analogous results. Furthermore, we constructed three multivariate models of TyG-BMI in conjunction with elastography metrics, which demonstrated elevated diagnostic AUC values of 0.782, 0.792, 0.794, 0.785, 0.834, and 0.845, respectively. This study confirms a significant association between insulin resistance and NAFLD, including at-risk NASH and fibrosis staging, as assessed using the TyG-BMI index. TyG-BMI and its associated multivariate models can be valuable noninvasive indicators for NAFLD diagnosis, risk stratification, and disease course monitoring.","2024","Annals of medicine"
393,"39094994","Comparative Analysis of 24-2C, 24-2, and 10-2 Visual Field Tests for Detecting Mild-Stage Glaucoma With Central Visual field Defects.","This study sought to identify the most effective testing program for detecting visual-field defects in mild-stage glaucoma with central visual-field defects. A multicenter, retrospective diagnostic testing evaluation. The study involved 93 eyes (83 patients) with mild-stage glaucoma (median mean deviation [interquartile range]: -1.79 [2.16] dB) with central visual-field defects and 69 eyes (63 patients; median mean deviation, -1.38 [2.31] dB) with mild-stage glaucoma without central visual-field defects, from Jikei University School of Medicine and Tajimi Iwase Eye Clinic. Patients underwent 10-2 Swedish Interactive Thresholding Algorithm (SITA) Standard, 24-2 SITA Standard, and 24-2C SITA Faster tests. Central visual-field defects were defined using 10-2 SITA Standard and optical coherence tomography (OCT). A detection power of 4 points in the 24-2 that coincided with 10-2 (Center4), 12 points that lie within 10° (24-2-12), and 22 points that lie within 10° of 24-2C (24-2C-22) were analyzed using receiver operating characteristic (ROC) curves based on logistic regression analysis, using total deviation (TD) and pattern deviation (PD) probability plots. Area under the receiver operating characteristic curve (AUC) of the Center4, 24-2-12, and 24-2C-22 tests. In the upper-central visual field, AUCs of the TD plot were 0.50 (0.40-0.58) for the Center4, 0.75 (0.67-0.83) for 24-2-12, and 0.85 (0.78-0.91) for 24-2C-22, with 24-2C-22 AUC significantly exceeding 24-2-12 AUC. For the PD plot, AUCs were 0.53 (0.44-0.63), 0.81 (0.74-0.89), and 0.84 (0.77-0.90), respectively. In the lower-central visual field, using a total plot, AUCs were 0.27 (0.18-0.36), 0.57 (0.47-0.69), and 0.57 (0.46-0.68) for the Center4, 24-2-12, and 24-2C-22, respectively. Using the PD plot in the upper field, AUCs were 0.27 (0.19-0.36), 0.64 (0.53-0.75), and 0.81 (0.72-0.90), respectively, with the AUC of the 24-2C-22 significantly exceeding that of 24-2-12. The 24-2C test was significantly faster than both the 24-2 and 10-2 tests, reducing testing duration by 46% and 52%, respectively. The 24-2C SITA Faster test is highly effective and efficient for detecting mild-stage glaucoma with central visual-field defects. This, and its reduced duration, makes it a valuable tool in clinical settings.","2024","American journal of ophthalmology"
394,"39342920","Somatic mutation of targeted sequencing identifies risk stratification in advanced ovarian clear cell carcinoma.","Ovarian clear cell carcinoma (OCCC) is a unique subtype of epithelial ovarian cancer. Advanced OCCC display a poor prognosis. Therefore, we aimed to make risk stratification for precise medicine. We performed a large next generation sequencing (NGS) gene panel on 44 patients with OCCC in FIGO stage II-IV. Then, by machine learning algorithms, including extreme gradient boosting (XGBoost), random survival forest (RSF), and Cox regression, we screened for feature genes associated with prognosis and constructed a 5-gene panel for risk stratification. The prediction efficacy of the 5-gene panel was compared with FIGO stage and residual disease by receiver operating characteristic curve and decision curve analysis. The feature mutated genes related to prognosis, selected by machine learning algorithms, include MUC16, ATM, NOTCH3, KMT2A, and CTNNA1. The 5-gene panel can effectively distinguish the prognosis, as well as platinum response, of advanced OCCC in both internal and external cohorts, with the predictive capability superior to FIGO stage and residual disease. Mutations in genes, including MUC16, ATM, NOTCH3, KMT2A, and CTNNA1, were associated with the poor prognosis of advanced OCCC. The risk stratification according to these genes demonstrated acceptable prediction power of prognosis and platinum response, suggesting the potential to be a novel target for precision medicine.","2024","Gynecologic oncology"
395,"39258876","Predicting BRCA mutation and stratifying targeted therapy response using multimodal learning: a multicenter study.","The status of BRCA1/2 genes plays a crucial role in the treatment decision-making process for multiple cancer types. However, due to high costs and limited resources, a demand for BRCA1/2 genetic testing among patients is currently unmet. Notably, not all patients with BRCA1/2 mutations achieve favorable outcomes with poly (ADP-ribose) polymerase inhibitors (PARPi), indicating the necessity for risk stratification. In this study, we aimed to develop and validate a multimodal model for predicting BRCA1/2 gene status and prognosis with PARPi treatment. We included 1695 slides from 1417 patients with ovarian, breast, prostate, and pancreatic cancers across three independent cohorts. Using a self-attention mechanism, we constructed a multi-instance attention model (MIAM) to detect BRCA1/2 gene status from hematoxylin and eosin (H&E) pathological images. We further combined tissue features from the MIAM model, cell features, and clinical factors (the MIAM-C model) to predict BRCA1/2 mutations and progression-free survival (PFS) with PARPi therapy. Model performance was evaluated using area under the curve (AUC) and Kaplan-Meier analysis. Morphological features contributing to MIAM-C were analyzed for interpretability. Across the four cancer types, MIAM-C outperformed the deep learning-based MIAM in identifying the BRCA1/2 genotype. Interpretability analysis revealed that high-attention regions included high-grade tumors and lymphocytic infiltration, which correlated with BRCA1/2 mutations. Notably, high lymphocyte ratios appeared characteristic of BRCA1/2 mutations. Furthermore, MIAM-C predicted PARPi therapy response (log-rank p < 0.05) and served as an independent prognostic factor for patients with BRCA1/2-mutant ovarian cancer (p < 0.05, hazard ratio:0.4, 95% confidence interval: 0.16-0.99). The MIAM-C model accurately detected BRCA1/2 gene status and effectively stratified prognosis for patients with BRCA1/2 mutations.","2024","Annals of medicine"
396,"38326274","Safety and immunogenicity of CoronaVac in healthy adults: A prospective observational multicenter real-world study in Henan Province, China.","Vaccination has emerged as the primar approach for managing the COVID-19 pandemic. Despite certain clinical trials reporting the safety and immunogenicity of CoronaVac, additional multicenter real-world studies are still necessary. In this study, we recruited 506 healthy volunteers who were not infected with COVID-19 or vaccinated. Each participant provided peripheral blood samples three times: prior to the first dose of vaccine, prior to the second dose, and 8 weeks following the second dose. Ultimately, 388 participants completed the entire follow-up process. No serious adverse events were observed among any of the participants. Within 1 week of vaccination, 13.4% of participants experienced systemic adverse reactions, with fatigue (5.93%) and dizziness (3.35%) being the most frequent. Although some clinical indicators, including creatinine, significantly changed after vaccination (p < 0.05), the mean of all altered indicators remained within the normal range. The positive rates of neutralizing antibodies (NAb), IgG, and IgM were 12.3%, 18.85%, and 5.24% prior to the second dose, respectively; and 57.99%, 86.34%, and 2.32% at 8 weeks following the second dose, respectively. Additionally, seven indicators, such as sex, age, and BMI, were significantly correlated with NAb (p < 0.05). Finally, a prediction model was developed based on age, monocytes, and alanine aminotransferase (ALT) with an AUC value of 87.56% in the train set and 80.71% in the test set. This study demonstrated that safety and immunogenicity of CoronaVac were good. The prediction model based on the baseline clinical characteristics prior to vaccination can help to develop more suitable vaccination strategies.","2024","Virulence"
397,"39414696","Validation of MEWS, NEWS, NEWS-2 and qSOFA for different infection foci at the emergency department, the acutelines cohort.","Sepsis is a leading cause of morbidity and mortality globally. The lack of specific prognostic markers necessitates tools for early risk identification in patients with suspected infections in emergency department (ED). This study evaluates the prognostic accuracy of various Early Warning Scores (EWS)-MEWS, NEWS, NEWS-2, and qSOFA-for in-hospital mortality, 30-day mortality, and ICU admission, considering the site of infection. A retrospective analysis was conducted using data from the Acutelines cohort, which included data collected from patients admitted to the University Medical Centre Groningen ED between September 2020 and July 2023. Patients were included if they had an ICD-10 code for infection. EWS were calculated using clinical data within 8 h post-admission. Predictive performance was assessed using AUC-ROC, calibration by the Hosmer-Lemeshow test and calibration curves, and operative characteristics like sensitivity and specificity. A total of 1661 patients were analyzed, with infections distributed as follows: lower respiratory tract (32.9%), urinary tract (30.7%), abdominal (12.5%), skin and soft tissue (9.5%), and others (8.2%). The overall in-hospital mortality was 6.7%, and ICU admission was 7.1%. The highest AUC-ROC for in-hospital mortality prediction was observed with NEWS and NEWS-2 in abdominal infections (0.86), while the lowest was for qSOFA in skin and soft tissue infections (0.57). Predictive performance varied by infection site. The study highlights the variability in EWS performance based on infection site, emphasizing the need to consider the source of infection in EWS development for sepsis prognosis. Tailored or hybrid models may enhance predictive accuracy, balancing simplicity and specificity.","2024","European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology"
398,"39237732","Weight-Adjusted Waist Index: an anthropometric measure for frailty in older adults.","Current measures of frailty often rely on subjective assessments or complex scoring systems. This study aims to investigate the utility of a novel anthropometric measure, the Weight-Adjusted Waist Index (WWI), as a simple and objective predictive marker for frailty in older adults. This cross-sectional study included 847 patients aged 65 years and older. Comprehensive geriatric assessments and anthropometric measurements were conducted. Frailty was diagnosed using the Clinical Frailty Scale (CFS). The association between WWI and frailty was analyzed using multivariate logistic regression analysis. The mean age of the participants was 74.9 ± 6 years, with 56.3% (n = 477) being women and 14.8% (n = 125) classified as frail. The frail group had a significantly higher WWI than the non-frail group (p < 0.001). In multivariate logistic regression analysis, WWI remained significantly associated with frailty, even after adjusting for other potential confounding factors (OR = 2.51, 95% CI 1.77-3.57, p < 0.001). The predictive ability of WWI for frailty was measured by the area under the receiver operating characteristic (ROC) curve, which was 0.705 (95% CI 0.67-0.73; p < 0.001). The optimal WWI threshold for predicting frailty was identified as > 12. The Weight-Adjusted Waist Index shows significant potential as a simple and objective predictive marker for frailty in older adults.","2024","European geriatric medicine"
399,"39687752","Analysis of mutations in precision oncology using the automated, accurate, and user-friendly web tool PredictONCO.","Next-generation sequencing technology has created many new opportunities for clinical diagnostics, but it faces the challenge of functional annotation of identified mutations. Various algorithms have been developed to predict the impact of missense variants that influence oncogenic drivers. However, computational pipelines that handle biological data must integrate multiple software tools, which can add complexity and hinder non-specialist users from accessing the pipeline. Here, we have developed an online user-friendly web server tool PredictONCO that is fully automated and has a low barrier to access. The tool models the structure of the mutant protein in the first step. Next, it calculates the protein stability change, pocket level information, evolutionary conservation, and changes in ionisation of catalytic amino acid residues, and uses them as the features in the machine-learning predictor. The XGBoost-based predictor was validated on an independent subset of held-out data, demonstrating areas under the receiver operating characteristic curve (ROC) of 0.97 and 0.94, and the average precision from the precision-recall curve of 0.99 and 0.94 for structure-based and sequence-based predictions, respectively. Finally, PredictONCO calculates the docking results of small molecules approved by regulatory authorities. We demonstrate the applicability of the tool by presenting its usage for variants in two cancer-associated proteins, cellular tumour antigen p53 and fibroblast growth factor receptor FGFR1. Our free web tool will assist with the interpretation of data from next-generation sequencing and navigate treatment strategies in clinical oncology: https://loschmidt.chemi.muni.cz/predictonco/.","2024","Computational and structural biotechnology journal"
400,"39300055","Performance of the SARC-F, SARC-CalF, and calf circumference for sarcopenia case finding in community-dwelling older adults.","We compared the performance of SARC-F, SARC-CalF, calf circumference (CC), and body mass index (BMI)-adjusted CC for sarcopenia case-finding in community-dwelling older adults. Data of Finnish participants (women/men n = 192/36, mean age (SD) of 76.9 (4.8) years) recruited in the SPRINTT trial (NCT02582138) were used. Sarcopenia was determined as a combination of low muscle function (chair-stand-test) and low appendicular lean mass (ALM) detected by whole-body dual-energy X-ray absorptiometry. Associations of case-finding tools with sarcopenia were analysed using ROC curves and logistic regression. The rates of probable and confirmed sarcopenia were 95% and 18% in women and 94% and 36% in men, respectively. Performance of CC for sarcopenia (women AUC 0.85 [95% CI 0.78-0.92]/ men 0.85 [95% CI 0.71-1.0]) was superior to that of other tools; (AUC in women/men for SARC-F was 0.57/0.50, for SARC-CalF 0.76/0.79, and for BMI-adjusted CC 0.68/0.66). The best performance was found for a CC cut-off point of ≤ 34 cm in women with sensitivity/specificity 82.4/75.3% and ≤ 36 cm in men with sensitivity/specificity 76.9/87.0%. For each cm decrease in CC, adjusted for age and BMI, there was a 30% increase in the odds of sarcopenia in women (OR 1.30, 95% CI 1.09─1.56). Although there was a similar pattern in men, the results did not reach statistical significance (OR 1.34, 95% CI 0.84- 2.14). CC was superior to other tools for sarcopenia case-finding. The best performance was found for a CC cut-off point of ≤ 34 cm in women and ≤ 36 cm in men.","2024","European geriatric medicine"
401,"39251044","Association of perfusion variables with functional outcome in acute mild ischemic stroke patients or transient ischemic attack.","Some patients with acute minor stroke or transient ischemic attack (TIA) are at risk for a poor prognosis. There are a limited number of studies that have investigated the functional prognosis of acute mild ischemic stroke or TIA based on imaging indicators. This study aims to explore the relationship between Perfusion Variables and poor prognosis in patients with mild ischemic stroke or TIA. A retrospective analysis was conducted on a cohort of 344 patients with mild ischemic stroke or TIA, who were admitted and treated at the First Affiliated Hospital of Soochow University between January 2016 and March 2022. The criteria were National Institutes of Health Stroke Scale (NIHSS) scores of ≤5. Poor outcome was defined as a modified Rankin Scale (mRS) score of ≥2 points at 90 days. Multivariate logistic regression was performed to identify the risk factors associated with clinical outcomes. The receiver operating characteristic (ROC) analysis was used to explore the cutoff value of factors. Following a 3-month follow-up period, 49 (12.4 %) out of the 344 patients with mild stroke or TIA demonstrated a poor prognosis. Multivariable regression analysis identified mismatch volume as independent predictors of a poor 90-day prognosis. The ROC curve analysis indicated that a mismatch volume exceeding 16.5 ml was associated with a higher risk of unfavorable functional outcomes. A mismatch volume of ≥16.5mL predicted poor functional outcome in mild stroke or TIA patients.","2024","Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association"
402,"39236401","Identification of nonpregnant beef cows based on CL size vs. luteal blood perfusion at 21 days after timed artificial insemination.","The aim was to evaluate the efficiency of two different ultrasonographic systems, Doppler mode vs. Two-dimensional mode (B mode), to identify the pregnancy status of beef cows and heifers on day 21 (D21) after Timed Artificial Insemination (TAI). The experiment was performed on a commercial beef farm in central-west region of Brazil using 1895 Nelore heifers and cows. All females had ovulation synchronized for a TAI that was performed on D0. Twenty-one days after the TAI, all animals had their ovaries evaluated by ultrasound for pregnancy diagnosis based on the size of the corpus luteum (CL). Using B mode ultrasonography, females without a CL or with a CL ≤ 10 mm in diameter were considered nonpregnant, whereas females with a CL > 10 mm in diameter were considered potentially pregnant. After the B mode examination, the Doppler mode was turned on, and the CL was evaluated by the subjective percentage of blood perfusion in the total area of the CL. Using Doppler mode, females were considered nonpregnant if they had no CL or the CL had ≤25 % of the total area with detectable blood perfusion, whereas animals with >25 % blood perfusion in the CL were considered potentially pregnant. The results for each method (potentially pregnant or nonpregnant) were later compared with the gold standard technique, which was a pregnancy diagnosis on D33 after TAI using ultrasound with visualization of an embryonic heartbeat. The accuracy was determined using the 2 × 2 contingency table approach. The area under the curve using the receiver operating characteristic curve for Doppler mode and B mode were 0.929 and 0.902 (P < 0.01), respectively. There were almost no false negatives (designated non-pregnant but later pregnant at D33) with either technique (0.2 % vs. 0.3 %; P = 0.65 for Doppler mode vs. B mode, respectively). False positives (designated pregnant but non-pregnant on D33) were greater for B mode compared to Doppler (19.1 % vs. 14.0 %; P < 0.01). This resulted in Doppler mode having similar high values as B mode for Negative Predictive Value (99.9 vs. 99.6 %; P = 0.85) and Sensitivity (99.8 vs. 99.7 %; P = 0.86) but there were differences in Specificity (86 vs. 80.9 %; P < 0.01), Positive Predictive Value (88 vs. 84.3 %; P < 0.01), and Accuracy (93.0 vs. 90.4 %; P < 0.01). In conclusion, evaluation of CL blood perfusion by Doppler produced greater accuracy in the early identification of nonpregnant heifers and cows on D21 after TAI than measurement of CL diameter with B mode ultrasound; although both had over 90 % accuracy in identifying pregnant and nonpregnant females.","2024","Theriogenology"
403,"38944649","Efficiency of pulmonary nodule risk scoring systems in Turkish population.","Malignancy risk calculation models were developed using the clinical and radiological features. It was aimed to compare pulmonary nodule risk calculation models and evaluate their effectiveness and applicability for the Turkish population. Between 2014 and 2019, 351 patients who were operated on for pulmonary nodules were evaluated with the following data: age, gender, smoking history, family history of lung cancer, extrapulmonary malignancy and granulomatous disease, nodule diameter, attenuation character, side, localization, spiculation, nodule count, presence of pulmonary emphysema, FDG uptake in PET/CT of the nodule, and definitive pathology data. Malignancy risk scores were calculated using the equations of the Brock, Mayo, and Herder models. The results were evaluated statistically. The mean age of the 351 patients (236 men, 115 women) was 57.84 ± 10.87 (range 14-79) years, and 226 malignant and 125 benign nodules were observed. Significant correlations were found between malignancy and age (p < 0.001), nodule diameter (p < 0.001), gender (p < 0.009), speculation (p < 0.001), emphysema (p < 0.05), FDG uptake (p < 0.001). All three models were found effective in the differentiation (p < 0.001). The ideal threshold value was determined for the Brock (19.5%), Mayo (23.1%), and Herder (56%) models. All models were effective for nodules of > 10 mm, but none of them were for 0-10 mm. Brock was effective in ground-glass nodules (p = 0.02) and all models were effective for semi-solid and solid nodules. None of the groups could provide AUC values as high as those achieved in the original studies. This suggests the need to optimize models and malignancy risk thresholds for Turkish population.","2024","Updates in surgery"
