"","X","title","doi","pdf"
"1143",1223,"Risk factors for hematuria during indwelling urinary catheterization in acute myocardial infarction: a comparative analysis using logistic regression and decision tree.","10.3389/fcvm.2025.1597796","10.3389_fcvm.2025.1597796"
"1144",1224,"Simplified assessment of upper limb dysfunction after stroke: decision tree analysis based on the International Classification of Functioning, Disability and Health.","10.23736/S1973-9087.25.08976-2","10.23736_S1973-9087.25.08976-2"
"1145",1225,"Bi-parametric MRI-based quantification radiomics model for the noninvasive prediction of histopathology and biochemical recurrence after prostate cancer surgery: a multicenter study.","10.1007/s00261-025-04873-4","10.1007_s00261-025-04873-4"
"1146",1226,"AI-based personalized real-time risk prediction for behavioral management in psychiatric wards using multimodal data.","10.1016/j.ijmedinf.2025.105870","10.1016_j.ijmedinf.2025.105870"
"1147",1227,"Imaging and plasma biomarkers for pathological accumulation in Down syndrome.","10.1093/brain/awaf418","10.1093_brain_awaf418"
"1148",1228,"Construction of a visual nomogram prediction model for post-traumatic stress disorder in mothers of very low birth weight infants.","10.3389/fpsyt.2025.1550267","10.3389_fpsyt.2025.1550267"
"1149",1229,"Predictive value of the stone-free rate after percutaneous nephrolithotomy based on multiple machine learning models.","10.3389/fmed.2025.1559613","10.3389_fmed.2025.1559613"
"1150",1230,"Contrast-enhanced ultrasound for diagnosing subtypes of intrahepatic cholangiocarcinoma: a comparative study with poorly differentiated hepatocellular carcinoma.","10.1186/s40644-025-00923-8","10.1186_s40644-025-00923-8"
"1151",1231,"Stage prediction of acute kidney injury in sepsis patients using explainable machine learning approaches.","10.3389/fmed.2025.1667488","10.3389_fmed.2025.1667488"
"1152",1232,"Exploring the Association Between Triglyceride-Glucose Indices and Their Derivatives With Obstructive Sleep Apnea: Insights From the National Health and Nutrition Examination Survey.","10.2147/NSS.S487596","10.2147_NSS.S487596"
"1153",1233,"Sex-Specific Prognostic Differences Between CACS and Lp(a) in Atherosclerotic Cardiovascular Disease Events: The MESA Study.","10.1161/CIRCIMAGING.125.018413","10.1161_CIRCIMAGING.125.018413"
"1154",1234,"A Novel Machine Learning Model for Predicting Natural Conception Using Non-Laboratory-Based Data.","10.1007/s43032-025-01927-2","10.1007_s43032-025-01927-2"
"1155",1236,"Prognostic value of TAPSE in patients with septic cardiomyopathy: a retrospective observational cohort study.","10.3389/fmed.2025.1632964","10.3389_fmed.2025.1632964"
"1156",1237,"pTRACK-generated normalised average T2 signal intensity and fistula volume are accurate and sensitive measures of perianal crohn's disease activity.","10.1093/bjr/tqaf263","10.1093_bjr_tqaf263"
"1157",1238,"Identification of genomic alteration and prognosis using pathomics-based artificial intelligence in oral leukoplakia and head and neck squamous cell carcinoma: a multicenter experimental study.","10.1097/JS9.0000000000002077","10.1097_JS9.0000000000002077"
"1158",1239,"Development and validation of a CT-based radiomics machine learning model for differentiating immune-related interstitial pneumonia.","10.1016/j.intimp.2025.114681","10.1016_j.intimp.2025.114681"
"1159",1240,"Predicting postoperative complications after pneumonectomy using machine learning: a 10-year study.","10.1080/07853890.2025.2487636","10.1080_07853890.2025.2487636"
"1160",1241,"A compact encoding of the genome suitable for machine learning prediction of traits and genetic risk scores.","10.1186/s13040-025-00459-4","10.1186_s13040-025-00459-4"
"1161",1242,"The influence of the relative deltoid moment arm on active motion in patients with massive cuff tears.","10.1016/j.jse.2025.03.001","10.1016_j.jse.2025.03.001"
"1162",1244,"Association of a modified body shape index with cognitive impairment in middle-aged and elderly Chinese adults: a cross-sectional analysis from CHARLS.","10.3389/fnut.2025.1589898","10.3389_fnut.2025.1589898"
"1163",1245,"Comparative analysis of the correlation between paraspinal muscles fat infiltration and vertebral bone quality in patients with lumbar degenerative diseases.","10.1007/s00586-025-09142-y","10.1007_s00586-025-09142-y"
"1164",1246,"Development of Patient-Specific Nomogram to Assist in Clinical Decision-Making for Single Port Versus Multi-Port Robotic Partial Nephrectomy: A Report from the Single Port Advanced Robotic Consortium.","10.1089/end.2024.0547","10.1089_end.2024.0547"
"1165",1247,"Development and validation of an interpretable machine learning model for diagnosing pathologic complete response in breast cancer.","10.1016/j.cmpb.2025.108803","10.1016_j.cmpb.2025.108803"
"1166",1248,"TET2 gene mutation status associated with poor prognosis of transition zone prostate cancer: a retrospective cohort study based on whole exome sequencing and machine learning models.","10.3389/fendo.2025.1568665","10.3389_fendo.2025.1568665"
"1167",1249,"Prognostic value of immune infiltration in colorectal cancer: Development of a histopathology-related immunoscore via multiplexed immunohistochemistry.","10.1016/j.surg.2025.109350","10.1016_j.surg.2025.109350"
"1168",1250,"Longitudinal changes in tumor morphology and body composition following neoadjuvant chemotherapy predict progression-free survival in adenocarcinoma of the esophagogastric junction: A multi-center study.","10.1016/j.ejrad.2025.112461","10.1016_j.ejrad.2025.112461"
"1169",1251,"Distinctive lymph node metastasis characteristics and predictive model for young oral squamous cell carcinoma patients under 30.","10.1016/j.jcms.2025.04.016","10.1016_j.jcms.2025.04.016"
"1170",1252,"Integration of mitral regurgitant fraction with routine echocardiographic variables in assessment of myxomatous mitral valve disease.","10.1016/j.jvc.2025.11.004","10.1016_j.jvc.2025.11.004"
"1171",1253,"Utility of the combination of IVIM-DWI MRI and baseline eGFR for identifying a high risk of chronic kidney disease progression.","10.3389/fmed.2025.1532210","10.3389_fmed.2025.1532210"
"1172",1255,"Charred or fragmented, yet comparable: Quantifying dental surface dissimilarity across teeth, jaws, and heat exposure.","10.1016/j.forsciint.2025.112577","10.1016_j.forsciint.2025.112577"
"1173",1256,"Risk factors and predictive model for postoperative cerebrospinal fluid leakage following endoscopic endonasal pituitary adenoma surgery: a retrospective study focusing on pneumocephalus and sellar floor bony window.","10.3389/fendo.2025.1695573","10.3389_fendo.2025.1695573"
"1174",1257,"Deep Learning Model Based on Dual-energy CT for Assessing Cervical Lymph Node Metastasis in Oral Squamous Cell Carcinoma.","10.1016/j.acra.2025.06.020","10.1016_j.acra.2025.06.020"
"1175",1258,"A novel nomogram incorporating time-to-event modeling for predicting postoperative delirium in cardiac surgery patients.","10.1016/j.genhosppsych.2025.08.005","10.1016_j.genhosppsych.2025.08.005"
"1176",1259,"New wearable cardiac acoustic monitoring technology for evaluation of subclinical leaflet thrombosis after transcatheter aortic valve replacement.","10.1136/heartjnl-2024-324698","10.1136_heartjnl-2024-324698"
"1177",1260,"Development of a predictive nomogram for post-liver transplantation complications using clinical parameters and liver stiffness measured by sound touch elastography.","10.1080/07853890.2025.2564928","10.1080_07853890.2025.2564928"
"1178",1261,"Development and validation of a novel predictive model for postpancreatectomy hemorrhage using lasso-logistic regression: an international multicenter observational study of 9631 pancreatectomy patients.","10.1097/JS9.0000000000001883","10.1097_JS9.0000000000001883"
"1179",1262,"Automated detection of pediatric congenital heart disease from phonocardiograms using deep and handcrafted feature fusion.","10.1016/j.compbiomed.2025.110993","10.1016_j.compbiomed.2025.110993"
"1180",1263,"Construction and validation of a regularized logistic regression model for predicting late recurrence after ablation in persistent atrial fibrillation: a clinical parameter approach.","10.3389/fcvm.2025.1713560","10.3389_fcvm.2025.1713560"
"1181",1264,"Metabolic and proteomic signatures differentiate inflammatory phenotypes from cancer and predict treatment response in patient sera.","10.1002/btm2.70029","10.1002_btm2.70029"
"1182",1265,"Enhanced Detection of Prostate Cancer Lesions on Biparametric MRI Using Artificial Intelligence: A Multicenter, Fully-crossed, Multi-reader Multi-case Trial.","10.1016/j.acra.2025.06.038","10.1016_j.acra.2025.06.038"
"1183",1266,"Markers of Left Atrial Myopathy: Prognostic Usefulness for Ischemic Stroke and Dementia in People in Sinus Rhythm.","10.1161/STROKEAHA.124.047747","10.1161_STROKEAHA.124.047747"
"1184",1267,"Machine learning-based models to predict type 2 diabetes combined with coronary heart disease and feature analysis-based on interpretable SHAP.","10.1007/s00592-025-02496-1","10.1007_s00592-025-02496-1"
"1185",1268,"The virtual doctor prescribing the future: Diagnostics with interactive clinical decision support.","10.1016/j.compbiomed.2025.110968","10.1016_j.compbiomed.2025.110968"
"1186",1269,"Plasma-based untargeted metabolomics reveals potential biomarkers for screening and distinguishing of ovarian tumors.","10.1016/j.cca.2025.120246","10.1016_j.cca.2025.120246"
"1187",1270,"Predicting radiation pneumonitis in lung cancer patients using robust 4DCT-ventilation and perfusion imaging.","10.1016/j.radonc.2025.111110","10.1016_j.radonc.2025.111110"
"1188",1272,"Development of a warning model for drug-induced liver injury in the older patients.","10.3389/fphar.2025.1603089","10.3389_fphar.2025.1603089"
"1189",1273,"Towards a Definition of Physiologic Vulnerability in Pediatric Spine Surgery: Identification of Key Risk Factors in a Cohort Study of Children With Neuromuscular Disease Undergoing Spinal Fusion.","10.1177/21925682251344928","10.1177_21925682251344928"
"1190",1274,"Early mortality in patients with acute ischemic stroke after endovascular stroke therapy.","10.1136/jnis-2025-023517","10.1136_jnis-2025-023517"
"1191",1275,"Which adiposity index is best? Comparison of five indicators and their ability to identify type 2 diabetes risk in a population study.","10.1016/j.diabres.2025.112268","10.1016_j.diabres.2025.112268"
"1192",1276,"Identification of Key Fatty Acid Metabolism-Related Genes in Alzheimer's Disease.","10.1007/s12035-025-04857-x","10.1007_s12035-025-04857-x"
"1193",1277,"Leveraging Deep Learning, Grid Search, and Bayesian Networks to Predict Distant Recurrence of Breast Cancer.","10.3390/cancers17152515","10.3390_cancers17152515"
"1194",1278,"Association between relative fat mass and osteoarthritis in American adults.","10.3389/fnut.2025.1610950","10.3389_fnut.2025.1610950"
"1195",1279,"A composite index for predicting improvement of mitral regurgitation in patients with multivalvular heart disease after transcatheter aortic valve replacement.","10.3389/fcvm.2025.1679115","10.3389_fcvm.2025.1679115"
"1196",1280,"Incidence, Risk Factors, and Prediction Model of Parastomal Hernia After Abdominoperineal Resection for Rectal Cancer.","10.1002/wjs.70071","10.1002_wjs.70071"
"1197",1281,"Psychometric properties of the short mood and feelings scale among Chinese adolescents using item response theory.","10.3389/fpsyt.2025.1561728","10.3389_fpsyt.2025.1561728"
"1198",1282,"Machine Learning-Based Classification of White Matter Functional Changes in Stroke Patients Using Resting-State fMRI.","10.1007/s10548-025-01138-7","10.1007_s10548-025-01138-7"
"1199",1283,"Combination Between Biomarkers and Echocardiographic Data for Prediction of Left Ventricular Reverse Remodelling in Cardiac Resynchronization Therapy.","10.3390/jcm14103496","10.3390_jcm14103496"
"1200",1284,"Predictive Factors for Adverse Cardiac Events and Mortality in Patients with Hypertrophic Cardiomyopathy.","10.3390/jcm14103546","10.3390_jcm14103546"
"1201",1285,"Prospective cohort study to validate esophageal dose constraints and predictive models for esophagitis in patients with breast cancer undergoing hypofractionated regional nodal radiotherapy.","10.1016/j.radonc.2025.111120","10.1016_j.radonc.2025.111120"
"1202",1286,"Nuclear magnetic resonance-based metabolomics and risk of pancreatic cancer: a prospective analysis in the UK Biobank.","10.1007/s00535-025-02237-9","10.1007_s00535-025-02237-9"
"1203",1287,"A retrospective study on a nomogram combining clinical and ultrasound parameters for differentiating solitary parathyroid adenoma from carcinoma or atypical tumors.","10.3389/fendo.2025.1538361","10.3389_fendo.2025.1538361"
"1204",1288,"Prediction of etiology and prognosis based on hematoma location of spontaneous intracerebral hemorrhage: a multicenter diagnostic study.","10.1007/s00234-025-03661-7","10.1007_s00234-025-03661-7"
"1205",1289,"Utilizing deep learning to predict Alzheimer's disease and mild cognitive impairment with optical coherence tomography.","10.1002/dad2.70041","10.1002_dad2.70041"
"1206",1290,"Clinical-genomic nomogram for predicting sensitivity to second-line immunotherapy for advanced non-small cell lung cancer.","10.21037/tlcr-2024-1249","10.21037_tlcr-2024-1249"
"1207",1291,"Pulse-Echo Imaging of Breast Speed of Sound as a Potential Biomarker for Breast Cancer.","10.1016/j.ultrasmedbio.2025.07.002","10.1016_j.ultrasmedbio.2025.07.002"
"1208",1292,"Ag+/Hg2+-Controlled Programmable DNA Nanostructures Enable Tumor Liquid Biopsy by Mass Spectrometry Simultaneous Sensing of Multiple Circulating Tumor DNAs.","10.1021/acs.analchem.5c05543","10.1021_acs.analchem.5c05543"
"1209",1293,"A LODDS-based nomogram for overall and cancer-specific survival in stage III-IV gastric signet ring cell carcinoma.","10.3389/fmolb.2025.1600626","10.3389_fmolb.2025.1600626"
"1210",1294,"A Machine Learning and Bayesian Belief Network Approach to Predicting Cervical Cancer Risk: Implications for Risk Management.","10.2147/JMDH.S524132","10.2147_JMDH.S524132"
"1211",1295,"Machine learning-integrated droplet microfluidic system for accurate quantification and classification of microplastics.","10.1016/j.watres.2025.123161","10.1016_j.watres.2025.123161"
"1212",1296,"External validation of a predictive model for post-treatment persistent disease by 131I whole-body scintigraphy in patients with differentiated thyroid cancer.","10.1007/s00259-025-07124-2","10.1007_s00259-025-07124-2"
"1213",1297,"Diagnostic model for distinguishing fresh or old osteoporotic vertebral compression fractures based on modified computed tomography window: a retrospective cohort study.","10.1007/s00586-025-08923-9","10.1007_s00586-025-08923-9"
"1214",1298,"AI-Assisted 3D Planning of CT Parameters for Personalized Femoral Prosthesis Selection in Total Hip Arthroplasty.","10.2147/TCRM.S521755","10.2147_TCRM.S521755"
"1215",1299,"Development and validation of an AMR-based predictive model for post-PCI contrast-induced nephropathy in patients with acute ST-segment elevation myocardial infarction.","10.3389/fcvm.2025.1552762","10.3389_fcvm.2025.1552762"
"1216",1300,"Preoperative hemorrhagic risk stratification in pediatric moyamoya disease: a multi-institutional propensity score-matched analysis.","10.1097/JS9.0000000000002677","10.1097_JS9.0000000000002677"
"1217",1301,"Time-of-flight camera achieves high diagnostic accuracy in adolescent idiopathic scoliosis: a promising radiation-free alternative to radiography.","10.3389/fbioe.2025.1629872","10.3389_fbioe.2025.1629872"
"1218",1302,"Ultrasound shear wave viscoelastic imaging combined with shear wave elastography for characterization of focal liver lesions.","10.1016/j.jbiomech.2025.113073","10.1016_j.jbiomech.2025.113073"
"1219",1303,"Diagnostic performance of plasma pTau217/Aβ42 ratio and a three-zone threshold model for Alzheimer's disease.","10.1016/j.neurobiolaging.2025.12.005","10.1016_j.neurobiolaging.2025.12.005"
"1220",1304,"Nomogram for Predicting Postoperative Major Bleeding in Percutaneous Nephrolithotomy: A Retrospective Study.","10.1016/j.euros.2025.07.001","10.1016_j.euros.2025.07.001"
"1221",1305,"Development and validation of a novel clinical risk score to predict hypoxaemia in children with pneumonia using the WHO PREPARE dataset.","10.1136/bmjgh-2024-017256","10.1136_bmjgh-2024-017256"
"1222",1306,"Sex-specific optimal cut-off points for metabolic health indicators to predict incident type 2 diabetes mellitus.","10.1016/j.numecd.2025.103963","10.1016_j.numecd.2025.103963"
"1223",1307,"The Compounded Risk of Maternal Anemia and Preeclampsia: Neonatal Outcomes and Predictive Modeling in a Low-Resource Tertiary Center.","10.3390/jcm14145051","10.3390_jcm14145051"
"1224",1308,"A Nomogram to Predict Mortality in Patients With Severe Oral and Maxillofacial Space Infections.","10.1111/odi.15256","10.1111_odi.15256"
"1225",1309,"Are Pediatric early warning scores reliable in malnourished children? A prospective validation study in a resource-limited ED.","10.1016/j.ajem.2025.07.036","10.1016_j.ajem.2025.07.036"
"1226",1310,"Development and Validation of Comorbidity Severity Adjustment Methods in Mortality Models for Acute Cerebrovascular Disease Using Survival and Machine Learning Analyses.","10.3390/jcm14103281","10.3390_jcm14103281"
"1227",1311,"Evaluation of the Voice and Communication Situation Questionnaire Developed With and for Transgender and Gender-Diverse People Presumed Female at Birth.","10.1044/2025_JSLHR-25-00285","10.1044_2025_JSLHR-25-00285"
"1228",1313,"In-Hospital Mortality Prediction among Intensive Care Unit Patients with Acute Ischemic Stroke: A Machine Learning Approach.","10.34133/hds.0179","10.34133_hds.0179"
"1229",1314,"Comparison of multiple machine learning methods for predicting postoperative hyperglycemia in patients without diabetes undergoing cardiac surgery.","10.3389/fcvm.2025.1699809","10.3389_fcvm.2025.1699809"
"1230",1315,"Predicting mortality and short-term outcomes of continuous kidney replacement therapies in neonates and infants.","10.1093/ndt/gfaf173","10.1093_ndt_gfaf173"
"1231",1316,"Decreased Serum and Tissue Levels of Isthmin-1 in Patients With Idiopathic Granulomatous Mastitis: A Case-Control Study.","10.1155/jimr/6368073","10.1155_jimr_6368073"
"1232",1317,"Cardiometabolic multimorbidity in relation to the metabolic score for insulin resistance and creatinine-to-cystatin C ratio in a middle-aged and aged population.","10.3389/fendo.2025.1694959","10.3389_fendo.2025.1694959"
"1233",1318,"Risk Stratification Prediction of Endometrial Cancer Using Microstructural Mapping Based on Time-Dependent Diffusion MRI.","10.1111/cas.70036","10.1111_cas.70036"
"1234",1319,"The predictive value of 18F-FDG PET/CT radiomics for pleural invasion in non-small cell lung cancer.","10.1016/j.ejrad.2025.112199","10.1016_j.ejrad.2025.112199"
"1235",1320,"Prioritizing Patient Selection in Clinical Trials: A Machine Learning Algorithm for Dynamic Prediction of In-Hospital Mortality for ICU Admitted Patients Using Repeated Measurement Data.","10.3390/jcm14020612","10.3390_jcm14020612"
"1236",1321,"Incidence of Ectopic Pregnancy and Diagnostic Accuracy of Ectopic Pregnancy Screening Criteria Among People Seeking Versus Not Seeking Abortion: A Retrospective Case-Control Study.","10.1016/j.whi.2025.08.006","10.1016_j.whi.2025.08.006"
"1237",1322,"Nomogram Model for Identifying the Risk of Coronary Heart Disease in Patients with Chronic Obstructive Pulmonary Disease Based on Deep Learning Radiomics and Clinical Data: A Multicenter Study.","10.2147/COPD.S539307","10.2147_COPD.S539307"
"1238",1323,"Insights into the diagnostic and prognostic value of paraoxonase 1-related variables and inflammatory markers in community-acquired pneumonia.","10.1016/j.cbi.2025.111606","10.1016_j.cbi.2025.111606"
"1239",1324,"Association between triglyceride-glucose index and risk of acute kidney injury in patients with aneurysmal subarachnoid hemorrhage.","10.1007/s00701-025-06533-4","10.1007_s00701-025-06533-4"
"1240",1325,"Sex-specific associations of the controlling nutritional status score with diabetic kidney disease among Chinese individuals: a retrospective cross-sectional study.","10.3389/fnut.2025.1662140","10.3389_fnut.2025.1662140"
"1241",1326,"New-onset disability risk prediction model for chronic respiratory disease patients: the first longitudinal evidence from CHARLS.","10.3389/fmed.2025.1545387","10.3389_fmed.2025.1545387"
"1242",1327,"Preoperative risk score for 90-day mortality after major liver resection.","10.1016/j.gassur.2025.102064","10.1016_j.gassur.2025.102064"
"1243",1328,"Optimized prediction of diabetes complications using ensemble learning with Bayesian optimization: a cost-efficient laboratory-based approach.","10.3389/fendo.2025.1593068","10.3389_fendo.2025.1593068"
"1244",1329,"Development and validation of a recombinant Rap1-based lateral flow immunoassay for rapid serodiagnosis of bovine babesiosis in Kazakhstan.","10.14202/vetworld.2025.1881-1890","10.14202_vetworld.2025.1881-1890"
"1245",1330,"Development and validation of a convenient dementia risk prediction tool for diabetic population: A large and longitudinal machine learning cohort study.","10.1016/j.jad.2025.03.135","10.1016_j.jad.2025.03.135"
"1246",1331,"Genetic analysis of alcohol use disorder: GWAS of alcohol use disorders identification test (AUDIT) and polygenic risk scores in an east slavic population.","10.1016/j.drugalcdep.2025.112713","10.1016_j.drugalcdep.2025.112713"
"1247",1333,"Radiomic Profiling of Tumor Thrombus for Predicting Recurrence in Renal Cell Carcinoma.","10.1016/j.euros.2025.06.005","10.1016_j.euros.2025.06.005"
"1248",1334,"A biological phenotype of suicide attempt in adolescents with nonsuicidal self-injury: a machine-based learning approach.","10.1038/s41386-025-02176-2","10.1038_s41386-025-02176-2"
"1249",1335,"Risk Stratification for Trial Enrichment Considering Loco-Regional Failure in Head and Neck Cancer: UICC8 Versus Purpose-Built Failure-Type Specific Risk Prediction Model.","10.1002/hed.28085","10.1002_hed.28085"
"1250",1336,"An Ultrasound-Based Machine Learning Model for Differentiating IgG4-Related Sialadenitis and Primary Sjögren's Syndrome.","10.1016/j.identj.2025.104011","10.1016_j.identj.2025.104011"
"1251",1337,"Precision Enhanced Bioactivity Prediction of Tyrosine Kinase Inhibitors by Integrating Deep Learning and Molecular Fingerprints Towards Cost-Effective and Targeted Cancer Therapy.","10.3390/ph18070975","10.3390_ph18070975"
"1252",1338,"Exploring the effect of hsa-miR-19b-3p on IL-1R1 expression and serum levels in alopecia areata.","10.1007/s00403-024-03788-2","10.1007_s00403-024-03788-2"
"1253",1339,"Non-high density lipoprotein cholesterol/high density lipoprotein cholesterol is L-shaped associated with all-cause mortality and U-shaped with cardiovascular mortality in hypertensive patients.","10.3389/fendo.2025.1490229","10.3389_fendo.2025.1490229"
"1254",1340,"Evaluating sex-specific prediction models for colorectal cancer risk using a genome-wide polygenic risk score and lifestyle factors in a Japanese population.","10.1016/j.canep.2025.102878","10.1016_j.canep.2025.102878"
"1255",1341,"The role of ceus in the characterization of indeterminate focal liver lesions at second-level imaging methods (INFOLIL STUDY).","10.1007/s11739-025-04210-z","10.1007_s11739-025-04210-z"
"1256",1342,"Development and validation of a prediction model of frailty risk in community-dwelling older adults: From a national longitudinal survey.","10.1016/j.puhe.2024.12.055","10.1016_j.puhe.2024.12.055"
"1257",1343,"Internal validation strategy for high dimensional prognosis model: A simulation study and application to transcriptomic in head and neck tumors.","10.1016/j.csbj.2025.08.035","10.1016_j.csbj.2025.08.035"
"1258",1344,"Predicting incident cardio-metabolic disease among persons with and without depressive and anxiety disorders: a machine learning approach.","10.1007/s00127-025-02857-9","10.1007_s00127-025-02857-9"
"1259",1345,"A Nomogram for Prediction of Weight Loss Outcomes after Bariatric Surgery.","10.1007/s11695-025-08100-3","10.1007_s11695-025-08100-3"
"1260",1346,"Electrocardiographic-Driven artificial intelligence Model: A new approach to predicting One-Year mortality in heart failure with reduced ejection fraction patients.","10.1016/j.ijmedinf.2025.105843","10.1016_j.ijmedinf.2025.105843"
"1261",1347,"Detection of arterial remodeling using epicardial adipose tissue assessment from CT calcium scoring scan.","10.3389/fcvm.2025.1543816","10.3389_fcvm.2025.1543816"
"1262",1348,"Dynamic facial expression recognition deficits in schizophrenia: A classification study.","10.1016/j.ajp.2025.104738","10.1016_j.ajp.2025.104738"
"1263",1349,"Integrating metabolomics, proteomics, and traditional risk factors to predict sleep disorders and elucidate potential biological pathways.","10.1016/j.jad.2025.119784","10.1016_j.jad.2025.119784"
"1264",1350,"Quantification of Intratumoral Heterogeneity Based on Habitat Analysis for Preoperative Assessment of Lymphovascular Invasion in Colorectal Cancer.","10.1016/j.acra.2025.03.014","10.1016_j.acra.2025.03.014"
"1265",1352,"A Deep Learning Model Integrating Clinical and MRI Features Improves Risk Stratification and Reduces Unnecessary Biopsies in Men with Suspected Prostate Cancer.","10.3390/cancers17132257","10.3390_cancers17132257"
"1266",1353,"Prognostic Factors and Clinical Prediction Score for Progressive Respiratory Failure in Severe COVID-19 Pneumonia Patients Treated with Tocilizumab: A Multicenter Study.","10.2147/TCRM.S567679","10.2147_TCRM.S567679"
"1267",1354,"Bellmunt risk score enables survival prediction in men with metastatic castration resistant prostate cancer (mCRPC) undergoing PSMA-targeted radioligand therapy (LUMEN).","10.1007/s00259-025-07492-9","10.1007_s00259-025-07492-9"
"1268",1355,"Validation of a Novel Magnetic Resonance Imaging Biomarker of Infarct Severity to Predict Functional Outcome After Endovascular Thrombectomy.","10.1161/STROKEAHA.124.050508","10.1161_STROKEAHA.124.050508"
"1269",1356,"Association of Diaphragmatic Mobility and Thickening Fraction with Postoperative Pulmonary Complications in Patients Undergoing Thoracic Surgery and Their Application in Prediction.","10.2147/TCRM.S519646","10.2147_TCRM.S519646"
"1270",1357,"Gait Characteristics and Neuroanatomical Alterations in Obstructive Sleep Apnea-Hypopnea Syndrome.","10.2147/NSS.S502204","10.2147_NSS.S502204"
"1271",1358,"Bone marrow immune remodeling in depression: TNF/NF-κB mediated leukocyte redistribution and construction of an interpretable predictive model.","10.1016/j.intimp.2025.115487","10.1016_j.intimp.2025.115487"
"1272",1360,"Performance of Different Comorbidity Indices in Predicting Mortality in Danish Pancreatic Cancer Patients.","10.2147/CLEP.S560098","10.2147_CLEP.S560098"
"1273",1361,"Predictive value of platelet count-related ratios for severity in biliary Escherichia coli and Klebsiella pneumonia bloodstream infections.","10.1007/s10096-025-05120-w","10.1007_s10096-025-05120-w"
"1274",1363,"Machine learning to predict postdialysis fatigue in patients undergoing hemodialysis.","10.1080/0886022X.2025.2529452","10.1080_0886022X.2025.2529452"
"1275",1365,"Role of S1 vertebral Hounsfield units value and bone quality score in predicting new vertebral compression fracture after percutaneous kyphoplasty.","10.1007/s00586-025-09533-1","10.1007_s00586-025-09533-1"
"1276",1366,"Frailty predicts treatment-related toxicity and discontinuation in older adults with chronic lymphocytic leukemia treated with BTK and BCL-2 inhibitors: Findings from a prospective single-center cohort study.","10.1016/j.jgo.2025.102219","10.1016_j.jgo.2025.102219"
"1277",1367,"Development of machine learning models for predicting patient-perceived benefit following lumbar disc herniation or spinal stenosis surgery.","10.1007/s00586-025-09304-y","10.1007_s00586-025-09304-y"
"1278",1368,"Serum mature microRNA panel: A novel approach for primary prostate cancer diagnosis.","10.1016/j.cca.2025.120150","10.1016_j.cca.2025.120150"
"1279",1369,"Comparative analysis of inflammatory markers as predictive markers for postoperative delirium in cardiac surgery patients: an observational study.","10.3389/fmed.2025.1515940","10.3389_fmed.2025.1515940"
"1280",1370,"Prognostic utility of hybrid coronary computed tomography angiography and myocardial perfusion imaging in elderly patients with suspected coronary artery disease.","10.1016/j.ijcard.2025.133493","10.1016_j.ijcard.2025.133493"
"1281",1371,"Validation of an Artificial Intelligence Model for Breast Cancer Molecular Subtyping Using Hematoxylin and Eosin-Stained Whole-Slide Images in a Population-Based Cohort.","10.3390/cancers17193234","10.3390_cancers17193234"
"1282",1372,"Validation of the alcohol, smoking and substance involvement screening test (ASSIST) for identifying methamphetamine use among people on methadone maintenance treatment in Vietnam.","10.1111/add.70010","10.1111_add.70010"
"1283",1373,"Inflammatory Markers and Contrast-Induced Nephropathy Risk: A Meta-Analysis of NLR and PLR in ACS Patients Undergoing Percutaneous Coronary Intervention.","10.1002/ccd.70056","10.1002_ccd.70056"
"1284",1374,"Integrated electrochemical biosensor featuring nanoforest hierarchical architectures and catalytic hairpin amplification for breast cancer diagnosis.","10.1016/j.talanta.2025.128766","10.1016_j.talanta.2025.128766"
"1285",1375,"Comparison of diffusion-weighted and contrast-enhanced MRI for monitoring response to neoadjuvant therapy in breast cancer.","10.1007/s00330-025-11640-y","10.1007_s00330-025-11640-y"
"1286",1376,"AlzheimerViT: harnessing lightweight vision transformer architecture for proactive Alzheimer's screening.","10.3389/fmed.2025.1568312","10.3389_fmed.2025.1568312"
"1287",1377,"Validation of the Chinese version of patient health Questionnaire-4 among Chinese adolescents.","10.1016/j.jad.2025.119505","10.1016_j.jad.2025.119505"
"1288",1378,"New Tricyclic γ‑Aminobutyric Acid Analogue HSK16149: A Ca2+ Channel α2‑δ Ligand for Treating Neuropathic Pain.","10.1021/acsmedchemlett.5c00336","10.1021_acsmedchemlett.5c00336"
"1289",1380,"Bone age and dental age to assess criminal responsibility: Part II.","10.1007/s00414-025-03454-w","10.1007_s00414-025-03454-w"
"1290",1381,"Possibility of screening for mild cognitive impairment via an eye tracking-based cognitive scale.","10.3389/fragi.2025.1532550","10.3389_fragi.2025.1532550"
"1291",1382,"Cisterns and Cortical Sulci Effacement Score Predicts Early Postoperative Cerebral Infarction in Spontaneous Intracerebral Hemorrhage.","10.1007/s12028-025-02414-x","10.1007_s12028-025-02414-x"
"1292",1383,"A novel circulating miRNA panel for early differential diagnosis of pulmonary tuberculosis from lung cancer with similar radiographic presentations.","10.3389/fmed.2025.1660291","10.3389_fmed.2025.1660291"
"1293",1384,"Proteomic Plasticity in the Coral Montipora capitata Gamete Bundles after Parent Thermal Bleaching.","10.1021/acs.jproteome.4c00946","10.1021_acs.jproteome.4c00946"
"1294",1385,"Spatial Projection Ratio: A Novel Shape Index to Evaluate Aneurysm Rupture Risk Using Three-dimensional Geometry.","10.2176/jns-nmc.2024-0303","10.2176_jns-nmc.2024-0303"
