"key","pmid","title","abstract","publicationDate","journal"
935,"39785669","Changes in pressure distribution of the solar surface after a single trimming event are associated with external hoof measurements in the equine fore foot.","Trimming is critical for a functioning equine hoof. Pressure distribution provides information on loading; however, information on the effects of trimming on pressure distribution is lacking. To describe the pressure changes of equine fore feet following trimming. Cross-sectional cohort study. Fifty sound horses were recruited. Eighteen external hoof measures of the dorsal, lateral, medial and solar aspects were obtained before and after trimming from 94 fore feet. Horses were walked over a pressure mat before and after trimming and pressure maps of the solar surface created. Percentage change in hoof measures were assessed. Factors associated with an increase in pressure in the frog region after trimming were entered into a forward likelihood ratio logistic regression model. Odd ratios (ORs) with 95% confidence intervals (CI) and area under the curve receiver operator characteristics (AUROC) were calculated. Sensitivity and specificity were calculated at a cut-off value of p = 0.5. Trimming resulted in a significant increase in pressure, topographically mapped to the frog region, in 12/94 (13% 95% CI 6; 20) feet. Percentage difference in bearing border length (OR 0.66 95% CI 0.51; 0.86), heel buttress to centre of pressure distance (OR 1.30 95% CI 1.10; 1.53), heel angle (lateral side) (OR 1.11 95% CI 1.04; 1.19) and heel length (medial side) (OR 0.92 95% CI 0.85; 0.99) were retained in the final model associated with increased pressure in the frog region following trimming. AUROC was excellent (0.94 95% CI 0.88; 0.99) with fair sensitivity (58% [95% CI 50; 66]) and excellent specificity (98% [95% CI 78; 118]). Subjective lameness exam; horse velocity unmeasured. Measuring pressure changes over the solar surface of the equine fore foot after trimming identified that an increased pressure in the frog region was linked to specific changes in hoof shape.","2025","Equine veterinary journal"
936,"39784486","The diagnostic accuracy of EyeGuide Focus testing for concussion in elite male Rugby players.","Smooth pursuit eye movements may be affected by head impacts. The EyeGuide Focus system is a simple, portable, test of visual tracking. This study investigated the diagnostic accuracy of EyeGuide measurements for detection of concussion during elite Rugby matches. A prospective diagnostic case-control study was performed in the elite 2021/2022 United Rugby Championship competition. The study population comprised consecutive players identified with match-related head impact events during the World Rugby Head Injury Assessment process, randomly chosen uninjured players, and players with match-related musculoskeletal injuries. The index test was blinded EyeGuide assessment performed by independent assessors. The reference standard was concussion diagnosed by the team doctor. Distributions of EyeGuide scores were compared between concussed and non-concussed players and receiver operator characteristic curves constructed. EyeGuide testing was performed in 262 cases, comprising 55 concussed players and 207 non concussed players (33 head impact events, 97 uninjured controls, and 79 musculoskeletal injury controls). The distributions of EyeGuide score were similar between concussed and non-concussed cases (medians 20,120 Vs 21,522, p = 0.3; difference -1,402, 95% CI -5,332-3,865). The c-index for the receiver operating characteristic curve was 0.46 (95% CI 0.36-0.55). EyeGuide Focus scores did not appear to discriminate between concussed and non-concussed players in a cohort of elite Rugby players.","2025","The Physician and sportsmedicine"
937,"39784114","Validation of Pediatric Sequential Organ Failure Assessment (pSOFA) Scores to Predict Critical Events in the Pediatric Intensive Care Unit.","To determine the prognostic value of the Pediatric Sequential Organ Failure Assessment (pSOFA) to discriminate critical events, including code events and intubations, in the pediatric intensive care unit (PICU). We performed an observational cohort study of all critical events in a quaternary care PICU between 5/2020 and 4/2023. Critical events were extracted from our hospital communications platform and from the electronic health record (EHR). The pediatric sequential organ failure assessment (pSOFA) scores were prospectively calculated in real-time in our EHR every 15 min during the study period for data-driven situational awareness and were retrospectively analyzed for this study. Each encounter was divided into 6-h time blocks and we assessed the performance of the highest pSOFA score in each block at discriminating the occurrence of a critical event in the subsequent block. There were 5687 unique patient encounters included in the analysis. Critical events were identified in 578 out of 169 486 time blocks (prevalence 0.3%), which included 103 code events and 498 intubation events, in 392 unique PICU encounters. The total pSOFA score in a 6-h time block was significantly associated with a subsequent code event (odds ratio [OR] 1.19, 95% CI 1.13-1.24) or intubation (OR 1.13, 95% CI 1.10-1.15). Several organ-specific pSOFA subscores were also significantly associated with the outcomes. Area under the receiver operating characteristic curve (AUROC) for the total pSOFA score was 0.67 for a code event and 0.65 for intubation. Using a pSOFA score cutoff of ≥8, the positive predictive value was 0.8% and the negative predictive value was 99.7% for any critical event. The pSOFA score is significantly associated with critical events in the PICU, however, it does not have adequate performance to be used for situational awareness by itself.","2025","Journal of intensive care medicine"
938,"39784102","Machine Learning Approach for Sepsis Risk Assessment in Ischemic Stroke Patients.","Ischemic stroke is a critical neurological condition, with infection representing a significant aspect of its clinical management. Sepsis, a life-threatening organ dysfunction resulting from infection, is among the most dangerous complications in the intensive care unit (ICU). Currently, no model exists to predict the onset of sepsis in ischemic stroke patients. This study aimed to develop the first predictive model for sepsis in ischemic stroke patients using data from the MIMIC-IV database, leveraging machine learning techniques. A total of 2238 adult patients with a diagnosis of ischemic stroke, admitted to the ICU for the first time, were included from the MIMIC-IV database. The outcome of interest was the development of sepsis. Model development adhered to the TRIPOD guidelines. Feature selection was performed using Least Absolute Shrinkage and Selection Operator (LASSO) regression, identifying 28 key variables. Multiple machine learning algorithms, including logistic regression, k-nearest neighbors, support vector machines, decision trees, and XGBoost, were trained and internally validated. Performance metrics were assessed, and XGBoost was selected as the optimal model. The SHAP method was used to interpret the XGBoost model, revealing the impact of individual features on predictions. The model was also deployed on a user-friendly platform for practical use in clinical settings. The XGBoost model demonstrated superior performance in the validation set, achieving an area under the curve (AUC) of 0.863 and offering greater net benefit compared to other models. SHAP analysis identified key factors influencing sepsis risk, including the use of invasive mechanical ventilation on the first day, excessive body weight, a Glasgow Coma Scale verbal score below 3, age, and elevated body temperature (>37.5 °C). A user interface had been developed to enable clinicians to easily access and utilize the model. This study developed the first machine learning-based model to predict sepsis in ischemic stroke patients. The model exhibited high accuracy and holds potential as a clinical decision support tool, enabling earlier identification of high-risk patients and facilitating preventive measures to reduce sepsis incidence and mortality in this population.","2025","Journal of intensive care medicine"
939,"39782672","Sex differences in photophobic behaviors following cortical spreading depression in rats.","Photophobia is a common and debilitating symptom associated with migraine. Women are disproportionately affected by migraines, with a higher prevalence and more severe symptoms compared to men. This study investigated the effects of cortical spreading depression on light-aversive and dark-seeking behaviors in a rat model, with an emphasis on sex differences. Experiments were conducted on seven to eight-week-old male and female Sprague Dawley rats. cortical spreading depression was modeled by injections of potassium chloride or artificial cerebrospinal fluid into the occipital cortex through a guide cannula. Key behavioral assessments included light-aversive and dark-seeking behaviors measured using a three-chamber box, pupil to iris ratio, periorbital tightening, periorbital allodynia and facial withdrawal thresholds. Our results demonstrated that cortical potassium chloride injections significantly increased photophobic behaviors, particularly in female rats. Specifically, potassium chloride-injected females demonstrated a significant reduction in the time spent in the light chamber (p = 0.001) and increased time in the dark chamber compared to control rats (p = 0.01), indicating heightened light-aversion. Females exhibited more substantial pupil constriction and eyelid closure at 180 min after potassium chloride injection compared to artificial cerebrospinal fluid injection, suggesting a stronger physiological response to light. Similarly, a greater percent of female rats displayed periorbital allodynia (withdrawal threshold <6 g) over a post injection time course compared to male rats. Among rats that exhibited periorbital allodynia at least two consecutive time points, females had significantly lower facial withdrawal thresholds than males at 60-, 90-, 120-, and 180-min post injection (p < 0.05), suggesting a difference in magnitude and duration. Furthermore, the area under the curve for the time course experiment indicated development of tactile allodynia in periorbital region among female rats (p < 0.0001). Altogether these findings highlight the importance of considering sex-specific differences in developing therapeutic strategies for the treatment of migraine. We report for the first time a complete time course analysis of migraine-related responses, providing a comprehensive overview of the dynamics involved. The results suggest that potassium chloride-induced cortical spreading depression may offer a valuable model for studying the underlying mechanisms and sex differences of photophobia in migraine, aiding in the development of targeted treatments.","2025","Cephalalgia : an international journal of headache"
940,"39781627","Presence of Fragmented Intratumoral Thrombosed Microvasculature in the Necrotic and Peri-Necrotic Regions on SWI Differentiates IDH Wild-Type Glioblastoma From IDH Mutant Grade 4 Astrocytoma.","Isocitrate dehydrogenase (IDH) wild-type (IDHwt) glioblastomas (GB) are more aggressive and have a poorer prognosis than IDH mutant (IDHmt) tumors, emphasizing the need for accurate preoperative differentiation. However, a distinct imaging biomarker for differentiation mostly lacking. Intratumoral thrombosis has been reported as a histopathological biomarker for GB. To evaluate the fragmented intratumoral thrombosed microvasculature (FTV) signs on susceptibility-weighted imaging (SWI) for distinguishing IDHwt and IDHmt tumors. Retrospective. Ninety-seven treatment-naïve patients with histopathologically confirmed IDHwt GB (54 males, 26 females) and IDHmt grade 4 astrocytoma (13 males, 4 females). 3-T, SWI, fluid-attenuated-inversion-recovery (FLAIR), T1-weighted, T2-weighted, PD-weighted, post-contrast T1-weighted and dynamic-contrast-enhanced (DCE)-MRI. SWI data were evaluated by three experienced neuroradiologists (S.S., 11 years; J.S., 15 years; R.K.G., 40 years of experience), who assessed FTV presence in necrotic and peri-necrotic regions. FTV was identified as intratumoral susceptibility signal having minimal or no interslice connections. Quantitative DCE-MRI parameters were derived using first-pass-analysis and extended Tofts model. FLAIR abnormal, contrast-enhancing, and necrotic regions were segmented using in-house developed U-Net architecture. Fleiss' Kappa, Cohen's Kappa, Shapiro-Wilk test, t tests or Mann-Whitney U test, receiver-operating characteristic (ROC) analysis, confusion matrix. A P-value <0.05 was considered statistically significant. Fleiss' kappa test provided 91% inter-rater agreement, and Cohen's kappa provided intrarater agreement ranged from 81% to 97%. The raters' accuracy in distinguishing IDHwt from IDHmt ranged from 92% to 94%. Some of the quantitative DCE-MRI parameters (CBV, Ve, and Ktrans) provided statistically significant differences in differentiating IDHwt and IDHmt. Ktrans demonstrated 80.3% sensitivity and 81.2% specificity, with ROC analysis showing an AUC of 0.77. FTV signs in necrotic and peri-necrotic regions on SWI demonstrated a high accuracy in distinguishing IDHwt from IDHmt. Qualitative assessment of FTV signs showed almost perfect inter-rater and intrarater agreement. Quantitative DCE-MRI metrics also showed statistically significant differentiation of IDHwt and IDHmt. This study demonstrates that preoperative imaging, particularly the visualization of the fragmented thrombosed vasculature (FTV) sign on susceptibility-weighted imaging (SWI), effectively differentiates isocitrate dehydrogenase (IDH) wild-type (IDHwt) glioblastoma (GB) from IDH mutant (IDHmt) grade 4 astrocytomas. Over 90% of IDHwt GB patients displayed the FTV sign, a specific imaging biomarker absent in IDHmt cases. Perfusion parameters such as cerebral blood volume, Ve, and Ktrans were elevated in IDHwt gliomas, reflecting distinct vascular profiles. SWI offers a noninvasive and accurate diagnostic method, overcoming limitations of histopathology. Despite limitations like unequal sample sizes and retrospective analysis, this study underscores the clinical potential of SWI in improving glioma characterization and aiding treatment planning. 4 TECHNICAL EFFICACY: Stage 2.","2025","Journal of magnetic resonance imaging : JMRI"
941,"39780630","Clinical Efficacy of Ultrafast Dynamic Contrast-Enhanced MRI Using Compressed Sensing in Distinguishing Benign and Malignant Soft-Tissue Tumors.","To evaluate the clinical efficacy of ultrafast dynamic contrast-enhanced (DCE)-MRI using a compressed sensing (CS) technique for differentiating benign and malignant soft-tissue tumors (STTs) and to evaluate the factors related to the grading of malignant STTs. A total of 165 patients (96 male; mean age, 61 years), comprising 111 with malignant STTs and 54 with benign STTs according to the 2020 WHO classification, underwent DCE-MRI with CS between June 2018 and June 2023. The clinical, qualitative, and quantitative parameters associated with conventional MRI were also obtained. During post-processing of the early arterial phase of DCE-MRI, the time-to-enhance (TTE), time-to-peak (TTP), initial area under the curve at 60 s (iAUC60), and maximum slope were calculated. Furthermore, the delayed arterial phase parameters of DCE-MRI, including Ktrans, Kep, Ve, and iAUC values and time-concentration curve (TCC) types, were determined. Clinical and MRI parameters were statistically analyzed to differentiate between benign and malignant tumors and their correlation with tumor grading. According to logistic regression analysis, the TTE value (P < 0.001) of the early arterial phase and Ve (P = 0.039) and iAUC (P = 0.006) values of the delayed arterial phase, as well as age, location, peritumoral edema, and contrast heterogeneity on conventional MRI, were significant (P = 0.001-0.015) in differentiating benign and malignant tumors. Among all the quantitative parameters, the TTE value had the highest accuracy, with an area under the receiver operating characteristic curve of 0.902. The grading of malignant tumors was significantly correlated with peritumoral edema; CE heterogeneity; visual diffusion restriction; minimum and mean ADC; TTP, Kep, and Ve values; and the TCC graph (all P < 0.05). Among the quantitative parameters obtained using ultrafast DCE-MRI, early arterial phase TTE was the most accurate for distinguishing between benign and malignant tumors.","2025","Korean journal of radiology"
942,"39780544","Raman Spectroscopy and Exosome-Based Machine Learning Predicts the Efficacy of Neoadjuvant Therapy for HER2-Positive Breast Cancer.","Early prediction of the neoadjuvant therapy efficacy for HER2-positive breast cancer is crucial for personalizing treatment and enhancing patient outcomes. Exosomes, which play a role in tumor development and treatment response, are emerging as potential biomarkers for cancer diagnosis and efficacy prediction. Despite their promise, current exosome detection and isolation methods are cumbersome and time-consuming and often yield limited purity and quantity. In this study, we employed Raman spectroscopy to analyze the molecular changes in exosomes from the sera of HER2-positive breast cancer patients before and after two cycles of neoadjuvant therapy. Utilizing machine learning techniques (PCA, LDA, and SVM), we developed a predictive model with an AUC value exceeding 0.89. Additionally, we introduced an innovative HER2-positive exosome capture and detection system, termed Magnetic beads@HER2-Exos@HER2-SERS detection nanoprobes (HER2-MEDN). This system enabled us to efficiently extract and analyze HER2-positive exosomes, refining our predictive model to achieve an accuracy greater than 0.94. Our study has demonstrated the potential of the HER2-MEDN system in accurately predicting early treatment response, offering novel insights and methodologies for assessing the efficacy of neoadjuvant therapy in HER2-positive breast cancer.","2025","Analytical chemistry"
943,"39780404","Association of LDL-C/HDL-C Ratio With Hyperuricemia: A National Cohort Study.","Hyperuricemia (HUA) is a metabolic abnormality syndrome caused by disorders of purine metabolism. This study aimed to investigate the predictive value of the low-density lipoprotein cholesterol to high-density lipoprotein cholesterol ratio (LHR) for the risk of developing HUA. We extracted data from the China Health and Retirement Longitudinal Study (CHARLS) database from 2011 to 2016. Multivariable logistic regression, restricted cubic splines (RCSs) analysis, and linear correlation analysis were conducted to evaluate the association between LHR and risk of developing HUA. Subgroup analyses and interaction tests were also performed. A higher LHR was associated with an increased incidence of HUA (7.8% vs. 9.9% vs. 13.9, p < 0.001). The LHR was also higher in the HUA group compared to the non-HUA group (2.64 ± 1.07 vs. 2.40 ± 0.91, p < 0.001). When assessed as a continuous variable, LHR was independently associated with the risk of HUA (OR = 1.27, 95% CI = 1.16-1.39, p < 0.001). The risk of developing HUA was significantly higher among individuals with the highest LHR subgroup than those with the lowest LHR subgroup (OR = 1.81, 95% CI = 1.47-2.23, p < 0.001). RCS analysis revealed a significant nonlinear association between an increased LHR and a higher risk of developing HUA. The predictive abilities of LHR for HUA were 0.577. The composite variable comprising LHR and other traditional risk factors could significantly enhance the ability to predict HUA (C statistic = 0.677). In conclusion, a higher LHR was associated with an increased risk of developing HUA. Further studies on LHR could be beneficial for preventing and treating HUA.","2025","Clinical and translational science"
944,"39780307","Machine Learning Algorithms in Controlled Donation After Circulatory Death Under Normothermic Regional Perfusion: A Graft Survival Prediction Model.","Several scores have been developed to stratify the risk of graft loss in controlled donation after circulatory death (cDCD). However, their performance is unsatisfactory in the Spanish population, where most cDCD livers are recovered using normothermic regional perfusion (NRP). Consequently, we explored the role of different machine learning-based classifiers as predictive models for graft survival. A risk stratification score integrated with the model of end-stage liver disease score in a donor-recipient (D-R) matching system was developed. This retrospective multicenter cohort study used 539 D-R pairs of cDCD livers recovered with NRP, including 20 donor, recipient, and NRP variables. The following machine learning-based classifiers were evaluated: logistic regression, ridge classifier, support vector classifier, multilayer perceptron, and random forest. The endpoints were the 3- and 12-mo graft survival rates. A 3- and 12-mo risk score was developed using the best model obtained. Logistic regression yielded the best performance at 3 mo (area under the receiver operating characteristic curve = 0.82) and 12 mo (area under the receiver operating characteristic curve = 0.83). A D-R matching system was proposed on the basis of the current model of end-stage liver disease score and cDCD-NRP risk score. The satisfactory performance of the proposed score within the study population suggests a significant potential to support liver allocation in cDCD-NRP grafts. External validation is challenging, but this methodology may be explored in other regions.","2025","Transplantation"
945,"39780236","Prediction of MASLD using different screening indexes in Chinese type 2 diabetes mellitus.","Formerly known as non-alcoholic fatty liver disease (NAFLD), metabolic dysfunction-associated steatotic liver disease (MASLD) has now become the most widespread chronic liver disease worldwide. The primary goal of this study is to assess the ability of different indexes (including VAI, TyG, HOMA-IR, BMI, LAP, WHtR, TyG-BMI, TyG-WC, and TyG-WHtR) to predict MASLD in individuals diagnosed with type 2 diabetes mellitus (T2DM), particularly within the Chinese population. This cross-sectional study involved 1,742 patients with T2DM, recruited from the Metabolic Management Centers (MMC) at Suzhou Municipal Hospital. Abdominal ultrasonography was employed for MASLD diagnosis in patients with T2DM. The predictive accuracy of various screening indexes for MASLD in the Chinese T2DM population was evaluated using logistic regression and receiver operating characteristic (ROC) curve analyses. Among the 1,742 participants, 996 were diagnosed with MASLD. After adjusting for potential confounding factors, positive associations with the risk of MASLD were found for all the nine indexes. The lipid accumulation product (LAP) exhibited the greatest predictive value for detecting MASLD, with an area under the curve (AUC) of 0.786(95%CI 0.764,0.807), followed by BMI(AUC = 0.785), VAI(AUC = 0.744), TyG(AUC = 0.720), WHtR(AUC = 0.710) and HOMA-IR(AUC = 0.676). The composite Indexes (TyG-BMI, TyG-WC, TyG-WHtR) also showed considerable predictive ability with AUCs of 0.765, 0.752 and 0.748, respectively. Our results indicated that all nine indexes have favorable correlations with the risk of MASLD, and most of them have a good performance in predicting MASLD. According to our study, LAP was a reliable index for predicting MASLD among Chinese T2DM patients. The exploration of non-invasive screenings will provide significant support for the early detection and diagnosis of MASLD.","2025","Diabetology & metabolic syndrome"
946,"39779654","Prognostic significance of neutrophil-to-lymphocyte ratio, platelet-to-lymphocyte ratio, and monocyte-to-lymphocyte ratio in uterine carcinosarcoma.","Uterine carcinosarcoma (UCS) and uterine sarcomas (US) are rare but aggressive cancer with poor prognoses. The prognostic value of systemic inflammatory response (SIR) indicators, including the neutrophil-to-lymphocyte ratio (NLR), platelet-to-lymphocyte ratio (PLR), and monocyte-to-lymphocyte ratio (MLR), in predicting outcomes of UCS and US remains unclear. This study investigated the prognostic significance of SIR indicators for UCS and US. Clinicopathological data from 237 patients diagnosed with UCS or US across 14 hospitals from January 2008 to December 2017 were retrospectively analyzed. NLR, PLR, and MLR values were calculated from preoperative blood counts. Prognostic impact was evaluated using Kaplan-Meier survival analysis, Cox regression models, and receiver operating characteristic (ROC) curve analysis. Elevated NLR, PLR, and MLR were associated with poorer progression-free survival (PFS) in UCS. Additionally, a high NLR also indicated worse overall survival (OS) in UCS. In patients with US, only PLR was significantly associated with poorer PFS. Combining SIR indicators provided a stronger prognostic prediction for UCS compared to individual indicators. Multivariate analysis revealed that high levels of SIR indicators were an independent poor prognostic factor for both PFS and OS in UCS. SIR indicators, particularly when combined, are valuable prognostic markers in UCS, reflecting the inflammatory status and aiding in stratifying patients for tailored therapeutic strategies. These findings support the incorporation of SIR indicators into clinical practice for better management of patients with UCS.","2025","International journal of clinical oncology"
947,"39779639","Diagnosing Helicobacter pylori using autoencoders and limited annotations through anomalous staining patterns in IHC whole slide images.","This work addresses the detection of Helicobacter pylori (H. pylori) in histological images with immunohistochemical staining. This analysis is a time-demanding task, currently done by an expert pathologist that visually inspects the samples. Given the effort required to localize the pathogen in images, a limited number of annotations might be available in an initial setting. Our goal is to design an approach that, using a limited set of annotations, is capable of obtaining results good enough to be used as a support tool. We propose to use autoencoders to learn the latent patterns of healthy patches and formulate a specific measure of the reconstruction error of the image in HSV space. ROC analysis is used to set the optimal threshold of this measure and the percentage of positive patches in a sample that determines the presence of H. pylori. Our method has been tested on an own database of 245 whole slide images (WSI) having 117 cases without H. pylori and different density of the bacteria in the remaining ones. The database has 1211 annotated patches, with only 163 positive patches. This dataset of positive annotations was used to train a baseline thresholding and an SVM using the features of a pre-trained RedNet-18 and ViT models. A 10-fold cross-validation shows that our method has better performance with 91% accuracy, 86% sensitivity, 96% specificity and 0.97 AUC in the diagnosis of H. pylori . Unlike classification approaches, our shallow autoencoder with threshold adaptation for the detection of anomalous staining is able to achieve competitive results with a limited set of annotated data. This initial approach is good enough to be used as a guide for fast annotation of infected patches.","2025","International journal of computer assisted radiology and surgery"
948,"39779592","Eosinophilic Esophagitis-Related Food Impaction: Distinct Demographics, Interventions, and Promising Predictive Models.","Eosinophilic esophagitis (EoE) is an increasingly common cause of food impaction. This study aims to provide a nationwide analysis of food impaction in patients with or without EoE diagnosis, concentrating on patient demographics, interventions, outcomes, and development of predictive machine-learning models. A retrospective assessment was conducted using Nationwide Emergency Department Sample data from January 1, 2018, to December 31, 2019. We compared patients with food impaction with an associated EoE diagnosis to those without EoE and derived machine-learning models to predict EoE using International Classification of Diseases codes at discharge for identification. Of 286,886,714 emergency department visits, 146,084 were for food impaction, with 7093 cases coinciding with an EoE diagnosis (4.9%). Patients with EoE were more commonly young men with fewer overall comorbidities but higher incidences of obesity, asthma, gastritis, and allergic rhinitis. A significantly larger proportion in the EoE group (89.6%) underwent esophagogastroduodenoscopy compared to the non-EoE group (51.1%; P < 0.001) and had a higher rate of biopsy during esophagogastroduodenoscopy in the emergency department (54.9% vs 13.4%; P < 0.001). Our machine-learning models, incorporating patient demographics, hospital attributes, and comorbidities, had a sensitivity of 86.1% and an area under the receiver operating characteristic curve of 0.828. This nationwide study demonstrates that EoE in food impaction is associated with specific patient demographics, comorbidities, and elevated interventions. Our machine-learning models hold promise as screening tools for EoE, aiding medical practitioners in determining the need for biopsy.","2025","Digestive diseases and sciences"
949,"39779511","Mapping simulated visual field defects with movie-viewing pupil perimetry.","Assessing the quality of the visual field is important for the diagnosis of ophthalmic and neurological diseases and, consequently, for rehabilitation. Visual field defects (VFDs) are typically assessed using standard automated perimetry (SAP). However, SAP requires participants to understand instructions, maintain fixation and sustained attention, and provide overt responses. These aspects make SAP less suitable for very young or cognitively impaired populations. Here we investigate the feasibility of a new and less demanding form of perimetry. This method assesses visual sensitivity based on pupil responses while performing the perhaps simplest task imaginable: watching movies. We analyzed an existing dataset, with healthy participants (n = 70) freely watching movies with or without gaze-contingent simulated VFDs, either hemianopia (left- or right-sided) or glaucoma (large nasal arc, small nasal arc, and tunnel vision). Meanwhile, their gaze and pupil size were recorded. Using a recently published toolbox (Open-DPSM), we modeled the relative contribution of visual events to the pupil responses to indicate relative visual sensitivity across the visual field and to dissociate between conditions with and without simulated VFDs. Conditions with and without simulated VFDs could be dissociated, with an AUC ranging from 0.85 to 0.97, depending on the specific simulated VFD condition. In addition, the dissociation was better when including more movies in the modeling but the model with as few movies as 10 movies was sufficient for a good classification (AUC ranging from 0.84 to 0.96). Movie-viewing pupil perimetry is promising in providing complementary information for the diagnosis of VFDs, especially for those who are unable to perform conventional perimetry.","2025","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie"
950,"39779292","IDH Status in Brain Gliomas Can Be Predicted by the Spherical Mean MRI Technique.","Diffuse gliomas, a heterogeneous group of primary brain tumors, have traditionally been stratified by histology, but recent insights into their molecular features, especially the IDH mutation status, have fundamentally changed their classification and prognosis. Current diagnostic methods, still predominantly relying on invasive biopsy, necessitate the exploration of noninvasive imaging alternatives for glioma characterization. In this prospective study, we investigated the utility of the spherical mean technique (SMT) in predicting the IDH status and histologic grade of adult-type diffuse gliomas. Patients with histologically confirmed adult-type diffuse glioma underwent a multiparametric MRI examination using a 3T system, which included a multishell diffusion sequence. Advanced diffusion parameters were obtained using SMT, diffusional kurtosis imaging, and ADC modeling. The diagnostic performance of studied parameters was evaluated by plotting receiver operating characteristic curves with associated area under curve, specificity, and sensitivity values. A total of 80 patients with a mean age of 48 (SD, 16) years were included in the study. SMT metrics, particularly microscopic fractional anisotropy (μFA), intraneurite voxel fraction, and μFA to the third power (μFA3), demonstrated strong diagnostic performance (all AUC = 0.905, 95% CI, 0.835-0.976; P < .001) in determining IDH status and compared favorably with diffusional kurtosis imaging and ADC models. These parameters also showed a strong predictive capability for tumor grade, with intraneurite voxel fraction and μFA achieving the highest diagnostic accuracy (AUC = 0.937, 95% CI, 0.880-0.993; P < .001). Control analyses on normal-appearing brain tissue confirmed the specificity of these metrics for tumor tissue. Our study highlights the potential of SMT for noninvasive characterization of adult-type diffuse gliomas, with a potential to predict IDH status and tumor grade more accurately than traditional ADC metrics. SMT offers a promising addition to the current diagnostic toolkit, enabling more precise preoperative assessments and contributing to personalized treatment planning.","2025","AJNR. American journal of neuroradiology"
951,"39779279","Deciphering risk factors for severe postherpetic neuralgia in patients with herpes zoster: an interpretable machine learning approach.","Postherpetic neuralgia (PHN) is a common complication of herpes zoster (HZ). This study aimed to use a large real-world electronic medical records database to determine the optimal machine learning model for predicting the progression to severe PHN and to identify the associated risk factors. We analyzed the electronic medical records of 23,326 patients diagnosed with HZ from January 2010 to June 2020. PHN was defined as pain persisting for ≥90 days post-HZ, based on diagnostic and prescription codes. Five machine learning algorithms were compared with select the optimal predictive model and a subsequent risk factor analysis was conducted. Of the 23,326 patients reviewed, 8,878 met the eligibility criteria for the HZ cohort. Among these, 801 patients (9.0%) progressed to severe PHN. Among the various machine learning approaches, XGBoost-an approach that combines multiple decision trees to improve predictive accuracy-performed the best in predicting outcomes (F1 score, 0.351; accuracy, 0.900; area under the receiver operating characteristic curve, 0.787). Using this model, we revealed eight major risk factors: older age, female sex, history of shingles and cancer, use of immunosuppressants and antidepressants, intensive initial pain, and the neutrophil-to-lymphocyte ratio. When patients were categorized into low-risk and high-risk groups based on the predictive model, PHN was seven times more likely to occur in the high-risk group (p<0.001). Leveraging machine learning analysis, this study identifies an optimal model for predicting severe PHN and highlights key associated risk factors. This model will enable the establishment of more proactive treatments for high-risk patients, potentially mitigating the progression to severe PHN.","2025","Regional anesthesia and pain medicine"
952,"39778970","Updated Appropriate Use Criteria for Amyloid and Tau PET: A Report from the Alzheimer's Association and Society for Nuclear Medicine and Molecular Imaging Workgroup.","The Alzheimer's Association and the Society of Nuclear Medicine and Molecular Imaging convened a multidisciplinary workgroup to update appropriate use criteria (AUC) for amyloid positron emission tomography (PET) and to develop AUC for tau PET. Methods: The workgroup identified key research questions that guided a systematic literature review on clinical amyloid/tau PET. Building on this review, the workgroup developed 17 clinical scenarios in which amyloid or tau PET may be considered. A modified Delphi approach was used to rate each scenario by consensus as ""rarely appropriate,"" ""uncertain,"" or ""appropriate."" Ratings were performed separately for amyloid and tau PET as stand-alone modalities. Results: For amyloid PET, 7 scenarios were rated as appropriate, 2 as uncertain, and 8 as rarely appropriate. For tau PET, 5 scenarios were rated as appropriate, 6 as uncertain, and 6 as rarely appropriate. Conclusion: AUC for amyloid and tau PET provide expert recommendations for clinical use of these technologies in the evolving landscape of diagnostics and therapeutics for Alzheimer's disease.","2025","Journal of nuclear medicine : official publication, Society of Nuclear Medicine"
953,"39778883","A Novel Point-of-Care Prediction Model for Steatotic Liver Disease: Expected Role of Mass Screening in the Global Obesity Crisis.","The incidence of steatotic liver disease (SLD) is increasing across all age groups as the incidence of obesity increases worldwide. The existing noninvasive prediction models for SLD require laboratory tests or imaging and perform poorly in the early diagnosis of infrequently screened populations such as young adults and individuals with healthcare disparities. We developed a machine learning-based point-of-care prediction model for SLD that is readily available to the broader population with the aim of facilitating early detection and timely intervention and ultimately reducing the burden of SLD. We retrospectively analyzed the clinical data of 28,506 adults who had routine health check-ups in South Korea from January to December 2022. A total of 229,162 individuals were included in the external validation study. Data were analyzed and predictions were made using a logistic regression model with machine learning algorithms. A total of 20,094 individuals were categorized into SLD and non-SLD groups on the basis of the presence of fatty liver disease. We developed three prediction models: SLD model 1, which included age and body mass index (BMI); SLD model 2, which included BMI and body fat per muscle mass; and SLD model 3, which included BMI and visceral fat per muscle mass. In the derivation cohort, the area under the receiver operating characteristic curve (AUROC) was 0.817 for model 1, 0.821 for model 2, and 0.820 for model 3. In the internal validation cohort, 86.9% of individuals were correctly classified by the SLD models. The external validation study revealed an AUROC above 0.84 for all the models. As our three novel SLD prediction models are cost-effective, noninvasive, and accessible, they could serve as validated clinical tools for mass screening of SLD.","2025","Gut and liver"
