key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-437813857,Neutrophil percentage-to-albumin ratio is a new diagnostic marker for spontaneous bacterial peritonitis: a prospective multicenter study.,,1,1,Gut pathogens,,,,,,,,,,"The neutrophil percentage-to-albumin ratio (NPAR) is a novel measure of systemic inflammation and infection. Low albumin levels increase the risk of infection, while high neutrophil counts indicate the presence of infection. Spontaneous bacterial peritonitis (SBP) is a serious infection in cirrhotic ascites, and the potential of NPAR in diagnosing SBP is not yet established. The objective of this study is to determine the diagnostic value of NPAR in identifying SBP. This prospective multicenter study included 465 patients diagnosed with cirrhotic ascites and SBP according to international guidelines. Demographic, clinical, and laboratory data were collected. The sensitivity and specificity of NPAR values for diagnosing SBP were assessed using the receiver operating characteristic curve. For SBP diagnosis in the total cohort, NPAR of >â€‰17 had a sensitivity of 85.71%, specificity of 66.67%, and 95% CI (42.1-99.6). In culture-positive SBP, the NPAR at a cut-off >â€‰5.2 had a sensitivity of 85.71%, specificity of 83.33%, and 95% CI (0.709 to 0.979), while in culture-negative SBP, the NPAR at a cut-off >â€‰2.1 had a sensitivity of 92.86%, specificity of 33.33% and CI (0.367 to 0.764). The multivariate analysis revealed that albumin (ORâ€‰=â€‰2.78, [1.11;3.98], INR (ORâ€‰=â€‰0.198, [0.066;0.596], creatinine (ORâ€‰=â€‰0.292, [0.1; 0.81], CRP (ORâ€‰=â€‰3.18, [1.239;4.52] total leukocytic count (TLC) (ORâ€‰=â€‰1.97, [1.878; 2.07], platelets (ORâ€‰=â€‰2.09, [0.99; 2.31] and neutrophil (ORâ€‰=â€‰3.43, [1.04;3.89] were significantly associated with higher prediction rates for culture positive SBP. NPAR could be a new, affordable, noninvasive test for diagnosing SBP.",,10.1186/s13099-024-00610-2,,,
rayyan-437813858,Metabolomic profiling of the aqueous humor in patients with pediatric cataract.,,1,1,Experimental eye research,,,,,,,,,,"Pediatric cataract, including congenital and developmental cataract, is a kind of pediatric vision-threatening disease with extensive phenotypic heterogeneity and multiple mechanisms. We aimed to investigate the metabolite profile of aqueous humor (AH) in patients with pediatric cataracts, and identify underlying mutual correlations between differential metabolites. Metabolomic profiles of AH were analyzed and compared between pediatric cataract patients (nÂ =Â 33) and age-related cataract patients without metabolic diseases (nÂ =Â 29), using global untargeted metabolomics with ultra-high-performance liquid chromatography tandem mass spectrometry. Principal component analysis, partial least squares discriminant analysis and heat map were applied. Enriched pathway analysis was conducted using Kyoto Encyclopedia of Genes and Genomes. Receiver-operating characteristic (ROC) analyses were employed to select potential biomarkers. A total of 318 metabolites were identified, of which 54 differential metabolites (25 upregulated and 29 downregulated) were detected in pediatric cataract group compared with controls (variable importance of projection >1.0, fold change â‰¥1.5 orÂ â‰¤Â 0.667 and PÂ <Â 0.05). A significant accumulation of N-Acetyl-Dl-glutamic acid was observed in pediatric cataract group. The differential metabolites were mainly enriched in histidine metabolism (increased L-Histidine and decreased 1-Methylhistamine) and the tryptophan metabolism (increased N-Formylkynurenine and L-Kynurenine). 5-Aminosalicylic acid showed strong positive mutual inter-correlation with L-Tyrosinemethylester and N,N-Diethylethanolamine, both of which were down-regulated in pediatric cataract group. The ROC analysis implied 11 metabolites served as potential biomarkers for pediatric cataract patients (all area under the ROC curve â‰¥0.900). These results illustrated novel potential metabolites and metabolic pathways in pediatric cataract, which provides new insights into the pathophysiology of pediatric cataract.",,10.1016/j.exer.2024.109906,,,
rayyan-437813859,The Association Between Obesity Measures and Metabolic Syndrome Risk in Korean Adolescents Aged 10-18 Years.,,1,1,Journal of multidisciplinary healthcare,,,,,,,,,,"Childhood obesity is strongly linked to an increased risk of metabolic syndrome (MetS), type 2 diabetes, and cardiovascular disease in adulthood, endangering the global healthcare system. No single tool for detecting MetS is suitable for all pediatric populations. This study aimed to investigate the association between obesity measures and MetS in Korean children and adolescents. The data were obtained from 1663 children and adolescents aged 10-19 years (771 girls) who participated in the Fourth and Fifth Korea National Health and Nutrition Examination Surveys. Body mass index (BMI), waist circumference (WC), and waist-to-hip ratio (WHtR) were included as obesity measures. Fasting blood glucose, triglycerides, high-density lipoprotein cholesterol, and resting blood pressure were included as metabolic risk factors. MetS was defined as the clustering of metabolic risk factors such as elevated fasting blood glucose, elevated mean arterial pressure, elevated triglycerides, and low high-density lipoprotein cholesterol. Regardless of the obesity measures used, obese children and adolescents were more likely to have a clustering of metabolic risk factors compared to their non-obese counterparts: BMI-based obesity (odds ratio, OR=4.151, 95% confidence interval, CI=2.763~6.238, p<0.001), WC-based obesity (OR=1.917, 95% CI=1.066~3.446, p=0.010), and WHtR-based obesity (OR=2.160 and 95% CI=1.203~3.878, p=0.003). A receiver operating curve analysis showed that BMI (area under the curve, AUC=0.849, 95% CI=0.8270.871) outperformed WC (AUC=0.833, 95% CI=0.8090.856) and WHtR (AUC=0.794, 95% CI=0.7670.821) in detecting the presence of MetS. Study findings suggest that obese teenagers are more likely to have metabolic syndrome than non-obese teens. Concerning accuracy, convenience, and ease of use and calculation, BMI is the best screening tool for detecting MetS in Korean children and adolescents.",,10.2147/JMDH.S461406,,,
rayyan-437813860,Intra- and Peri-tumoral Radiomics Based on Dynamic Contrast Enhanced-MRI to Identify Lymph Node Metastasis and Prognosis in Intrahepatic Cholangiocarcinoma.,,1,1,Journal of magnetic resonance imaging : JMRI,,,,,,,,,,"Lymph node metastasis (LNM) in patients with intrahepatic cholangiocarcinoma (iCCA) affects treatment strategies and prognosis. However, preoperative imaging is not reliable enough for identifying LNM. To develop and validate a radiomics nomogram based on dynamic contrast enhanced (DCE)-MR images for identifying LNM and prognosis in iCCA. Retrospective. Two hundred four patients with pathologically proven iCCA who underwent curative-intent resection and lymphadenectomy (training cohort: Nâ€‰=â€‰107, internal test cohort: Nâ€‰=â€‰46, and external test cohort: Nâ€‰=â€‰51). T1- and T2-weighted imaging, diffusion-weighted imaging and DCE imaging at 1.5â€‰T or 3.0â€‰T. Radiomics features were extracted from intra- and peri-tumoral regions on preoperative DCE-MR images. Imaging features were evaluated by three radiologists, and significant variables in univariable and multivariable regression analysis were included in clinical model. The best-performing radiomics signature and clinical characteristics (intrahepatic duct dilatation, MRI-reported LNM) were combined to build a nomogram. Patients were divided into high-risk and low-risk groups based on their nomogram scores (cutoffâ€‰=â€‰0.341). Patients were followed up for 1-102â€‰months (median 12) after surgery, the overall survival (OS) and recurrence-free survival (RFS) were calculated. Receiver operating characteristic (ROC) curve, calibration, decision curve, Delong test, Kaplan-Meier curves, log rank test. Two tailed Pâ€‰<â€‰0.05 was considered statistically significant. The nomogram incorporating intra- and peri-tumoral radiomics features, intrahepatic duct dilatation and MRI-reported LNM obtained the best discrimination for LNM, with areas under the ROC curves of 0.946, 0.913, and 0.859 in the training, internal, and external test cohorts. In the entire cohort, high-risk patients had significantly lower RFS and OS than low-risk patients. High-risk of LNM was an independent factor of unfavorable OS and RFS. The nomogram integrating intra- and peri-tumoral radiomics signatures has potential to identify LNM and prognosis in iCCA. 3 TECHNICAL EFFICACY: Stage 2.","RAYYAN-INCLUSION: {""Alexander""=>""Included""}",10.1002/jmri.29390,,,
rayyan-437813861,An integrated radiology-pathology machine learning classifier for outcome prediction following radical prostatectomy: Preliminary findings.,,1,1,Heliyon,,,,,,,,,,"To evaluate the added benefit of integrating features from pre-treatment MRI (radiomics) and digitized post-surgical pathology slides (pathomics) in prostate cancer (PCa) patients for prognosticating outcomes post radical-prostatectomy (RP) including a) rising prostate specific antigen (PSA), and b) extraprostatic-extension (EPE). Multi-institutional data (NÂ =Â 58) of PCa patients who underwent pre-treatment 3-T MRI prior to RP were included in this retrospective study. Radiomic and pathomic features were extracted from PCa regions on MRI and RP specimens delineated by expert clinicians. On training set (D1, NÂ =Â 44), Cox Proportional-Hazards models MR, MP and MRaP were trained using radiomics, pathomics, and their combination, respectively, to prognosticate rising PSA (PSA > 0.03Â ng/mL). Top features from MRaP were used to train a model to predict EPE on D1 and test on external dataset (D2, NÂ =Â 14). C-index, Kalplan-Meier curves were used for survival analysis, and area under ROC (AUC) was used for EPE. MRaP was compared with the existing post-treatment risk-calculator, CAPRA (MC). Patients had median follow-up of 34 months. MRaP (c-indexÂ =Â 0.685Â Â±Â 0.05) significantly outperformed MR (c-indexÂ =Â 0.646Â Â±Â 0.05), MP (c-indexÂ =Â 0.631Â Â±Â 0.06) and MC (c-indexÂ =Â 0.601Â Â±Â 0.071) (pÂ <Â 0.0001). Cross-validated Kaplan-Meier curves showed significant separation among risk groups for rising PSA for MRaP (pÂ <Â 0.005, Hazard Ratio (HR)Â =Â 11.36) as compared to MR (pÂ =Â 0.64, HRÂ =Â 1.33), MP (pÂ =Â 0.19, HRÂ =Â 2.82) and MC (pÂ =Â 0.10, HRÂ =Â 3.05). Integrated radio-pathomic model MRaP (AUCÂ =Â 0.80) outperformed MR (AUCÂ =Â 0.57) and MP (AUCÂ =Â 0.76) in predicting EPE on external-data (D2). Results from this preliminary study suggest that a combination of radiomic and pathomic features can better predict post-surgical outcomes (rising PSA and EPE) compared to either of them individually as well as extant prognostic nomogram (CAPRA).","RAYYAN-INCLUSION: {""Alexander""=>""Included""}",10.1016/j.heliyon.2024.e29602,,,
rayyan-437813862,Correlation Between C4/IgG with Macroproteinuria in Chronic Kidney Disease: A Pilot Study.,,1,1,ImmunoTargets and therapy,,,,,,,,,,"Loss of immunoglobulin G (IgG) is accompanied with proteinuria, especially macroproteinuria. The complement system participates kidney disease resulting in proteinuria. Whether the ratio of complement and IgG is associated with macroproteinuria remains unknown. A total of 1013 non-dialysis chronic kidney disease (CKD) patients were recruited according to the electrical case records system with 268 patients who endured kidney biopsy. Patients were grouped via the estimated glomerular filtration rate or the levels of proteinuria determination. Biomarkers in different CKD groups or proteinuria groups were compared by one-way ANOVA or independent samples t-test. Pearson or spearman analysis was employed to analyze correlation between clinical indexes. Further, influence factor of macroproteinuria was studied by using binary logistic regression. The ROC curve was performed to explore probable predictive biomarker for macroproteinuria. No significant difference of complement C3 and C4 among CKD1 to CKD5 stages, while higher level of complement C4 in patients with macroproteinuria. Further, C4 had a positive correlation with proteinuria (r=0.255, p=0.006). After adjusted for age, IgA, IgM, triglyceride and HDL, a binary logistic regression model showed lnC4/IgG (OR=3.561, 95% CI 2.196-5.773, p<0.01), gender (OR=1.737, 95% CI 1.116-2.702, p=0.014), age (OR=0.983, 95% CI 0.969-0.997, p=0.014), and history of diabetes (OR=0.405, 95% CI 0.235-0.699, p<0.01) were independent influence factors of macroproteinuria. The area under the ROC curve was 0.77 (95% CI: 0.75-0.82, p<0.001) for C4/IgG. The analysis of ROC curves revealed a best cut-off for complement C4 was 0.024 and yielded a sensitivity of 71% and a specificity of 71%. The area under the ROC curve was 0.841 (95% CI: 0.735-0.946, p < 0.001) for C4/IgG in IgA nephropathy patients. The analysis of ROC curves revealed a best cut-off for complement C4/IgG was 0.026 and yielded a sensitivity of 75% and a specificity of 81.2%. The area under the ROC curve for C4/IgG in CKD1-5 stages were 0.772, 0.811, 0.785, 0.835, 0.674. Complement C4/IgG could be used to predict macroproteinuria.",,10.2147/ITT.S451307,,,
rayyan-437813863,Machine Learning-Based Predictive Models for Patients with Venous Thromboembolism: A Systematic Review.,,1,1,Thrombosis and haemostasis,,,,,,,,,,"â€ƒVenous thromboembolism (VTE) is a chronic disorder with a significant health and economic burden. Several VTE-specific clinical prediction models (CPMs) have been used to assist physicians in decision-making but have several limitations. This systematic review explores if machine learning (ML) can enhance CPMs by analyzing extensive patient data derived from electronic health records. We aimed to explore ML-CPMs' applications in VTE for risk stratification, outcome prediction, diagnosis, and treatment. â€ƒThree databases were searched: PubMed, Google Scholar, and IEEE electronic library. Inclusion criteria focused on studies using structured data, excluding non-English publications, studies on non-humans, and certain data types such as natural language processing and image processing. Studies involving pregnant women, cancer patients, and children were also excluded. After excluding irrelevant studies, a total of 77 studies were included. â€ƒMost studies report that ML-CPMs outperformed traditional CPMs in terms of receiver operating area under the curve in the four clinical domains that were explored. However, the majority of the studies were retrospective, monocentric, and lacked detailed model architecture description and external validation, which are essential for quality audit. This review identified research gaps and highlighted challenges related to standardized reporting, reproducibility, and model comparison. â€ƒML-CPMs show promise in improving risk assessment and individualized treatment recommendations in VTE. Apparently, there is an urgent need for standardized reporting and methodology for ML models, external validation, prospective and real-world data studies, as well as interventional studies to evaluate the impact of artificial intelligence in VTE.",,10.1055/a-2299-4758,,,
rayyan-437813864,Body Composition and Metabolic Syndrome Components in Transgender/Gender Diverse Adolescents and Young Adults.,,1,1,LGBT health,,,,,,,,,,"Purpose: The objective of this study was to examine the association of designated sex at birth, body composition, and gender-affirming hormone treatment (GAHT) with the components of metabolic syndrome (MetS) (overweight/obesity, elevated blood pressure [BP], altered glucose metabolism, and dyslipidemia) in transgender/gender diverse (TGD) adolescents and young adults. Methods: TGD individuals underwent body composition studies by bioelectrical impedance analysis according to designated sex at birth, and their muscle-to-fat ratio (MFR) z-scores were calculated. Generalized estimating equations with binary logistic models (nâ€‰=â€‰326) were used to explore associations while adjusting for potential confounders. Results: A total of 55 TGD females and 111 TGD males, with mean age of 18â€‰Â±â€‰1.9 years and median duration of GAHT of 1.4 years (interquartile rangeâ€‰=â€‰0.6-2.5), were enrolled. Overall, 118/166 (71%) of the TGD cohort showed evidence of at least one MetS component, with a significantly higher rate among TGD males compared with TGD females (91.1% vs. 50.9%, pâ€‰<â€‰0.001). TGD males were at increased odds for overweight/obesity, elevated/hypertensive BP, elevated triglycerides (TGs), and an atherogenic dyslipidemia index (TG/high-density lipoprotein cholesterol [HDL-c], TG:HDL-c). The odds of overweight/obesity increased by 44.9 for each standard deviation decrease in the MFR z-score, while the odds for an elevated TG:HDL-c index increased by 3.7. Psychiatric morbidity increased the odds for overweight/obesity by 2.89. Conclusions: After considering confounding variables, the TGD males on GAHT were found to be at an increased risk for cardiometabolic disease. Our observations support the importance of targeted medical nutrition intervention in this group of individuals.",,10.1089/lgbt.2023.0065,,,
rayyan-437813865,How useful are indirect radiographic measurements of hip instability in borderline hip dysplasia? An MRI-based comparison to a healthy cohort.,,1,1,International orthopaedics,,,,,,,,,,"Symptomatic hips with borderline hip dysplasia (BHD) morphology pose a challenge in differentiating stable from unstable hips. The current study aims to compare indirect radiographic signs of instability in a symptomatic BHD population to those in a healthy cohort. The study group consisted of patients with a lateral centre-edge angle (LCEA) with values 18Â°â€‰â‰¤â€‰LCEAâ€‰<â€‰25Â° who underwent corrective periacetabular osteotomy (PAO) and reported an improvement in patient-reported outcome measures (PROMs). The comparison group consisted of a healthy cohort of athletes who did not complain of any hip-related symptoms and who had normal values of their hip morphological parameters (LCEA, acetabular index (AIÂ°), alpha angle (Î±Â°), femoral version, acetabular version). Indirect signs of instability consisting of the femoro-epiphyseal acetabular roof index (FEAR), iliocapsularis-to-rectus-femoris (IC/RF) ratio and labral dimensions (height-to-length ratio) were assessed in both groups. Partial Pearson correlation, logistic multiple regression analysis and Receiver-Operating Characteristic (ROC) curve analysis were performed to determine correlations, as well as the sensitivity and specificity of these signs to differentiate between healthy hips and BHD. On binary logistic multiple regression analysis, the FEAR Index was the only independent predictor to differentiate between BHD and healthy hips (pâ€‰<â€‰0.001). The IC/RF ratio did not achieve significance. The calculated area under the curve (AUC) was 0.93 (0.87 - 0.99, CI 95%, pâ€‰<â€‰0.001) for the FEAR Index and 0.81 (0.70 - 0.92, CI 95%, pâ€‰<â€‰0.001) for the height-length ratio. Using the predefined cut-off values (dysplastic-FEAR Indexâ€‰â‰¥â€‰5Â° or labral height-to-length ratioâ€‰â‰¤â€‰0.5), 27% sensitivity/100% specificity and 20% sensitivity/ 100% specificity, were achieved. ROC analysis provided the following new thresholds: FEAR Indexâ€‰â‰¥â€‰-5Â° (73% sensitivity/97% specificity); labral height-to-length ratioâ€‰â‰¤â€‰0.8 (70% sensitivity, 79% specificity). In our cohort, the FEAR index was an independent parameter that could differentiate between borderline dysplastic and asymptomatic hips. The previously published values for both the FEAR index and labral hypertrophy ratio had a poor sensitivity in differentiating symptomatic unstable BHD from healthy hips. The cut-off values ofâ€‰â‰¥â€‰-5Â° (FEAR index) andâ€‰â‰¤â€‰0.8 (labral height-to-length ratio) provided acceptable sensitivity and specificity when comparing to morphological healthy hips.",,10.1007/s00264-024-06202-8,,,
rayyan-437813866,The relationship between serum levels of epidermal growth factor and Î²-human chorionic gonadotropin and the type and prognosis of ectopic pregnancy.,,1,1,Archives of gynecology and obstetrics,,,,,,,,,,"This work aimed to explore the relationship between epidermal growth factor (EGF) and Î²-human chorionic gonadotropin (Î²-HCG) and ectopic pregnancy types and impact on prognosis. Twenty women with normal pregnancies (NPs) were recruited as control group, and twenty women each with tubal pregnancy (TP) and cervical pregnancy (CP) were recruited. Blood samples were collected to detect EGF and Î²-HCG. Data on length of hospital stay and incidence of complications were collected. The differences in serum EGF and Î²-HCG levels were compared among groups and within various types of ectopic pregnancy using analysis of variance and Pearson correlation analysis. Serum EGF and Î²-HCG were notably lower in TP and CP group vs. controls (Pâ€‰<â€‰0.05). In subgroup analysis within the types of ectopic pregnancy, serum EGF levels were drastically higher in TP group vs. CP group (Pâ€‰<â€‰0.05). Serum EGF levels were negatively correlated with pregnancy outcomes and incidence of complications (Pâ€‰<â€‰0.05). In patients with TP and CP, serum EGF and Î²-HCG recovery time and hospital stay differed drastically (Pâ€‰<â€‰0.05). Serum EGF and Î²-HCG levels showed optimal cutoff values identified at 2.65Â Î¼g/L and 11,745.35Â IU/L, respectively. The corresponding area under the curve (AUC) values were 0.885 and 0.841. Elevated levels of EGF may be associated with the occurrence of ectopic pregnancy and may impact the type of ectopic pregnancy, pregnancy outcomes, and the incidence of complications. Further clinical research is warranted to investigate these findings.",,10.1007/s00404-024-07523-0,,,
rayyan-437813867,Development of a novel monoclonal antibody-based competitive ELISA for antibody detection against bovine leukemia virus.,,1,1,International journal of biological macromolecules,,,,,,,,,,"Infection with bovine leukemia virus (BLV) leads to enzootic bovine leukosis, the most prevalent neoplastic disease in cattle. Due to the lack of commercially available vaccines, reliable eradication of the disease can be achieved through the testing and elimination of BLV antibody-positive animals. In this study, we developed a novel competitive ELISA (cELISA) to detect antibodies against BLV capsid protein p24. Recombinant p24 protein expressed by Escherichia coli, in combination with the monoclonal antibody 2G11 exhibiting exceptional performance, was used for the establishment of the cELISA. Receiver-operating characteristic curve analysis showed that the sensitivity and specificity of the assay were 98.85Â % and 98.13Â %, respectively. Furthermore, the established cELISA was specific for detecting BLV-specific antibodies, without cross-reactivity to antisera for six other bovine viruses. Significantly, experimental infection of cattle and sheep with BLV revealed that the cELISA accurately monitors seroconversion. In a performance evaluation, the established cELISA displayed a high agreement with Western blotting and the commercial BLV gp51 cELISA kit in the detection of 242 clinical samples, respectively. In conclusion, the novel p24 cELISA exhibited the potential to be a reliable and efficient diagnostic tool for BLV serological detection with a broad application prospect.",,10.1016/j.ijbiomac.2024.131446,,,
rayyan-437813868,Prediction model of deep vein thrombosis risk after lower extremity orthopedic surgery.,,1,1,Heliyon,,,,,,,,,,"This investigation was conceived to engineer and appraise a pioneering clinical nomogram, crafted to bridge the extant chasm in literature regarding the postoperative risk stratification for deep vein thrombosis (DVT) in the aftermath of lower extremity orthopedic procedures. This novel tool offers a sophisticated and discerning algorithm for risk prediction, heretofore unmet by existing methodologies. In this retrospective observational study, clinical records of hospitalized patients who underwent lower extremity orthopedic surgery were collected at the Wuxi TCM Hospital Affiliated to the Nanjing University of Chinese Medicine between Jan 2017 and Oct 2019. The univariate and multivariate analysis with the backward stepwise method was applied to select features for the predictive nomogram. The performance of the nomogram was evaluated with respect to its discriminant capability, calibration ability, and clinical utility. A total of 5773 in-hospital patients were eligible for the study, with the incidence of deep vein thrombosis being approximately 1Â % in this population. Among 31 variables included, 5 of them were identified to be the predictive features in the nomogram, including age, mean corpuscular hemoglobin concentration (MCHC), D-dimer, platelet distribution width (PDW), and thrombin time (TT). The area under the receiver operating characteristic (ROC) curve in the training and validation cohort was 85.9Â % (95%CI: 79.96Â %-90.04Â %) and 85.7Â % (95%CI: 78.96Â %-90.69Â %), respectively. Both the calibration curves and decision curve analysis demonstrated the overall satisfactory performance of the model. Our groundbreaking nomogram is distinguished by its unparalleled accuracy in discriminative and calibrating functions, complemented by its tangible clinical applicability. This innovative instrument is set to empower clinicians with a robust framework for the accurate forecasting of postoperative DVT, thus facilitating the crafting of bespoke and prompt therapeutic strategies, aligning with the rigorous standards upheld by the most esteemed biomedical journals.",,10.1016/j.heliyon.2024.e29517,,,
rayyan-437813869,Assessment of new-onset heart failure prediction in a diabetic population using left ventricular global strain: a prospective cohort study based on UK Biobank.,,1,1,Frontiers in endocrinology,,,,,,,,,,"Impaired glucose utilization influences myocardial contractile function. However, the prognostic importance of left ventricular global radial strain (LV-GRS), left ventricular global circumferential strain (LV-GCS), and left ventricular global longitudinal strain (LV-GLS) in predicting new-onset heart failure (HF) in a population with diabetes is unclear. The study design is prospective cohort from the UK Biobank. Totally 37,899 participants had a complete data of cardiac magnetic resonance (CMR), of which 940 patients with diabetes were included, and all the participants completed follow-up. LV-GRS, LV-GCS, and LV-GLS were measured by completely automated CMR with tissue tagging. Cox proportional hazards regression analysis and C-index was performed to evaluate the association between the strain parameters and the new-onset HF in patients suffering from diabetes. The average age of the 940 participants was 57.67 Â± 6.97 years, with males comprising 66.4% of the overall population. With an average follow-up period of 166.82 Â± 15.26 months, 35 (3.72%) patients reached the endpoint (emergence of new-onset HF). Significant associations were found for the three strain parameters and the new-onset HF (LV-GRS-hazard ratio [HR]: 0.946, 95% CI: 0.916-0.976; LV-GCS-HR: 1.162, 95% CI: 1.086-1.244; LV-GCS-HR: 1.181, 95% CI: 1.082-1.289). LV-GRS, LV-GCS, and LV-GLS were closely related to the related indicators to HF, and showed a high relationship to new-onset HF in individuals with diabetes at 5 and 10 years: LV-GRS: 0.75 (95% CI, 0.41-0.94) and 0.76 (95% CI, 0.44-0.98), respectively; LV-GCS: 0.80 (95% CI, 0.50-0.96) and 0.75 (95% CI, 0.41-0.98), respectively; LV-GLS: 0.72 (95% CI, 0.40-0.93) and 0.76 (95% CI, 0.48-0.97), respectively. In addition, age, sex, body mass index (BMI), and presence of hypertension or coronary artery disease (CAD) made no impacts on the association between the global strain parameters and the incidence of HF. LV-GRS, LV-GCS, and LV-GLS is significantly related to new-onset HF in patients with diabetes at 5 and 10 years.",,10.3389/fendo.2024.1365169,,,
rayyan-437813870,The Role of Contrast-Enhanced Ultrasound in the Differential Diagnosis of Malignant and Benign Subpleural Lung Lesions.,,1,1,Journal of clinical medicine,,,,,,,,,,"Background: The application of transthoracic contrast-enhanced ultrasound (CEUS) to the study of peripheral lung lesions is still a topic of debate. The main objective of this review was to evaluate the diagnostic accuracy of CEUS in the diagnosis of malignant subpleural pulmonary consolidations and, therefore, differentiate them from benign ones. Methods: Papers published before December 2023 were detected through a search of PubMed, Cochrane library, and Embase. The pooled specificity and sensitivity, summary receiver operating characteristic (SROC) curve and diagnostic odds ratio (DOR) were used. Results: CEUS is characterized by a pooled sensitivity of 0.95 (95% CI: 0.93-0.97) and a pooled specificity of 0.93 (95% CI: 0.90-0.95) in differentiating benign and malignant subpleural lung diseases; the AUC of SROC was 0.97. Homogeneous CE was characterized by a pooled sensitivity of 0.43 (95% CI: 0.40-0.45) and the pooled specificity of 0.49 (95% CI: 0.46-0.52). Non-homogeneous CE displayed a pooled sensitivity of 0.57 (95% CI: 0.55-0.60) and a pooled specificity of 0.51 (95% CI: 0.48-0.54). The lack of CE displayed a pooled sensitivity of 0.01 (95% CI: 0.00-0.06) and a pooled specificity of 0.76 (95% CI: 0.64-0.85). Marked CE displayed a pooled sensitivity of 0.41 (95% CI: 0.37-0.44) and a pooled specificity of 0.54 (95% CI: 0.50-0.58). Non-marked CE displayed a pooled sensitivity of 0.59 (95% CI: 0.56-0.63) and a pooled specificity of 0.46 (95% CI: 0.42-0.50). The early AT displayed a pooled sensitivity of 0.04 (95% CI: 0.02-0.08) and a pooled specificity of 0.83 (95% CI: 0.77-0.87). The early wash out displayed a pooled sensitivity of 0.61 (95% CI: 0.48-0.72) and a pooled specificity of 0.98 (95% CI: 0.92-1.00). The delayed wash out displayed a pooled sensitivity of 0.15 (95% CI: 0.10-0.20) and a pooled specificity of 0.69 (95% CI: 0.62-0.75). Conclusions: CEUS is characterized by excellent diagnostic accuracy for the diagnosis of the malignancy of subpleural lung lesions. By separately analyzing the CEUS findings, the diagnostic accuracy values are considerably lower and not significant in some cases. The simultaneous evaluation of multiple CEUS features allows us to reach an excellent diagnostic accuracy. Non-homogeneous CE with early wash out are the most indicative features of malignancy of a lung lesion.",,10.3390/jcm13082302,,,
rayyan-437813871,A Clinical and Imaging Fused Deep Learning Model Matches Expert Clinician Prediction of 90-Day Stroke Outcomes.,,1,1,AJNR. American journal of neuroradiology,,,,,,,,,,"Predicting long-term clinical outcome in acute ischemic stroke is beneficial for prognosis, clinical trial design, resource management, and patient expectations. This study used a deep learning-based predictive model (DLPD) to predict 90-day mRS outcomes and compared its predictions with those made by physicians. A previously developed DLPD that incorporated DWI and clinical data from the acute period was used to predict 90-day mRS outcomes in 80 consecutive patients with acute ischemic stroke from a single-center registry. We assessed the predictions of the model alongside those of 5 physicians (2 stroke neurologists and 3 neuroradiologists provided with the same imaging and clinical information). The primary analysis was the agreement between the ordinal mRS predictions of the model or physician and the ground truth using the Gwet Agreement Coefficient. We also evaluated the ability to identify unfavorable outcomes (mRSâ€‰>2) using the area under the curve, sensitivity, and specificity. Noninferiority analyses were undertaken using limits of 0.1 for the Gwet Agreement Coefficient and 0.05 for the area under the curve analysis. The accuracy of prediction was also assessed using the mean absolute error for prediction, percentage of predictions Â±1 categories away from the ground truth (Â±1 accuracy [ACC]), and percentage of exact predictions (ACC). To predict the specific mRS score, the DLPD yielded a Gwet Agreement Coefficient score of 0.79 (95% CI, 0.71-0.86), surpassing the physicians' score of 0.76 (95% CI, 0.67-0.84), and was noninferior to the readers (Pâ€‰<â€‰.001). For identifying unfavorable outcome, the model achieved an area under the curve of 0.81 (95% CI, 0.72-0.89), again noninferior to the readers' area under the curve of 0.79 (95% CI, 0.69-0.87) (Pâ€‰<â€‰.005). The mean absolute error, Â±1ACC, and ACC were 0.89, 81%, and 36% for the DLPD. A deep learning method using acute clinical and imaging data for long-term functional outcome prediction in patients with acute ischemic stroke, the DLPD, was noninferior to that of clinical readers.",,10.3174/ajnr.A8140,,,
