"key","pmid","doi","pmc","title","abstract","epubdate","journal","affiliation"
469,"38591751","10.1111/liv.15927","PMC11815611","Prognosis algorithms for acute decompensation of cirrhosis and ACLF.","Accurate prediction of survival in patients with cirrhosis is crucial, as patients who are unlikely to survive in the short-term need to be oriented to liver transplantation and to novel therapeutic approaches. Patients with acute decompensation of cirrhosis without or with organ dysfunction/failure, the so-called acute-on-chronic liver failure (ACLF), have a particularly high short-term mortality. Recognizing the specificity of this clinical situation, dedicated classifications and scores have been developed over the last 15 years, including variables (e.g. organ failures and systemic inflammation) not part of the formerly available cirrhosis severity scores, namely Child-Pugh score or MELD. For patients with acute decompensation of cirrhosis, it led to the development of a dedicated score, the Clif-C-AD score, independently validated. For more severe patients, three different scoring systems have been proposed, by European, Asian and North American societies namely Clif-C-ACLF, AARC score and NASCELD-ACLF respectively. These scores have been validated, and are widely used across the world. The differences and similarities between these scores, as well as their validation and limitations are discussed here. Even if these scores and classifications have been a step forward in favouring homogeneity between studies, and in helping making decisions for individual patients, their predictive value for mortality can still be improved as their area under the ROC curve does not exceed .8. Novel scores including biomarkers reflecting the pathophysiology of acute decompensation of cirrhosis might help reach that goal.","20240409","Liver international : official journal of the International Association for the Study of the Liver","Université Paris-Cité, Inserm, Centre de recherche sur l'inflammation, UMR 1149, Paris, France."
470,"38661680","10.1111/febs.17144",NA,"A combined model of serum neutrophil extracellular traps, CD8+ T cells, and tumor proportion score provides better prediction of PD-1 inhibitor efficacy in patients with NSCLC.","Immune checkpoint inhibitors provide a definite survival benefit for patients with driver-negative advanced non-small cell lung cancer (NSCLC), but predictors of efficacy are still lacking. There may be a relationship between immune inflammatory state and tumor immune response. We explored the relationship of serum neutrophil extracellular traps (NETs) with infiltrating cells in the tumor tissues of patients with NSCLC as well as their relationship with the therapeutic efficacy of programmed cell death protein 1 (PD-1) inhibitors. Serum myeloperoxidase (MPO)-double-stranded DNA (dsDNA) was detected as a marker of NET serum concentration. T cells were detected by immunohistochemical staining, and neutrophils were counted by MPO immunofluorescence staining. Of the 31 patients with NSCLC, a longer progression-free survival after PD-1 inhibitor treatment was associated with higher levels of CD3+ T cells, a lower neutrophil : CD3+-T-cell ratio (NEU/CD3+) and lower neutrophil : CD8+-T-cell ratio (NEU/CD8+) in tumor tissues. Patients with higher serum NETs were more likely to develop progressive disease after treatment (P = 0.003) and to have immune-related adverse events (IrAEs) as well as higher NEU/CD3+ and NEU/CD8+. The combined model of serum NETs, CD8+ T cells, and tumor proportion score (TPS) significantly improved the prediction of PD-1 inhibitor efficacy [P = 0.033; area under the curve (AUC) = 0.881]. Our results indicate that serum NETs are effective predictors of PD-1 inhibitor response and reflect the tissue neutrophil-to-lymphocyte ratio and IrAE levels. The combined model of serum NETs, CD8+ T cells, and TPS is a powerful tool for predicting the efficacy of PD-1 inhibitor treatment in patients with NSCLC.","20240425","The FEBS journal","Department of Oncology, Nanfang Hospital, Southern Medical University, Guangzhou, China."
471,"38599466","10.1016/j.ijcard.2024.132016",NA,"Correlation of epicardial adipose tissue and inflammatory indices in patients with STEMI and implications for atrial arrhythmias.","Epicardial adipose tissue(EAT) is associated with inflammation in previous studies but is unknown in patients with ST-segment elevation myocardial infarction(STEMI).This study investigated the correlation between epicardial fat and inflammatory cells obtained by cardiac magnetic resonance (CMR) and the effect on atrial arrhythmias in patients with STEMI. This was a single-center, retrospective study. We consecutively selected patients who all completed CMR after Percutaneous Coronary Intervention (PCI) from January 2019 to December 2022 and then had regular follow-ups at 1, 3, 6, 9, and 12 months. The enrolled patients were grouped according to the presence or absence of atrial arrhythmia and divided into atrial and non-atrial arrhythmia groups. White blood cell, neutrophil, lymphocyte, C-reactive protein, EATV, LVES, LVED were higher in the atrial arrhythmia group than in the non-atrial arrhythmia group, and LVEF was lower than that in the non-atrial arrhythmia group (p < 0.05); EATV was significantly positively correlated with each inflammatory indices (white blood cell: r = 0.415 p < 0.001, neutrophil:r = 0.386 p < 0.001, lymphocyte:r = 0.354 p < 0.001, C-reactive protein:r = 0.414 p < 0.001); one-way logistic regression analysis showed that risk factors for atrial arrhythmias were age, heart rate, white blood cell, neutrophil, lymphocyte, C-reactive protein, EATV, LVES, LVED; multifactorial logistic regression analysis showed that neutrophil, lymphocyte, C-reactive protein, EATV, and LVES were independent risk factors for atrial arrhythmias; ROC analysis showed that the area under the curve (AUC) for neutrophil was 0.862; the AUC for lymphocyte was 1.95; and the AUC for C-reactive protein was 0.862. reactive protein was 0.852; AUC for LVES was 0.683; and AUC for EATV was 0.869. In patients with STEMI, EAT was significantly and positively correlated with inflammatory indices; neutrophil, lymphocyte, C-reactive protein, EATV, and LVES were independent risk factors for atrial arrhythmias and had good predictive value.","20240408","International journal of cardiology","Department of Cardiology, The Affiliated Hospital of Xuzhou Medical University, Xuzhou, China."
472,"38580035","10.1016/j.jad.2024.03.111",NA,"Structural or/and functional MRI-based machine learning techniques for attention-deficit/hyperactivity disorder diagnosis: A systematic review and meta-analysis.","The aim of this study was to investigate the diagnostic value of ML techniques based on sMRI or/and fMRI for ADHD. We conducted a comprehensive search (from database creation date to March 2024) for relevant English articles on sMRI or/and fMRI-based ML techniques for diagnosing ADHD. The pooled sensitivity, specificity, positive likelihood ratio (LR+), negative likelihood ratio (LR-), summary receiver operating characteristic (SROC) curve and area under the curve (AUC) were calculated to assess the diagnostic value of sMRI or/and fMRI-based ML techniques. The I2 test was used to assess heterogeneity and the source of heterogeneity was investigated by performing a meta-regression analysis. Publication bias was assessed using the Deeks funnel plot asymmetry test. Forty-three studies were included in the systematic review, 27 of which were included in our meta-analysis. The pooled sensitivity and specificity of sMRI or/and fMRI-based ML techniques for the diagnosis of ADHD were 0.74 (95 % CI 0.65-0.81) and 0.75 (95 % CI 0.67-0.81), respectively. SROC curve showed that AUC was 0.81 (95 % CI 0.77-0.84). Based on these findings, the sMRI or/and fMRI-based ML techniques have relatively good diagnostic value for ADHD. Our meta-analysis specifically focused on ML techniques based on sMRI or/and fMRI studies. Since EEG-based ML techniques are also used for diagnosing ADHD, further systematic analyses are necessary to explore ML methods based on multimodal medical data. sMRI or/and fMRI-based ML technique is a promising objective diagnostic method for ADHD.","20240403","Journal of affective disorders","Department of Radiology, Children's Hospital of Chongqing Medical University, National Clinical Research Center for Child Health and Disorders, Ministry of Education Key Laboratory of Child Development and Disorders, Chongqing Key Laboratory of Pediatric Metabolism and Inflammatory Diseases, Chongqing 400014, China."
473,"38558415","10.1002/pros.24695",NA,"Combination of prostate volume and apparent diffusion coefficient can stratify patients with a PI-RADS score of 3 to reduce unnecessary prostate biopsies.","Nowadays, there are many patients who undergo unnecessary prostate biopsies after receiving a prostate imaging reporting and data system (PI-RADS) score of 3. Our purpose is to identify cutoff values of the prostate volume (PV) and minimum apparent diffusion coefficient (ADCmin) to stratify those patients to reduce unnecessary prostate biopsies. Data from 224 qualified patients who received prostate biopsies from January 2019 to June 2023 were collected. The Mann-Whitney U test was used to compare non-normal distributed continuous variables, which were recorded as median (interquartile ranges). The correlation coefficients were calculated using Spearman's rank correlation analysis. Categorical variables are recorded by numbers (percentages) and compared by χ2 test. Both univariate and multivariate logistic regression analysis were used to determine the independent predictors. The receiver-operating characteristic curve and the area under the curve (AUC) were used to evaluate the diagnostic performance of clinical variables. Out of a total of 224 patients, 36 patients (16.07%) were diagnosed with clinically significant prostate cancer (csPCa), whereas 72 patients (32.14%) were diagnosed with any grade prostate cancer. The result of multivariate analysis demonstrated that the PV (p < 0.001, odds ratio [OR]: 0.952, 95% confidence interval [95% CI]: 0.927-0.978) and ADCmin (p < 0.01, OR: 0.993, 95% CI: 0.989-0.998) were the independent factors for predicting csPCa. The AUC values of the PV and ADCmin were 0.779 (95% CI: 0.718-0.831) and 0.799 (95% CI: 0.740-0.849), respectively, for diagnosing csPCa. After stratifying patients by PV and ADCmin, 24 patients (47.06%) with ""PV < 55 mL and ADCmin < 685 μm2/s"" were diagnosed with csPCa. However, only one patient (1.25%) with PV ≥ 55 mL and ADCmin ≥ 685 μm2/s were diagnosed with csPCa. In this study, we found the combination of PV and ADCmin can stratify patients with a PI-RADS score of 3 to reduce unnecessary prostate biopsies. These patients with ""PV ≥ 55 mL and ADCmin ≥ 685 μm2/s"" may safely avoid prostate biopsies.","20240401","The Prostate","Department of Urology, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, China."
474,"38730636","10.3390/cancers16091684","PMC11083007","Assessing the Predictive Accuracy of EORTC, CUETO and EAU Risk Stratification Models for High-Grade Recurrence and Progression after Bacillus Calmette-Guérin Therapy in Non-Muscle-Invasive Bladder Cancer.","The currently available EORTC, CUETO and EAU2021 risk stratifications were originally developed to predict recurrence and progression in non-muscle-invasive bladder cancer (NMIBC). However, they have not been validated to differentiate between high-grade (HG) and low-grade (LG) recurrence-free survival (RFS), which are distinct events with specific implications. We aimed to evaluate the accuracy of available risk models and identify additional risk factors for HG RFS and PFS among NMIBC patients treated with Bacillus Calmette-Guérin (BCG). We retrospectively included 171 patients who underwent transurethral resection of the bladder tumor (TURBT), of whom 73 patients (42.7%) experienced recurrence and 29 (17%) developed progression. Initially, there were 21 low-grade and 52 high-grade recurrences. EORTC2006, EORTC2016 and CUETO recurrence scoring systems lacked accuracy in the prediction of HG RFS (C-index 0.63/0.55/0.59, respectively). EAU2021 risk stratification, EORTC2006, EORTC2016, and CUETO progression scoring systems demonstrated low to moderate accuracy (C-index 0.59/0.68/0.65/0.65) in the prediction of PFS. In the multivariable analysis, T1HG at repeat TURBT (HR = 3.17 p < 0.01), tumor multiplicity (HR = 2.07 p < 0.05), previous history of HG NMIBC (HR = 2.37 p = 0.06) and EORTC2006 progression risk score (HR = 1.1 p < 0.01) were independent predictors for HG RFS. To conclude, available risk models lack accuracy in predicting HG RFS and PFS in -NMIBC patients treated with BCG.","20240426","Cancers","Department of General, Oncological and Functional Urology, Medical University of Warsaw, 02-005 Warsaw, Poland."
475,"38626826","10.1016/j.scitotenv.2024.172466",NA,"Large language model for horizontal transfer of resistance gene: From resistance gene prevalence detection to plasmid conjugation rate evaluation.","The burgeoning issue of plasmid-mediated resistance genes (ARGs) dissemination poses a significant threat to environmental integrity. However, the prediction of ARGs prevalence is overlooked, especially for emerging ARGs that are potentially evolving gene exchange hotspot. Here, we explored to classify plasmid or chromosome sequences and detect resistance gene prevalence by using DNABERT. Initially, the DNABERT fine-tuned in plasmid and chromosome sequences followed by multilayer perceptron (MLP) classifier could achieve 0.764 AUC (Area under curve) on external datasets across 23 genera, outperforming 0.02 AUC than traditional statistic-based model. Furthermore, Escherichia, Pseudomonas single genera based model were also be trained to explore its predict performance to ARGs prevalence detection. By integrating K-mer frequency attributes, our model could boost the performance to predict the prevalence of ARGs in an external dataset in Escherichia with 0.0281-0.0615 AUC and Pseudomonas with 0.0196-0.0928 AUC. Finally, we established a random forest model aimed at forecasting the relative conjugation transfer rate of plasmids with 0.7956 AUC, drawing on data from existing literature. It identifies the plasmid's repression status, cellular density, and temperature as the most important factors influencing transfer frequency. With these two models combined, they provide useful reference for quick and low-cost integrated evaluation of resistance gene transfer, accelerating the process of computer-assisted quantitative risk assessment of ARGs transfer in environmental field.","20240416","The Science of the total environment","State Key Laboratory of Urban Water Resource and Environment, School of Environment, Harbin Institute of Technology, Harbin, Heilongjiang Province 150090, China."
476,"38629740","10.1002/ccd.31045",NA,"Validation of the BCIS CHIP Score in chronic total occlusion percutaneous coronary intervention.","The complex high-risk indicated percutaneous coronary intervention (CHIP) score is a tool developed using the British Cardiovascular Intervention Society (BCIS) database to define CHIP cases and predict in-hospital major adverse cardiac or cerebrovascular events (MACCE). To assess the validity of the CHIP score in chronic total occlusion (CTO) percutaneous coronary intervention (PCI). We evaluated the performance of the CHIP score on 8341 CTO PCIs from the Prospective Global Registry for the Study of Chronic Total Occlusion Intervention (PROGRESS-CTO) performed at 44 centers between 2012 and 2023. In our cohort, 7.8% (n = 647) of patients had a CHIP score of 0, 50.2% (n = 4192) had a CHIP score of 1-2, 26.2% (n = 2187) had a CHIP score of 3-4, 11.7% (n = 972) had a CHIP score of 5-6, 3.3% (n = 276) had a CHIP score of 7-8, and 0.8% (n = 67) had a CHIP score of 9+. The incidence of MACCE for a CHIP score of 0 was 0.6%, reaching as high as 8.7% for a CHIP score of 9+, confirming that a higher CHIP score is associated with a higher risk of MACCE. The estimated increase in the risk of MACCE per one score unit increase was 100% (95% confidence interval [CI]: 65%-141%). The AUC of the CHIP score model for predicting MACCE in our cohort was 0.63 (95% CI: 0.58-0.67). There was a positive correlation between the CHIP score and the PROGRESS-CTO MACE score (Spearman's correlation: 0.37; 95% CI: 0.35-0.39; p < 0.001). The CHIP score has modest predictive capacity for MACCE in CTO PCI.","20240417","Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions","Minneapolis Heart Institute and Minneapolis Heart Institute Foundation, Abbott Northwestern Hospital, Minneapolis, Minnesota, USA."
477,"38627288","10.1007/s00330-024-10694-8","PMC11399218","Association of clinical outcome and imaging endpoints in extensive ischemic stroke-comparing measures of cerebral edema.","Ischemic edema is associated with worse clinical outcomes, especially in large infarcts. Computed tomography (CT)-based densitometry allows direct quantification of absolute edema volume (EV), which challenges indirect biomarkers like midline shift (MLS). We compared EV and MLS as imaging biomarkers of ischemic edema and predictors of malignant infarction (MI) and very poor clinical outcome (VPCO) in early follow-up CT of patients with large infarcts. Patients with anterior circulation stroke, large vessel occlusion, and Alberta Stroke Program Early CT Score (ASPECTS) ≤ 5 were included. VPCO was defined as modified Rankin scale (mRS) ≥ 5 at discharge. MLS and EV were quantified at admission and in follow-up CT 24 h after admission. Correlation was analyzed between MLS, EV, and total infarct volume (TIV). Multivariable logistic regression and receiver operating characteristics curve analyses were performed to compare MLS and EV as predictors of MI and VPCO. Seventy patients (median TIV 110 mL) were analyzed. EV showed strong correlation to TIV (r = 0.91, p < 0.001) and good diagnostic accuracy to classify MI (EV AUC 0.74 [95%CI 0.61-0.88] vs. MLS AUC 0.82 [95%CI 0.71-0.94]; p = 0.48) and VPCO (EV AUC 0.72 [95%CI 0.60-0.84] vs. MLS AUC 0.69 [95%CI 0.57-0.81]; p = 0.5) with no significant difference compared to MLS, which did not correlate with TIV < 110 mL (r = 0.17, p = 0.33). EV might serve as an imaging biomarker of ischemic edema in future studies, as it is applicable to infarcts of all volumes and predicts MI and VPCO in patients with large infarcts with the same accuracy as MLS. Utilization of edema volume instead of midline shift as an edema parameter would allow differentiation of patients with large and small infarcts based on the extent of edema, with possible advantages in the prediction of treatment effects, complications, and outcome. • CT densitometry-based absolute edema volume challenges midline shift as current gold standard measure of ischemic edema. • Edema volume predicts malignant infarction and poor clinical outcome in patients with large infarcts with similar accuracy compared to MLS irrespective of the lesion extent. • Edema volume might serve as a reliable quantitative imaging biomarker of ischemic edema in acute stroke triage independent of lesion size.","20240416","European radiology","Department of Neuroradiology, University Medical Center Hamburg-Eppendorf, Martinistraße 52, 20251, Hamburg, Germany. v.geest@uke.de."
478,"38607977","10.1371/journal.pmed.1004369","PMC11014435","A novel electronic health record-based, machine-learning model to predict severe hypoglycemia leading to hospitalizations in older adults with diabetes: A territory-wide cohort and modeling study.","Older adults with diabetes are at high risk of severe hypoglycemia (SH). Many machine-learning (ML) models predict short-term hypoglycemia are not specific for older adults and show poor precision-recall. We aimed to develop a multidimensional, electronic health record (EHR)-based ML model to predict one-year risk of SH requiring hospitalization in older adults with diabetes. We adopted a case-control design for a retrospective territory-wide cohort of 1,456,618 records from 364,863 unique older adults (age ≥65 years) with diabetes and at least 1 Hong Kong Hospital Authority attendance from 2013 to 2018. We used 258 predictors including demographics, admissions, diagnoses, medications, and routine laboratory tests in a one-year period to predict SH events requiring hospitalization in the following 12 months. The cohort was randomly split into training, testing, and internal validation sets in a 7:2:1 ratio. Six ML algorithms were evaluated including logistic-regression, random forest, gradient boost machine, deep neural network (DNN), XGBoost, and Rulefit. We tested our model in a temporal validation cohort in the Hong Kong Diabetes Register with predictors defined in 2018 and outcome events defined in 2019. Predictive performance was assessed using area under the receiver operating characteristic curve (AUROC), area under the precision-recall curve (AUPRC) statistics, and positive predictive value (PPV). We identified 11,128 SH events requiring hospitalization during the observation periods. The XGBoost model yielded the best performance (AUROC = 0.978 [95% CI 0.972 to 0.984]; AUPRC = 0.670 [95% CI 0.652 to 0.688]; PPV = 0.721 [95% CI 0.703 to 0.739]). This was superior to an 11-variable conventional logistic-regression model comprised of age, sex, history of SH, hypertension, blood glucose, kidney function measurements, and use of oral glucose-lowering drugs (GLDs) (AUROC = 0.906; AUPRC = 0.085; PPV = 0.468). Top impactful predictors included non-use of lipid-regulating drugs, in-patient admission, urgent emergency triage, insulin use, and history of SH. External validation in the HKDR cohort yielded AUROC of 0.856 [95% CI 0.838 to 0.873]. Main limitations of this study included limited transportability of the model and lack of geographically independent validation. Our novel-ML model demonstrated good discrimination and high precision in predicting one-year risk of SH requiring hospitalization. This may be integrated into EHR decision support systems for preemptive intervention in older adults at highest risk.","20240412","PLoS medicine","Department of Medicine and Therapeutics, The Chinese University of Hong Kong, Prince of Wales Hospital, Hong Kong, China."
479,"38638138","10.3389/fendo.2024.1305640","PMC11024317","Prediction of glycosylated hemoglobin level in patients with cardiovascular diseases and type 2 diabetes mellitus with respect to anti-diabetic medication.","Blood glycosylated hemoglobin level can be affected by various factors in patients with type 2 diabetes and cardiovascular diseases. Frequent measurements are expensive, and a suitable estimation method could improve treatment outcomes. 93 patients were recruited in this research. We analyzed a number of parameters such as age, glucose level, blood pressure, Body Mass Index, cholesterol level, echocardiography et al. Patients were prescribed metformin. One group (n=60) additionally was taking sitagliptin. We applied eight machine learning methods (k nearest neighbors, Random Forest, Support Vector Machine, Extra Trees, XGBoost, Linear Regression including Lasso, and ElasticNet) to predict exact values of glycosylated hemoglobin in two years. We applied a feature selection approach using step-by-step removal of them, Linear Regression on remaining features, and Pearson's correlation coefficient on the validation set. As a result, we got four different subsets for each group. We compared all eight Machine Learning methods using different hyperparameters on validation sets and chose the best models. We tested the best models on the external testing set and got R2 = 0.88, C Index = 0.857, Accuracy = 0.846, and MAE (Mean Absolute Error) = 0.65 for the first group, R2 = 0.86, C Index = 0.80, Accuracy = 0.75, and MAE = 0.41 for the second group. The resulting algorithms could be used to assist clinical decision-making on prescribing anti-diabetic medications in pursuit of achieving glycemic control.","20240404","Frontiers in endocrinology","Department of Mathematics, New Uzbekistan University, Tashkent, Uzbekistan."
480,"38587561","10.1007/s00234-024-03340-z",NA,"Establishment and validation of a CT-based prediction model for the good dissolution of mild chronic subdural hematoma with atorvastatin treatment.","To develop and validate a prediction model based on imaging data for the prognosis of mild chronic subdural hematoma undergoing atorvastatin treatment. We developed the prediction model utilizing data from patients diagnosed with CSDH between February 2019 and November 2021. Demographic characteristics, medical history, and hematoma characteristics in non-contrast computed tomography (NCCT) were extracted upon admission to the hospital. To reduce data dimensionality, a backward stepwise regression model was implemented to build a prognostic prediction model. We calculated the area under the receiver operating characteristic curve (AUC) of the prognostic prediction model by a tenfold cross-validation procedure. Maximum thickness, volume, mean density, morphology, and kurtosis of the hematoma were identified as the most significant predictors of good hematoma dissolution in mild CSDH patients undergoing atorvastatin treatment. The prediction model exhibited good discrimination, with an area under the curve (AUC) of 0.82 (95% confidence interval [CI], 0.74-0.90) and good calibration (p = 0.613). The validation analysis showed the AUC of the final prognostic prediction model is 0.80 (95% CI 0.71-0.86) and it has good prediction performance. The imaging data-based prediction model has demonstrated great prediction accuracy for good hematoma dissolution in mild CSDH patients undergoing atorvastatin treatment. The study results emphasize the importance of imaging data evaluation in the management of CSDH patients.","20240408","Neuroradiology","Department of Neurosurgery, Tianjin Medical University General Hospital, Anshan Road 154, Heping District, Tianjin, 300070, China."
481,"38701720","10.1016/j.parkreldis.2024.106987",NA,"Are the criteria for PD-MCI diagnosis comprehensive? A Machine Learning study with modified criteria.","Mild cognitive impairment in Parkinson's disease (PD-MCI) includes deficits in different cognitive domains, and one domain to explore for neurocognitive impairment following the DSM-V is social cognition. However, this domain is not included in current criteria for PD-MCI diagnosis. Moreover, tests vary across studies. It is, therefore, crucial to optimize cognitive assessment in PD-MCI. We aimed to do so by using Machine Learning. 275 PD patients were included. Four cognitive batteries were created: two Standard ones (Levels I and II), applying current criteria and ""traditional"" tests; two Alternative ones (Levels I and II), which incorporated a test of social cognition. These batteries were included in the Random Forest (RF) classifier. To assess RF performance, the AUC was considered, and the Variable Importance Index was estimated to understand the contribution of each test in PD-MCI classification. Standard Level I and II showed an AUC of 0.852 and 0.892, while Alternative Level I and II showed an AUC of 0.898 and of 0.906. Variable Importance Index revealed that TMT B-A, Ekman test, RAVLT-IR, MoCA, and Action Naming were tests that most contributed to PD-MCI classification. The Alternative level I assessment demonstrated a similar classification capacity to the Standard level II assessment. This finding suggests that in the cognitive assessment of PD patients, it is crucial to consider the most affected cognitive domains in this clinical population, including social cognition. Taken together, these results suggest to revise current criteria for the diagnosis of PD-MCI.","20240430","Parkinsonism & related disorders","Department of Neurology, ""Santa Chiara Hospital"", Azienda Provinciale per I Servizi Sanitari (APSS), 38122, Trento, Italy; Department of Psychology, University of Milano-Bicocca, 20126, Milan, Italy. Electronic address: chiara.longo@apss.tn.it."
482,"38593602","10.1016/j.jss.2024.03.004",NA,"Clinical Significance of Pheochromocytoma Size on the Timing and Extent of Surgery.","Elevated metanephrine and catecholamine levels 3-fold upper limit of normal (ULN) are diagnostic for pheochromocytoma. We sought to determine whether size correlates with biochemical activity or symptoms which could guide timing of surgery. Data from consecutive patients undergoing adrenalectomy for pheochromocytoma at our institution over a 10-year period were retrospectively collected. These included maximal lesion diameter on preoperative imaging, plasma/urine metanephrine and/or catecholamine levels, demographic variables and presence of typical paroxysmal symptoms. Receiver operating characteristic curves were used to assess predictive accuracy. Sixty-three patients were included in the analysis (41 females and 22 males). Median age was 56 (43, 69) years. Due to various referring practices, 31 patients had documented 24-h urine metanephrine, 26 had 24-h urine catecholamine, and 52 had fractionated plasma metanephrine levels available for review. Values were converted to fold change compared to ULN and the maximum of all measured values was used for logistic regression. Median tumor size was 3.40 (2.25, 4.55) cm in greatest dimension. Tumor size at which pheochromocytoma produced > 3-fold ULN was ≥2.3 cm (AUC of 0.84). Biochemical activity increased with doubling tumor size (odds ratio = 8, P = 0.0004) or ≥ 1 cm increase in tumor size (odds ratio = 3.03, P = 0.001). 40 patients had paroxysmal symptoms, but there was no significant correlation between tumor size/biochemical activity and symptoms. In our study, tumor size directly correlated with the degree of biochemical activity and pheochromocytomas ≥2.3 cm produced levels 3 times ULN. These findings may allow clinicians to adjust timing of operative intervention.","20240408","The Journal of surgical research","Department of Surgery, University of Chicago, Chicago Illinois. Electronic address: Sara.abouazar@uchicagomedicine.org."
483,"38653593","10.1016/j.urolonc.2024.03.016",NA,"Network analysis of histopathological image features and genomics data improving prognosis performance in clear cell renal cell carcinoma.","Clear cell renal cell carcinoma is the most common type of kidney cancer, but the prediction of prognosis remains a challenge. We collected whole-slide histopathological images, corresponding clinical and genetic information from the The Cancer Imaging Archive and The Cancer Genome Atlas databases and randomly divided patients into training (n = 197) and validation (n = 84) cohorts. After feature extraction by CellProfiler, we used 2 different machine learning techniques (Least Absolute Shrinkage and Selector Operation-regularized Cox and Support Vector Machine-Recursive Feature Elimination) and weighted gene co-expression network analysis to select prognosis-related image features and genes, respectively. These features and genes were integrated into a joint model using random forest and used to create a nomogram that combines other predictive indicators. A total of 4 overlapped features were identified, represented by the computed histopathological risk score in the random forest model, and showed predictive value for overall survival (test set: 1-year area under the curves (AUC) = 0.726, 3-year AUC = 0.727, and 5-year AUC = 0.764). The histopathological-genetic risk score (HGRS) integrating the genetic information computed performed better than the model that used image features only (test set: 1-year AUC = 0.682, 3-year AUC = 0.734, and 5-year AUC = 0.78). The nomogram (gender, stage, and HGRS) achieved the highest net benefit according to decision curve analysis compared to HGRS or clinical model. This study developed a histopathological-genetic-related nomogram by combining histopathological features and clinical predictors, providing a more comprehensive prognostic assessment for clear cell renal cell carcinoma patients.","20240422","Urologic oncology","Department of Radiation Oncology, National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China."
484,"38628939","10.3389/fvets.2024.1358986","PMC11018915","Classification performance of sEMG and kinematic parameters for distinguishing between non-lame and induced lameness conditions in horses.","Despite its proven research applications, it remains unknown whether surface electromyography (sEMG) can be used clinically to discriminate non-lame from lame conditions in horses. This study compared the classification performance of sEMG absolute value (sEMGabs) and asymmetry (sEMGasym) parameters, alongside validated kinematic upper-body asymmetry parameters, for distinguishing non-lame from induced fore- (iFL) and hindlimb (iHL) lameness. Bilateral sEMG and 3D-kinematic data were collected from clinically non-lame horses (n = 8) during in-hand trot. iFL and iHL (2-3/5 AAEP) were induced on separate days using a modified horseshoe, with baseline data initially collected each day. sEMG signals were DC-offset removed, high-pass filtered (40 Hz), and full-wave rectified. Normalized, average rectified value (ARV) was calculated for each muscle and stride (sEMGabs), with the difference between right and left-side ARV representing sEMGasym. Asymmetry parameters (MinDiff, MaxDiff, Hip Hike) were calculated from poll, withers, and pelvis vertical displacement. Receiver-operating-characteristic (ROC) and area under the curve (AUC) analysis determined the accuracy of each parameter for distinguishing baseline from iFL or iHL. Both sEMG parameters performed better for detecting iHL (0.97 ≥ AUC ≥ 0.48) compared to iFL (0.77 ≥ AUC ≥ 0.49). sEMGabs performed better (0.97 ≥ AUC ≥ 0.49) than sEMGasym (0.76 ≥ AUC ≥ 0.48) for detecting both iFL and iHL. Like previous studies, MinDiff Poll and Pelvis asymmetry parameters (MinDiff, MaxDiff, Hip Hike) demonstrated excellent discrimination for iFL and iHL, respectively (AUC > 0.95). Findings support future development of multivariate lameness-detection approaches that combine kinematics and sEMG. This may provide a more comprehensive approach to diagnosis, treatment, and monitoring of equine lameness, by measuring the underlying functional cause(s) at a neuromuscular level.","20240402","Frontiers in veterinary science","Research Centre for Applied Sport, Physical Activity and Performance, University of Central Lancashire, Preston, United Kingdom."
485,"38716415","10.3389/fmed.2024.1369984","PMC11074446","Construction of a nomogram to predict the probability of new vertebral compression fractures after vertebral augmentation of osteoporotic vertebral compression fractures: a retrospective study.","This study aimed to develop and validate a new nomogram model that can predict new vertebral fractures after surgery for osteoporotic compression fractures to optimize surgical plans and reduce the incidence of new vertebral compression fractures. 420 patients with osteoporotic vertebral compression fractures were randomly sampled using a computer at a fixed ratio; 80% of the patients were assigned to the training set, while the remaining 20% were assigned to the validation set. The least absolute shrinkage and selection operator (LASSO) regression method was applied to screen the factors influencing refracture and construct a predictive model using multivariate logistic regression analysis. The results of the multivariate logistic regression analysis showed a significant correlation between bone cement leakage, poor cement dispersion, the presence of fractures in the endplate, and refractures. The receiver operating characteristic curve (ROC) results showed that the area under the ROC curve (AUC) of the training set was 0.974 and the AUC of the validation set was 0.965, which proves that this prediction model has a good predictive ability. The brier score for the training set and validation set are 0.043 and 0.070, respectively, indicating that the model has high accuracy. Moreover, the calibration curve showed a good fit with minimal deviation, demonstrating the model's high discriminant ability and excellent fit. The decision curve indicated that the nomogram had positive predictive ability, indicating its potential as a practical clinical tool. Cement leakage, poor cement dispersion, and presence of fractures in the endplate are selected through LASSO and multivariate logistic regressions and included in the model development to establish a nomogram. This simple prediction model can support medical decision-making and maybe feasible for clinical practice.","20240423","Frontiers in medicine","Shandong University of Traditional Chinese Medicine, Jinan, China."
